Time,U,I1,I2,D,Ve
0.000000e+00,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,0.000000e+00
1.666667e-01,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,0.000000e+00
3.333333e-01,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,2.830192e-03
5.000000e-01,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,6.122134e-03
6.666667e-01,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,1.001251e-02
8.333333e-01,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,1.467025e-02
1.000000e+00,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,2.030484e-02
1.166667e+00,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,2.717617e-02
1.333333e+00,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,3.560761e-02
1.500000e+00,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,4.600116e-02
1.666667e+00,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,5.885721e-02
1.833333e+00,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,7.479860e-02
2.000000e+00,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,9.460037e-02
2.166667e+00,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,1.192265e-01
2.333333e+00,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,1.498747e-01
2.500000e+00,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,1.880318e-01
2.666667e+00,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,2.355401e-01
2.833333e+00,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,2.946781e-01
3.000000e+00,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,3.682564e-01
3.166667e+00,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,4.597308e-01
3.333333e+00,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,5.733331e-01
3.500000e+00,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,7.142200e-01
3.666667e+00,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,8.886363e-01
3.833333e+00,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,1.104087e+00
4.000000e+00,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,1.369508e+00
4.166667e+00,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,1.695419e+00
4.333333e+00,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,2.094035e+00
4.500000e+00,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,2.579307e+00
4.666667e+00,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,3.166849e+00
4.833333e+00,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,3.873734e+00
5.000000e+00,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,4.718103e+00
5.166667e+00,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,5.718604e+00
5.333333e+00,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,6.893657e+00
5.500000e+00,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,8.260599e+00
5.666667e+00,9.995545e-01,2.227668e-04,2.227668e-04,0.000000e+00,9.834794e+00
5.833333e+00,9.995545e-01,2.227668e-04,2.227668e-04,0.000000e+00,1.162881e+01
6.000000e+00,9.995545e-01,2.227668e-04,2.227668e-04,0.000000e+00,1.365172e+01
6.166667e+00,9.995545e-01,2.227668e-04,2.227668e-04,0.000000e+00,1.590870e+01
6.333333e+00,9.995545e-01,2.227668e-04,2.227668e-04,0.000000e+00,1.840081e+01
6.500000e+00,9.995545e-01,2.227668e-04,2.227668e-04,0.000000e+00,2.112508e+01
6.666667e+00,9.995545e-01,2.227668e-04,2.227668e-04,0.000000e+00,2.407484e+01
6.833333e+00,9.993317e-01,4.455335e-04,2.227668e-04,0.000000e+00,2.724013e+01
7.000000e+00,9.993317e-01,4.455335e-04,2.227668e-04,0.000000e+00,3.060824e+01
7.166667e+00,9.993317e-01,4.455335e-04,2.227668e-04,0.000000e+00,3.416432e+01
7.333333e+00,9.993317e-01,2.227668e-04,4.455335e-04,0.000000e+00,3.789190e+01
7.500000e+00,9.993317e-01,2.227668e-04,4.455335e-04,0.000000e+00,4.177341e+01
7.666667e+00,9.991089e-01,4.455335e-04,4.455335e-04,0.000000e+00,4.579549e+01
7.833333e+00,9.991089e-01,4.455335e-04,4.455335e-04,0.000000e+00,4.993537e+01
8.000000e+00,9.991089e-01,4.455335e-04,4.455335e-04,0.000000e+00,5.417477e+01
8.166667e+00,9.988862e-01,6.683003e-04,4.455335e-04,0.000000e+00,5.849575e+01
8.333333e+00,9.988862e-01,6.683003e-04,4.455335e-04,0.000000e+00,6.288089e+01
8.500000e+00,9.988862e-01,6.683003e-04,4.455335e-04,0.000000e+00,6.731348e+01
8.666667e+00,9.988862e-01,6.683003e-04,4.455335e-04,0.000000e+00,7.177757e+01
8.833333e+00,9.988862e-01,6.683003e-04,4.455335e-04,0.000000e+00,7.625812e+01
9.000000e+00,9.988862e-01,4.455335e-04,6.683003e-04,0.000000e+00,8.074098e+01
9.166667e+00,9.988862e-01,4.455335e-04,6.683003e-04,0.000000e+00,8.521297e+01
9.333333e+00,9.988862e-01,4.455335e-04,6.683003e-04,0.000000e+00,8.967869e+01
9.500000e+00,9.988862e-01,4.455335e-04,6.683003e-04,0.000000e+00,9.411278e+01
9.666667e+00,9.988862e-01,4.455335e-04,6.683003e-04,0.000000e+00,9.850570e+01
9.833333e+00,9.988862e-01,4.455335e-04,6.683003e-04,0.000000e+00,1.028490e+02
1.000000e+01,9.988862e-01,4.455335e-04,6.683003e-04,0.000000e+00,1.071354e+02
1.016667e+01,9.988862e-01,4.455335e-04,6.683003e-04,0.000000e+00,1.113585e+02
1.033333e+01,9.982179e-01,1.113834e-03,6.683003e-04,0.000000e+00,1.155135e+02
1.050000e+01,9.982179e-01,1.113834e-03,6.683003e-04,0.000000e+00,1.195964e+02
1.066667e+01,9.979951e-01,1.336601e-03,6.683003e-04,0.000000e+00,1.236045e+02
1.083333e+01,9.977723e-01,1.559367e-03,6.683003e-04,0.000000e+00,1.275364e+02
1.100000e+01,9.977723e-01,1.559367e-03,6.683003e-04,0.000000e+00,1.313922e+02
1.116667e+01,9.971040e-01,2.227668e-03,6.683003e-04,0.000000e+00,1.351733e+02
1.133333e+01,9.971040e-01,2.227668e-03,6.683003e-04,0.000000e+00,1.388828e+02
1.150000e+01,9.971040e-01,1.782134e-03,1.113834e-03,0.000000e+00,1.425253e+02
1.166667e+01,9.966585e-01,2.227668e-03,1.113834e-03,0.000000e+00,1.461074e+02
1.183333e+01,9.964357e-01,2.227668e-03,1.336601e-03,0.000000e+00,1.496757e+02
1.200000e+01,9.964357e-01,2.227668e-03,1.336601e-03,0.000000e+00,1.532030e+02
1.216667e+01,9.964357e-01,2.227668e-03,1.336601e-03,0.000000e+00,1.567050e+02
1.233333e+01,9.964357e-01,2.227668e-03,1.336601e-03,0.000000e+00,1.601931e+02
1.250000e+01,9.964357e-01,2.004901e-03,1.559367e-03,0.000000e+00,1.636833e+02
1.266667e+01,9.964357e-01,2.004901e-03,1.559367e-03,0.000000e+00,1.671928e+02
1.283333e+01,9.964357e-01,2.004901e-03,1.559367e-03,0.000000e+00,1.707449e+02
1.300000e+01,9.964357e-01,2.004901e-03,1.559367e-03,0.000000e+00,1.743523e+02
1.316667e+01,9.964357e-01,2.004901e-03,1.559367e-03,0.000000e+00,1.780321e+02
1.333333e+01,9.962130e-01,2.004901e-03,1.782134e-03,0.000000e+00,1.817998e+02
1.350000e+01,9.962130e-01,2.004901e-03,1.782134e-03,0.000000e+00,1.856684e+02
1.366667e+01,9.962130e-01,2.004901e-03,1.782134e-03,0.000000e+00,1.896871e+02
1.383333e+01,9.959902e-01,2.227668e-03,1.782134e-03,0.000000e+00,1.938281e+02
1.400000e+01,9.955447e-01,2.450434e-03,2.004901e-03,0.000000e+00,1.980954e+02
1.416667e+01,9.953219e-01,2.673201e-03,2.004901e-03,0.000000e+00,2.024898e+02
1.433333e+01,9.950991e-01,2.673201e-03,2.227668e-03,0.000000e+00,2.085143e+02
1.450000e+01,9.948764e-01,2.895968e-03,2.227668e-03,0.000000e+00,2.145934e+02
1.466667e+01,9.948764e-01,2.895968e-03,2.227668e-03,0.000000e+00,2.207486e+02
1.483333e+01,9.946536e-01,2.895968e-03,2.450434e-03,0.000000e+00,2.269505e+02
1.500000e+01,9.942081e-01,3.341501e-03,2.450434e-03,0.000000e+00,2.331923e+02
1.516667e+01,9.942081e-01,3.341501e-03,2.450434e-03,0.000000e+00,2.402877e+02
1.533333e+01,9.939853e-01,3.341501e-03,2.673201e-03,0.000000e+00,2.474883e+02
1.550000e+01,9.937625e-01,3.564268e-03,2.673201e-03,0.000000e+00,2.547988e+02
1.566667e+01,9.935398e-01,3.787035e-03,2.673201e-03,0.000000e+00,2.622271e+02
1.583333e+01,9.933170e-01,4.009802e-03,2.673201e-03,0.000000e+00,2.697730e+02
1.600000e+01,9.930942e-01,4.232569e-03,2.673201e-03,0.000000e+00,2.774388e+02
1.616667e+01,9.930942e-01,4.232569e-03,2.673201e-03,0.000000e+00,2.852253e+02
1.633333e+01,9.928715e-01,4.232569e-03,2.895968e-03,0.000000e+00,2.931316e+02
1.650000e+01,9.928715e-01,4.232569e-03,2.895968e-03,0.000000e+00,3.011550e+02
1.666667e+01,9.926487e-01,4.455335e-03,2.895968e-03,0.000000e+00,3.093294e+02
