5.813169999063355631e-02,2.551752219489949319e-02,4.407611672693909077e-02,1.405558326369446553e-02,5.108398757728381534e-02,7.858332194538421300e-02,2.045162195475065670e-02,3.482840553971869747e-03,3.198019345528095581e-03
5.813169999063355631e-02,2.551752219489949319e-02,1.363682798388529405e-01,-7.823657984821938416e-02,5.731016626429727018e-08,3.106198230950915282e-02,-2.706971768112440349e-02,3.440371637675774608e-04,2.558343108354749207e-02
5.813169999063355631e-02,2.551752219489949319e-02,4.243467929018889667e-02,1.569702070044465964e-02,7.580084608826591352e-02,7.306381033954684190e-02,1.493211034891328559e-02,2.864395629495452081e-02,-3.824551757656870221e-04
5.813169999063355631e-02,2.551752219489949319e-02,5.943442972383555095e-02,-1.302729733201994644e-03,8.732745911665614758e-01,6.247117390783761548e-02,4.339473917204059172e-03,5.008766330427207869e-01,2.821101825203026908e-03
5.813169999063355631e-02,2.551752219489949319e-02,5.212606551277381567e-02,6.005634477859740639e-03,4.847955212691343885e-01,6.060789713618561225e-02,2.476197145552055945e-03,7.782064938018531386e-01,-1.764718666153842347e-03
5.813169999063355631e-02,2.551752219489949319e-02,1.616641634249625092e-01,-1.035324634343289529e-01,5.792480702126504904e-06,3.440790634949354027e-02,-2.372379364114001604e-02,9.379330825941851330e-04,3.990433489659446498e-02
5.813169999063355631e-02,2.551752219489949319e-02,7.594401366803267550e-02,-1.781231367739911919e-02,2.136127388535907085e-02,5.715290524736000438e-02,-9.787947432735519260e-04,8.882330087214684866e-01,8.416759467062783634e-03
5.813169999063355631e-02,2.551752219489949319e-02,1.886773604352003919e-01,-1.305456604445668356e-01,1.836388191911504749e-10,3.158963944770148968e-02,-2.654206054293206662e-02,3.078835140321687248e-04,5.200179995081738449e-02
5.813169999063355631e-02,2.551752219489949319e-02,2.986299137920352120e-02,2.826870861143003510e-02,1.430252094826187179e-04,1.303590235355971683e-01,7.222732354496361196e-02,9.067869431974868305e-05,2.197930746676678843e-02
5.813169999063355631e-02,2.551752219489949319e-02,6.369967336140153202e-02,-5.567973370767975716e-03,4.081605726508485965e-01,6.895147856240772810e-02,1.081977857177417179e-02,1.611360248945600260e-01,8.193875971271073755e-03
5.813169999063355631e-02,2.551752219489949319e-02,1.621528766636072538e-01,-1.040211766729736975e-01,2.431650981528953848e-05,3.399755335050221039e-02,-2.413414664013134592e-02,9.109953496547537740e-04,3.994351501642117580e-02
5.813169999063355631e-02,2.551752219489949319e-02,6.184956142319229799e-02,-3.717861432558741686e-03,6.423072087408783215e-01,5.598086005052171910e-02,-2.150839940111837212e-03,7.777072644680793623e-01,7.835107462234522369e-04
5.813169999063355631e-02,2.551752219489949319e-02,1.570870967775762350e-01,-9.895539678694267871e-02,2.877688476697865634e-04,3.527649238024498091e-02,-2.285520761038857540e-02,1.168731173426199726e-03,3.805009458827705165e-02
5.813169999063355631e-02,2.551752219489949319e-02,7.064491597654047605e-02,-1.251321598590691975e-02,1.254758607801867154e-01,5.017760356053053289e-02,-7.954096430103023418e-03,3.484499640077370897e-01,2.279559777901944695e-03
5.813169999063355631e-02,2.551752219489949319e-02,1.098042616543757656e-02,4.715127382519598148e-02,1.222110442468711496e-07,3.693373937069578949e-01,3.112056937163243386e-01,8.141107240265664552e-07,1.320272099455641890e-01
5.813169999063355631e-02,2.551752219489949319e-02,8.011225705121970131e-02,-2.198055706058614500e-02,2.753625809470371805e-03,5.392590237520757807e-02,-4.205797615425978242e-03,6.047853066171708925e-01,8.887379722580083380e-03
5.813169999063355631e-02,2.551752219489949319e-02,9.027688082677404191e-02,-3.214518083614048560e-02,2.459576602385898317e-03,3.854930297894942209e-02,-1.958239701168413421e-02,9.791853553656160516e-03,6.281391912228179164e-03
5.813169999063355631e-02,2.551752219489949319e-02,4.586795514572738347e-02,1.226374484490617284e-02,1.234402934032600568e-01,7.647180691500944649e-02,1.834010692437589018e-02,1.672232595884954459e-02,3.038181039734858674e-03
5.813169999063355631e-02,2.551752219489949319e-02,5.619053358138147852e-02,1.941166409252077785e-03,7.569583380420483731e-01,6.961828616595584773e-02,1.148658617532229143e-02,1.478021133266777809e-01,4.772709883035106820e-03
5.813169999063355631e-02,2.551752219489949319e-02,4.095948612350805429e-02,1.717221386712550202e-02,3.119829576617152295e-02,7.671802510819870913e-02,1.858632511756515282e-02,6.341755708260803093e-02,7.070556252198254010e-04
5.813169999063355631e-02,2.551752219489949319e-02,5.457211584107834329e-02,3.559584149555213017e-03,5.842754298656729350e-01,7.697605314250666186e-02,1.884435315187310556e-02,1.834825949300066331e-02,7.642384501158946269e-03
5.813169999063355631e-02,2.551752219489949319e-02,2.367332825082997527e-02,3.445837173980358104e-02,1.092064796497979183e-05,1.826449412476992273e-01,1.245132412570656710e-01,4.860232519802193965e-06,4.502743475863104500e-02
5.813169999063355631e-02,2.551752219489949319e-02,1.477162827992511140e-01,-8.958458280861755774e-02,1.007741772560744232e-04,3.931737084811207095e-02,-1.881432914252148536e-02,5.852130465931793674e-03,3.538512683304803619e-02
