6.989900549999999990e-01,2.465330191967892992e-01,8.172374900000000109e-01,-1.182474350000000118e-01,5.000980727843751250e-01,7.389320050000000029e-01,3.994195000000000384e-02,5.733757461960390517e-02,7.909469250000000784e-02
6.989900549999999990e-01,2.465330191967892992e-01,5.183206150000000401e-01,1.806694399999999590e-01,1.855125958914979764e-08,1.190926699999999894e+00,4.919366449999998947e-01,6.222287141840915706e-03,1.556336024999999679e-01
6.989900549999999990e-01,2.465330191967892992e-01,8.254897049999999625e-01,-1.264996499999999635e-01,4.980436101205316657e-01,7.389215199999999983e-01,3.993146499999999932e-02,4.109824603068162885e-02,8.321555749999998142e-02
6.989900549999999990e-01,2.465330191967892992e-01,7.294591249999999860e-01,-3.046906999999998700e-02,5.482337200328684518e-02,8.200450550000000227e-01,1.210550000000000237e-01,6.604043620037280959e-01,7.576203500000000535e-02
6.989900549999999990e-01,2.465330191967892992e-01,7.787313000000000152e-01,-7.974124500000001614e-02,5.878328695346330957e-01,7.339203050000000506e-01,3.493025000000005154e-02,2.008216649379764573e-01,5.733574750000003384e-02
6.989900549999999990e-01,2.465330191967892992e-01,6.489962649999999611e-01,4.999379000000003792e-02,8.948770745304303207e-06,1.043588380000000093e+00,3.445983250000000941e-01,4.061407319018297546e-01,1.473022675000000281e-01
6.989900549999999990e-01,2.465330191967892992e-01,7.345791900000000485e-01,-3.558913500000004948e-02,4.544588283938338913e-01,7.520836987554500030e-01,5.309364375545000403e-02,6.072116599175558793e-01,4.434138937772502675e-02
6.989900549999999990e-01,2.465330191967892992e-01,6.489103449999999995e-01,5.007970999999999950e-02,5.856623129793096758e-07,1.106988000000000083e+00,4.079979450000000840e-01,4.112565144265286632e-01,1.789591175000000423e-01
6.989900549999999990e-01,2.465330191967892992e-01,9.629425799999999924e-01,-2.639525249999999934e-01,3.722183184341278928e-01,6.407408514999999305e-01,-5.824920350000006852e-02,2.765292435902895083e-04,1.028516607499999624e-01
6.989900549999999990e-01,2.465330191967892992e-01,8.050702199999999475e-01,-1.060801649999999485e-01,4.090906261090755391e-01,7.519276400000000082e-01,5.293758500000000922e-02,8.123809556174033109e-02,7.950887499999997887e-02
6.989900549999999990e-01,2.465330191967892992e-01,6.219266224999999704e-01,7.706343250000002865e-02,3.262703870921882508e-04,1.004076650000000015e+00,3.050865950000000160e-01,2.732387602483604683e-01,1.140115812499999937e-01
6.989900549999999990e-01,2.465330191967892992e-01,7.136924500000000338e-01,-1.470239500000003474e-02,9.411142958617189913e-02,7.996194949999999579e-01,1.006294399999999589e-01,8.282010673705615389e-01,5.766591749999999683e-02
6.989900549999999990e-01,2.465330191967892992e-01,5.961358949999999712e-01,1.028541600000000278e-01,1.144161033957690772e-07,1.153898950000000090e+00,4.549088950000000908e-01,1.163990454241347616e-01,1.760273675000000315e-01
6.989900549999999990e-01,2.465330191967892992e-01,6.455857550000000389e-01,5.340429999999996014e-02,4.927145326870337644e-05,9.982328849999999587e-01,2.992428299999999597e-01,3.797301034326380220e-01,1.229192649999999998e-01
6.989900549999999990e-01,2.465330191967892992e-01,1.087687018650000059e+00,-3.886969636500000602e-01,3.588149829482214039e-04,4.504951649999999752e-01,-2.484948900000000238e-01,1.112849705210928265e-04,7.010103682500001820e-02
6.989900549999999990e-01,2.465330191967892992e-01,7.199226749999999564e-01,-2.093261999999995737e-02,3.836071262079819855e-01,7.612324120835000096e-01,6.224235708350001062e-02,7.604020044052850480e-01,4.158748854174998399e-02
6.989900549999999990e-01,2.465330191967892992e-01,9.343316449999999884e-01,-2.353415899999999894e-01,6.560536474832173726e-02,5.802662100000000045e-01,-1.187238449999999945e-01,9.759265900641018619e-04,5.830887249999999744e-02
6.989900549999999990e-01,2.465330191967892992e-01,7.573679150700000084e-01,-5.837786007000000943e-02,9.922060772060832257e-01,6.982437545499999842e-01,-7.463004500000147701e-04,4.098238297197586144e-01,2.881577980999999733e-02
6.989900549999999990e-01,2.465330191967892992e-01,7.751790301914999182e-01,-7.618897519149991915e-02,6.973431966725197606e-01,7.230570849999999883e-01,2.406702999999998926e-02,3.250314374378368010e-01,5.012800259574995421e-02
6.989900549999999990e-01,2.465330191967892992e-01,8.722612100000000090e-01,-1.732711550000000100e-01,4.436538702268728596e-01,6.451234184549998751e-01,-5.386663654500012388e-02,1.717053884293301413e-02,5.970225922749994307e-02
6.989900549999999990e-01,2.465330191967892992e-01,7.860727749999999459e-01,-8.708271999999994684e-02,9.352716348023935033e-01,7.040295050000000554e-01,5.039450000000056384e-03,2.602254074559691710e-01,4.606108500000000161e-02
6.989900549999999990e-01,2.465330191967892992e-01,1.075337760000000031e+00,-3.763477050000000323e-01,7.232449308003147462e-03,5.049128248574999978e-01,-1.940772301425000013e-01,1.916575609136987178e-06,9.113523742875001554e-02
6.989900549999999990e-01,2.465330191967892992e-01,7.465195550000000013e-01,-4.752950000000000230e-02,1.449351029439071258e-02,8.628074850000000406e-01,1.638174300000000416e-01,4.169716330680853789e-01,1.056734650000000220e-01
