0.000000000000000000e+00,3.175919999999999751e-23,1.171623999999999981e-23,1.171623999999999981e-23,1.171623999999999981e-23,1.171623999999999981e-23,1.171623999999999981e-23,1.171623999999999981e-23,1.171623999999999981e-23,1.171623999999999981e-23,1.171623999999999981e-23,1.171623999999999981e-23,1.171623999999999981e-23,1.171623999999999981e-23,1.171623999999999981e-23,1.171623999999999981e-23,1.171623999999999981e-23,1.171623999999999981e-23,1.171623999999999981e-23,1.171623999999999981e-23,1.171623999999999981e-23,1.171623999999999981e-23
1.666667000000000010e-01,6.744156000000000400e-23,2.952180999999999900e-23,2.952180999999999900e-23,2.952180999999999900e-23,2.952180999999999900e-23,2.952180999999999900e-23,2.952180999999999900e-23,2.952180999999999900e-23,2.952180999999999900e-23,2.952180999999999900e-23,2.952180999999999900e-23,2.952180999999999900e-23,2.952180999999999900e-23,2.952180999999999900e-23,2.952180999999999900e-23,2.952180999999999900e-23,2.952180999999999900e-23,2.952180999999999900e-23,2.952180999999999900e-23,2.952180999999999900e-23,2.952180999999999900e-23
3.333332999999999990e-01,1.327311999999999901e-22,6.225559999999999822e-23,6.225559999999999822e-23,6.225559999999999822e-23,6.225559999999999822e-23,6.225559999999999822e-23,6.225559999999999822e-23,6.225559999999999822e-23,6.225559999999999822e-23,6.225559999999999822e-23,6.225559999999999822e-23,6.225559999999999822e-23,6.225559999999999822e-23,6.225559999999999822e-23,6.225559999999999822e-23,6.225559999999999822e-23,6.225559999999999822e-23,6.225559999999999822e-23,6.225559999999999822e-23,6.225559999999999822e-23,6.225559999999999822e-23
5.000000000000000000e-01,2.596759999999999987e-22,1.254638000000000024e-22,1.254638000000000024e-22,1.254638000000000024e-22,1.254638000000000024e-22,1.254638000000000024e-22,1.254638000000000024e-22,1.254638000000000024e-22,1.254638000000000024e-22,1.254638000000000024e-22,1.254638000000000024e-22,1.254638000000000024e-22,1.254638000000000024e-22,1.254638000000000024e-22,1.254638000000000024e-22,1.254638000000000024e-22,1.254638000000000024e-22,1.254638000000000024e-22,1.254638000000000024e-22,1.254638000000000024e-22,1.254638000000000024e-22
6.666666999999999454e-01,5.080103999999999612e-22,2.494531999999999803e-22,2.494531999999999803e-22,2.494531999999999803e-22,2.494531999999999803e-22,2.494531999999999803e-22,2.494531999999999803e-22,2.494531999999999803e-22,2.494531999999999803e-22,2.494531999999999803e-22,2.494531999999999803e-22,2.494531999999999803e-22,2.494531999999999803e-22,2.494531999999999803e-22,2.494531999999999803e-22,2.494531999999999803e-22,2.494531999999999803e-22,2.494531999999999803e-22,2.494531999999999803e-22,2.494531999999999803e-22,2.494531999999999803e-22
8.333333000000000546e-01,9.934976999999999139e-22,4.934140000000000147e-22,4.934140000000000147e-22,4.934140000000000147e-22,4.934140000000000147e-22,4.934140000000000147e-22,4.934140000000000147e-22,4.934140000000000147e-22,4.934140000000000147e-22,4.934140000000000147e-22,4.934140000000000147e-22,4.934140000000000147e-22,4.934140000000000147e-22,4.934140000000000147e-22,4.934140000000000147e-22,4.934140000000000147e-22,4.934140000000000147e-22,4.934140000000000147e-22,4.934140000000000147e-22,4.934140000000000147e-22,4.934140000000000147e-22
1.000000000000000000e+00,1.941539000000000166e-21,9.733495999999999617e-22,9.733495999999999617e-22,9.733495999999999617e-22,9.733495999999999617e-22,9.733495999999999617e-22,9.733495999999999617e-22,9.733495999999999617e-22,9.733495999999999617e-22,9.733495999999999617e-22,9.733495999999999617e-22,9.733495999999999617e-22,9.733495999999999617e-22,9.733495999999999617e-22,9.733495999999999617e-22,9.733495999999999617e-22,9.733495999999999617e-22,9.733495999999999617e-22,9.733495999999999617e-22,9.733495999999999617e-22,9.733495999999999617e-22
1.166666999999999899e+00,3.795450000000000038e-21,1.916953000000000122e-21,1.916953000000000122e-21,1.916953000000000122e-21,1.916953000000000122e-21,1.916953000000000122e-21,1.916953000000000122e-21,1.916953000000000122e-21,1.916953000000000122e-21,1.916953000000000122e-21,1.916953000000000122e-21,1.916953000000000122e-21,1.916953000000000122e-21,1.916953000000000122e-21,1.916953000000000122e-21,1.916953000000000122e-21,1.916953000000000122e-21,1.916953000000000122e-21,1.916953000000000122e-21,1.916953000000000122e-21,1.916953000000000122e-21
1.333333000000000101e+00,7.419100000000000487e-21,3.770830999999999920e-21,3.770830999999999920e-21,3.770830999999999920e-21,3.770830999999999920e-21,3.770830999999999920e-21,3.770830999999999920e-21,3.770830999999999920e-21,3.770830999999999920e-21,3.770830999999999920e-21,3.770830999999999920e-21,3.770830999999999920e-21,3.770830999999999920e-21,3.770830999999999920e-21,3.770830999999999920e-21,3.770830999999999920e-21,3.770830999999999920e-21,3.770830999999999920e-21,3.770830999999999920e-21,3.770830999999999920e-21,3.770830999999999920e-21
1.500000000000000000e+00,1.450043999999999886e-20,7.411005999999999817e-21,7.411005999999999817e-21,7.411005999999999817e-21,7.411005999999999817e-21,7.411005999999999817e-21,7.411005999999999817e-21,7.411005999999999817e-21,7.411005999999999817e-21,7.411005999999999817e-21,7.411005999999999817e-21,7.411005999999999817e-21,7.411005999999999817e-21,7.411005999999999817e-21,7.411005999999999817e-21,7.411005999999999817e-21,7.411005999999999817e-21,7.411005999999999817e-21,7.411005999999999817e-21,7.411005999999999817e-21,7.411005999999999817e-21
1.666666999999999899e+00,2.834698000000000109e-20,1.455533999999999895e-20,1.455533999999999895e-20,1.455533999999999895e-20,1.455533999999999895e-20,1.455533999999999895e-20,1.455533999999999895e-20,1.455533999999999895e-20,1.455533999999999895e-20,1.455533999999999895e-20,1.455533999999999895e-20,1.455533999999999895e-20,1.455533999999999895e-20,1.455533999999999895e-20,1.455533999999999895e-20,1.455533999999999895e-20,1.455533999999999895e-20,1.455533999999999895e-20,1.455533999999999895e-20,1.455533999999999895e-20,1.455533999999999895e-20
1.833333000000000101e+00,5.539928000000000134e-20,2.857164000000000169e-20,2.857164000000000169e-20,2.857164000000000169e-20,2.857164000000000169e-20,2.857164000000000169e-20,2.857164000000000169e-20,2.857164000000000169e-20,2.857164000000000169e-20,2.857164000000000169e-20,2.857164000000000169e-20,2.857164000000000169e-20,2.857164000000000169e-20,2.857164000000000169e-20,2.857164000000000169e-20,2.857164000000000169e-20,2.857164000000000169e-20,2.857164000000000169e-20,2.857164000000000169e-20,2.857164000000000169e-20,2.857164000000000169e-20
2.000000000000000000e+00,1.082668999999999967e-19,5.606103000000000429e-20,5.606103000000000429e-20,5.606103000000000429e-20,5.606103000000000429e-20,5.606103000000000429e-20,5.606103000000000429e-20,5.606103000000000429e-20,5.606103000000000429e-20,5.606103000000000429e-20,5.606103000000000429e-20,5.606103000000000429e-20,5.606103000000000429e-20,5.606103000000000429e-20,5.606103000000000429e-20,5.606103000000000429e-20,5.606103000000000429e-20,5.606103000000000429e-20,5.606103000000000429e-20,5.606103000000000429e-20,5.606103000000000429e-20
2.166666999999999899e+00,2.115886000000000040e-19,1.099594999999999993e-19,1.099594999999999993e-19,1.099594999999999993e-19,1.099594999999999993e-19,1.099594999999999993e-19,1.099594999999999993e-19,1.099594999999999993e-19,1.099594999999999993e-19,1.099594999999999993e-19,1.099594999999999993e-19,1.099594999999999993e-19,1.099594999999999993e-19,1.099594999999999993e-19,1.099594999999999993e-19,1.099594999999999993e-19,1.099594999999999993e-19,1.099594999999999993e-19,1.099594999999999993e-19,1.099594999999999993e-19,1.099594999999999993e-19
2.333333000000000101e+00,4.135125999999999975e-19,2.156128000000000082e-19,2.156128000000000082e-19,2.156128000000000082e-19,2.156128000000000082e-19,2.156128000000000082e-19,2.156128000000000082e-19,2.156128000000000082e-19,2.156128000000000082e-19,2.156128000000000082e-19,2.156128000000000082e-19,2.156128000000000082e-19,2.156128000000000082e-19,2.156128000000000082e-19,2.156128000000000082e-19,2.156128000000000082e-19,2.156128000000000082e-19,2.156128000000000082e-19,2.156128000000000082e-19,2.156128000000000082e-19,2.156128000000000082e-19
2.500000000000000000e+00,8.081307999999999847e-19,4.226744999999999999e-19,4.226744999999999999e-19,4.226744999999999999e-19,4.226744999999999999e-19,4.226744999999999999e-19,4.226744999999999999e-19,4.226744999999999999e-19,4.226744999999999999e-19,4.226744999999999999e-19,4.226744999999999999e-19,4.226744999999999999e-19,4.226744999999999999e-19,4.226744999999999999e-19,4.226744999999999999e-19,4.226744999999999999e-19,4.226744999999999999e-19,4.226744999999999999e-19,4.226744999999999999e-19,4.226744999999999999e-19,4.226744999999999999e-19
2.666666999999999899e+00,1.579323000000000082e-18,8.284033999999999565e-19,8.284033999999999565e-19,8.284033999999999565e-19,8.284033999999999565e-19,8.284033999999999565e-19,8.284033999999999565e-19,8.284033999999999565e-19,8.284033999999999565e-19,8.284033999999999565e-19,8.284033999999999565e-19,8.284033999999999565e-19,8.284033999999999565e-19,8.284033999999999565e-19,8.284033999999999565e-19,8.284033999999999565e-19,8.284033999999999565e-19,8.284033999999999565e-19,8.284033999999999565e-19,8.284033999999999565e-19,8.284033999999999565e-19
2.833333000000000101e+00,3.086458000000000190e-18,1.623281000000000091e-18,1.623281000000000091e-18,1.623281000000000091e-18,1.623281000000000091e-18,1.623281000000000091e-18,1.623281000000000091e-18,1.623281000000000091e-18,1.623281000000000091e-18,1.623281000000000091e-18,1.623281000000000091e-18,1.623281000000000091e-18,1.623281000000000091e-18,1.623281000000000091e-18,1.623281000000000091e-18,1.623281000000000091e-18,1.623281000000000091e-18,1.623281000000000091e-18,1.623281000000000091e-18,1.623281000000000091e-18,1.623281000000000091e-18
3.000000000000000000e+00,6.031867000000000169e-18,3.180321999999999986e-18,3.180321999999999986e-18,3.180321999999999986e-18,3.180321999999999986e-18,3.180321999999999986e-18,3.180321999999999986e-18,3.180321999999999986e-18,3.180321999999999986e-18,3.180321999999999986e-18,3.180321999999999986e-18,3.180321999999999986e-18,3.180321999999999986e-18,3.180321999999999986e-18,3.180321999999999986e-18,3.180321999999999986e-18,3.180321999999999986e-18,3.180321999999999986e-18,3.180321999999999986e-18,3.180321999999999986e-18,3.180321999999999986e-18
3.166666999999999899e+00,1.178804999999999946e-17,6.229914999999999872e-18,6.229914999999999872e-18,6.229914999999999872e-18,6.229914999999999872e-18,6.229914999999999872e-18,6.229914999999999872e-18,6.229914999999999872e-18,6.229914999999999872e-18,6.229914999999999872e-18,6.229914999999999872e-18,6.229914999999999872e-18,6.229914999999999872e-18,6.229914999999999872e-18,6.229914999999999872e-18,6.229914999999999872e-18,6.229914999999999872e-18,6.229914999999999872e-18,6.229914999999999872e-18,6.229914999999999872e-18,6.229914999999999872e-18
