Time,U,I1,I2,D,Ve
0.000000e+00,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,0.000000e+00
1.666667e-01,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,0.000000e+00
3.333333e-01,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,2.830192e-03
5.000000e-01,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,6.122421e-03
6.666667e-01,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,1.001372e-02
8.333333e-01,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,1.467351e-02
1.000000e+00,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,2.031207e-02
1.166667e+00,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,2.719054e-02
1.333333e+00,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,3.563429e-02
1.500000e+00,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,4.604853e-02
1.666667e+00,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,5.893873e-02
1.833333e+00,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,7.493580e-02
2.000000e+00,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,9.482751e-02
2.166667e+00,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,1.195979e-01
2.333333e+00,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,1.504765e-01
2.500000e+00,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,1.889997e-01
2.666667e+00,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,2.370876e-01
2.833333e+00,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,2.971405e-01
3.000000e+00,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,3.721584e-01
3.166667e+00,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,4.658918e-01
3.333333e+00,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,5.830290e-01
3.500000e+00,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,7.294313e-01
3.666667e+00,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,9.124261e-01
3.833333e+00,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,1.141174e+00
4.000000e+00,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,1.427128e+00
4.166667e+00,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,1.784607e+00
4.333333e+00,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,2.231510e+00
4.500000e+00,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,2.790220e+00
4.666667e+00,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,3.488715e+00
4.833333e+00,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,4.361977e+00
5.000000e+00,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,5.453741e+00
5.166667e+00,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,6.818682e+00
5.333333e+00,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,8.525159e+00
5.500000e+00,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,1.065863e+01
5.666667e+00,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,1.332594e+01
5.833333e+00,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,1.666065e+01
6.000000e+00,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,2.082976e+01
6.166667e+00,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,2.604200e+01
6.333333e+00,9.997772e-01,0.000000e+00,2.227668e-04,0.000000e+00,3.255834e+01
6.500000e+00,9.995545e-01,2.227668e-04,2.227668e-04,0.000000e+00,4.070500e+01
6.666667e+00,9.995545e-01,2.227668e-04,2.227668e-04,0.000000e+00,5.088976e+01
6.833333e+00,9.995545e-01,2.227668e-04,2.227668e-04,0.000000e+00,6.362234e+01
7.000000e+00,9.993317e-01,4.455335e-04,2.227668e-04,0.000000e+00,7.953984e+01
7.166667e+00,9.993317e-01,4.455335e-04,2.227668e-04,0.000000e+00,9.943852e+01
7.333333e+00,9.991089e-01,6.683003e-04,2.227668e-04,0.000000e+00,1.243135e+02
7.500000e+00,9.988862e-01,6.683003e-04,4.455335e-04,0.000000e+00,1.554082e+02
7.666667e+00,9.988862e-01,6.683003e-04,4.455335e-04,0.000000e+00,1.942763e+02
7.833333e+00,9.984406e-01,1.113834e-03,4.455335e-04,0.000000e+00,2.428641e+02
8.000000e+00,9.984406e-01,1.113834e-03,4.455335e-04,0.000000e+00,3.035909e+02
8.166667e+00,9.979951e-01,1.113834e-03,8.910671e-04,0.000000e+00,3.794837e+02
8.333333e+00,9.979951e-01,1.113834e-03,8.910671e-04,0.000000e+00,4.743209e+02
8.500000e+00,9.975496e-01,1.559367e-03,8.910671e-04,0.000000e+00,5.928297e+02
8.666667e+00,9.968813e-01,2.004901e-03,1.113834e-03,0.000000e+00,7.408787e+02
8.833333e+00,9.964357e-01,2.450434e-03,1.113834e-03,0.000000e+00,9.257959e+02
9.000000e+00,9.964357e-01,2.450434e-03,1.113834e-03,0.000000e+00,1.156713e+03
9.166667e+00,9.959902e-01,2.895968e-03,1.113834e-03,0.000000e+00,1.444979e+03
9.333333e+00,9.955447e-01,3.341501e-03,1.113834e-03,0.000000e+00,1.804702e+03
9.500000e+00,9.955447e-01,2.673201e-03,1.782134e-03,0.000000e+00,2.253388e+03
9.666667e+00,9.950991e-01,2.895968e-03,2.004901e-03,0.000000e+00,2.812710e+03
9.833333e+00,9.948764e-01,3.118735e-03,2.004901e-03,0.000000e+00,3.509471e+03
1.000000e+01,9.939853e-01,4.009802e-03,2.004901e-03,0.000000e+00,4.376632e+03
1.016667e+01,9.937625e-01,4.232569e-03,2.004901e-03,0.000000e+00,5.454657e+03
1.033333e+01,9.935398e-01,4.232569e-03,2.227668e-03,0.000000e+00,6.792965e+03
1.050000e+01,9.928715e-01,4.900869e-03,2.227668e-03,0.000000e+00,8.451554e+03
1.066667e+01,9.922032e-01,5.346402e-03,2.450434e-03,0.000000e+00,1.050285e+04
1.083333e+01,9.906438e-01,6.683003e-03,2.673201e-03,0.000000e+00,1.303309e+04
1.100000e+01,9.904210e-01,6.905770e-03,2.673201e-03,0.000000e+00,1.614418e+04
1.116667e+01,9.897527e-01,7.574070e-03,2.673201e-03,0.000000e+00,1.995555e+04
1.133333e+01,9.888617e-01,8.465137e-03,2.673201e-03,0.000000e+00,2.460170e+04
1.150000e+01,9.884161e-01,8.687904e-03,2.895968e-03,0.000000e+00,3.023350e+04
1.166667e+01,9.879706e-01,9.133437e-03,2.895968e-03,0.000000e+00,3.701407e+04
1.183333e+01,9.873023e-01,9.578971e-03,3.118735e-03,0.000000e+00,4.511282e+04
1.200000e+01,9.861885e-01,1.047004e-02,3.341501e-03,0.000000e+00,5.469606e+04
1.216667e+01,9.855202e-01,1.113834e-02,3.341501e-03,0.000000e+00,6.591450e+04
1.233333e+01,9.841836e-01,1.247494e-02,3.341501e-03,0.000000e+00,7.888749e+04
1.250000e+01,9.835153e-01,1.292047e-02,3.564268e-03,0.000000e+00,9.368609e+04
1.266667e+01,9.828470e-01,1.336601e-02,3.564268e-03,2.227668e-04,1.103165e+05
1.283333e+01,9.824014e-01,1.358877e-02,3.787035e-03,2.227668e-04,1.287069e+05
1.300000e+01,9.821787e-01,1.314324e-02,4.455335e-03,2.227668e-04,1.175279e+05
1.316667e+01,9.810648e-01,1.403431e-02,4.678102e-03,2.227668e-04,1.073295e+05
1.333333e+01,9.799510e-01,1.425707e-02,5.569169e-03,2.227668e-04,9.802827e+04
1.350000e+01,9.790599e-01,1.447984e-02,6.237469e-03,2.227668e-04,8.954956e+04
1.366667e+01,9.781689e-01,1.492537e-02,6.683003e-03,2.227668e-04,8.182356e+04
1.383333e+01,9.770550e-01,1.603921e-02,6.683003e-03,2.227668e-04,7.479075e+04
1.400000e+01,9.763867e-01,1.559367e-02,7.796837e-03,2.227668e-04,6.839337e+04
1.416667e+01,9.754957e-01,1.626197e-02,8.019603e-03,2.227668e-04,6.258184e+04
1.433333e+01,9.750501e-01,1.603921e-02,8.687904e-03,2.227668e-04,5.732336e+04
1.450000e+01,9.743818e-01,1.626197e-02,9.133437e-03,2.227668e-04,5.257059e+04
1.466667e+01,9.737135e-01,1.626197e-02,9.801738e-03,2.227668e-04,4.829138e+04
1.483333e+01,9.734908e-01,1.559367e-02,1.069280e-02,2.227668e-04,4.446019e+04
1.500000e+01,9.725997e-01,1.581644e-02,1.136110e-02,2.227668e-04,4.105661e+04
1.516667e+01,9.721542e-01,1.514814e-02,1.247494e-02,2.227668e-04,3.808787e+04
1.533333e+01,9.710403e-01,1.581644e-02,1.292047e-02,2.227668e-04,3.553255e+04
1.550000e+01,9.708176e-01,1.537091e-02,1.358877e-02,2.227668e-04,3.340754e+04
1.566667e+01,9.701493e-01,1.581644e-02,1.381154e-02,2.227668e-04,3.170960e+04
1.583333e+01,9.688127e-01,1.626197e-02,1.470261e-02,2.227668e-04,3.046141e+04
1.600000e+01,9.668078e-01,1.782134e-02,1.514814e-02,2.227668e-04,2.969903e+04
1.616667e+01,9.663622e-01,1.715304e-02,1.626197e-02,2.227668e-04,2.947602e+04
1.633333e+01,9.652484e-01,1.804411e-02,1.648474e-02,2.227668e-04,2.986209e+04
1.650000e+01,9.645801e-01,1.759857e-02,1.759857e-02,2.227668e-04,3.095001e+04
1.666667e+01,9.639118e-01,1.759857e-02,1.826687e-02,2.227668e-04,3.285513e+04
