Time,U,AI1,AI2,AD,BI2,BI2,BD,VA,VB
0.00,7396.00,0.00,0.00,0.00,0.00,0.00,0.00,75.00,75.00
0.01,7395.00,1.00,0.00,0.00,0.00,0.00,0.00,68.23,68.47
0.01,7394.00,2.00,0.00,0.00,0.00,0.00,0.00,62.07,62.51
0.02,7394.00,2.00,0.00,0.00,0.00,0.00,0.00,56.47,57.06
0.03,7393.00,2.00,0.00,0.00,1.00,0.00,0.00,51.37,52.10
0.03,7393.00,2.00,0.00,0.00,1.00,0.00,0.00,46.73,47.56
0.04,7390.00,5.00,0.00,0.00,1.00,0.00,0.00,42.51,43.42
0.05,7390.00,5.00,0.00,0.00,1.00,0.00,0.00,38.67,39.64
0.06,7390.00,5.00,0.00,0.00,1.00,0.00,0.00,35.18,36.19
0.06,7389.00,6.00,0.00,0.00,1.00,0.00,0.00,32.01,33.03
0.07,7389.00,5.00,1.00,0.00,1.00,0.00,0.00,44.14,30.16
0.08,7388.00,5.00,1.00,0.00,2.00,0.00,0.00,55.18,27.53
0.08,7388.00,4.00,2.00,0.00,2.00,0.00,0.00,80.24,25.13
0.09,7388.00,4.00,2.00,0.00,2.00,0.00,0.00,103.05,22.95
0.10,7388.00,4.00,2.00,0.00,2.00,0.00,0.00,123.79,20.95
0.10,7388.00,4.00,2.00,0.00,2.00,0.00,0.00,142.66,19.12
0.11,7388.00,4.00,2.00,0.00,2.00,0.00,0.00,159.83,17.46
0.12,7388.00,4.00,2.00,0.00,1.00,1.00,0.00,175.44,30.96
0.12,7388.00,4.00,2.00,0.00,1.00,1.00,0.00,189.65,43.29
0.13,7387.00,5.00,2.00,0.00,1.00,1.00,0.00,202.58,54.54
0.14,7386.00,6.00,2.00,0.00,1.00,1.00,0.00,214.34,64.82
0.15,7384.00,6.00,3.00,0.00,2.00,1.00,0.00,240.05,74.20
0.15,7384.00,6.00,3.00,0.00,2.00,1.00,0.00,263.45,82.76
0.16,7384.00,5.00,4.00,0.00,2.00,1.00,0.00,299.76,90.57
0.17,7379.00,7.00,4.00,0.00,5.00,1.00,0.00,332.79,97.71
0.17,7377.00,7.00,4.00,0.00,7.00,1.00,0.00,362.84,104.23
0.18,7375.00,8.00,4.00,0.00,8.00,1.00,0.00,390.18,110.17
0.19,7373.00,10.00,4.00,0.00,7.00,2.00,0.00,415.05,130.63
0.19,7372.00,10.00,5.00,0.00,6.00,3.00,0.00,452.69,164.32
0.20,7370.00,10.00,6.00,0.00,6.00,4.00,0.00,501.96,210.11
0.21,7368.00,11.00,6.00,0.00,6.00,5.00,0.00,546.79,266.93
0.22,7364.00,14.00,6.00,0.00,7.00,5.00,0.00,587.56,318.80
0.22,7361.00,16.00,6.00,0.00,8.00,5.00,0.00,624.66,366.15
0.23,7358.00,16.00,7.00,0.00,10.00,5.00,0.00,673.43,409.39
0.24,7357.00,16.00,7.00,0.00,10.00,6.00,0.00,717.79,463.88
0.24,7355.00,16.00,7.00,0.00,12.00,6.00,0.00,758.15,513.62
0.25,7352.00,16.00,8.00,0.00,14.00,6.00,0.00,809.89,559.04
0.26,7349.00,17.00,8.00,0.00,16.00,6.00,0.00,856.96,600.50
0.26,7347.00,18.00,8.00,0.00,16.00,7.00,0.00,899.78,653.37
0.27,7343.00,17.00,9.00,1.00,18.00,8.00,0.00,953.76,716.66
0.28,7337.00,19.00,9.00,1.00,21.00,9.00,0.00,1002.87,789.47
0.28,7334.00,20.00,9.00,1.00,23.00,9.00,0.00,1047.54,855.93
0.29,7333.00,21.00,8.00,2.00,23.00,9.00,0.00,1073.15,916.61
0.30,7329.00,21.00,9.00,2.00,26.00,9.00,0.00,1111.48,972.00
0.31,7326.00,22.00,9.00,2.00,28.00,9.00,0.00,1146.35,1022.57
0.31,7321.00,23.00,9.00,2.00,31.00,10.00,0.00,1178.06,1083.76
0.32,7313.00,27.00,9.00,2.00,34.00,10.00,1.00,1206.92,1139.62
0.33,7310.00,27.00,10.00,2.00,35.00,11.00,1.00,1248.19,1205.64
0.33,7303.00,27.00,10.00,2.00,41.00,12.00,1.00,1285.74,1280.94
0.34,7298.00,28.00,10.00,2.00,43.00,14.00,1.00,1319.90,1379.72
0.35,7296.00,28.00,10.00,2.00,45.00,14.00,1.00,1350.97,1469.91
0.35,7283.00,36.00,10.00,2.00,48.00,16.00,1.00,1379.24,1582.28
0.36,7277.00,38.00,12.00,2.00,47.00,19.00,1.00,1435.00,1729.94
0.37,7273.00,38.00,14.00,2.00,46.00,21.00,2.00,1515.78,1894.79
0.38,7271.00,37.00,16.00,2.00,47.00,20.00,3.00,1619.31,2030.26
0.38,7266.00,39.00,16.00,2.00,50.00,18.00,5.00,1713.49,2123.89
0.39,7258.00,40.00,16.00,3.00,55.00,19.00,5.00,1799.17,2224.39
0.40,7248.00,42.00,16.00,4.00,60.00,20.00,6.00,1877.12,2331.16
0.40,7239.00,40.00,17.00,6.00,67.00,21.00,6.00,1963.05,2443.66
0.41,7236.00,39.00,17.00,7.00,69.00,22.00,6.00,2041.22,2561.39
0.42,7233.00,42.00,17.00,7.00,67.00,24.00,6.00,2112.34,2698.91
0.42,7228.00,43.00,15.00,9.00,68.00,25.00,8.00,2146.99,2839.47
0.43,7223.00,44.00,16.00,9.00,70.00,26.00,8.00,2193.53,2982.83
0.44,7218.00,43.00,18.00,9.00,74.00,26.00,8.00,2265.92,3113.69
0.44,7209.00,47.00,18.00,9.00,77.00,27.00,9.00,2331.78,3248.19
0.45,7199.00,47.00,21.00,10.00,82.00,27.00,10.00,2436.75,3370.98
0.46,7188.00,51.00,22.00,10.00,84.00,30.00,11.00,2547.28,3528.14
0.47,7178.00,54.00,22.00,10.00,89.00,30.00,13.00,2647.82,3671.62
0.47,7169.00,55.00,23.00,10.00,94.00,31.00,14.00,2754.32,3817.62
0.48,7162.00,57.00,24.00,11.00,94.00,33.00,15.00,2866.22,3980.96
0.49,7152.00,56.00,27.00,11.00,99.00,36.00,15.00,3013.09,4175.15
0.49,7147.00,56.00,28.00,11.00,102.00,36.00,16.00,3161.72,4352.43
0.50,7137.00,56.00,32.00,11.00,107.00,35.00,18.00,3357.03,4499.24
0.51,7125.00,60.00,32.00,11.00,109.00,41.00,18.00,3534.70,4723.42
0.51,7116.00,59.00,33.00,12.00,115.00,40.00,21.00,3711.36,4913.04
0.52,7109.00,60.00,35.00,12.00,117.00,40.00,23.00,3902.12,5086.16
0.53,7098.00,66.00,36.00,12.00,119.00,42.00,23.00,4090.68,5274.25
0.53,7088.00,67.00,37.00,13.00,122.00,42.00,27.00,4277.23,5445.96
0.54,7079.00,68.00,39.00,13.00,125.00,43.00,29.00,4477.00,5617.74
0.55,7073.00,70.00,39.00,13.00,125.00,47.00,29.00,4658.73,5834.66
0.56,7066.00,69.00,43.00,13.00,127.00,48.00,30.00,4884.14,6047.71
0.56,7058.00,67.00,45.00,14.00,125.00,57.00,30.00,5119.25,6377.42
0.57,7047.00,67.00,49.00,15.00,127.00,59.00,32.00,5393.23,6708.46
0.58,7040.00,68.00,49.00,17.00,125.00,61.00,36.00,5642.48,7040.73
0.58,7028.00,73.00,49.00,18.00,128.00,64.00,36.00,5869.22,7389.13
0.59,7018.00,72.00,52.00,19.00,135.00,64.00,36.00,6120.56,7707.19
0.60,6998.00,75.00,54.00,19.00,147.00,65.00,38.00,6379.26,8012.58
0.60,6982.00,78.00,56.00,21.00,152.00,66.00,41.00,6644.65,8306.41
0.61,6963.00,83.00,58.00,21.00,161.00,68.00,42.00,6916.13,8604.69
0.62,6948.00,83.00,57.00,24.00,170.00,71.00,43.00,7148.07,8922.07
0.62,6926.00,87.00,58.00,26.00,177.00,77.00,45.00,7374.10,9301.95
0.63,6909.00,93.00,54.00,30.00,182.00,81.00,47.00,7519.64,9708.85
0.64,6904.00,90.00,56.00,32.00,179.00,86.00,49.00,7682.07,10155.43
0.65,6891.00,91.00,60.00,32.00,182.00,91.00,49.00,7889.94,10638.24
0.65,6877.00,92.00,63.00,32.00,190.00,93.00,49.00,8124.11,11109.06
0.66,6859.00,92.00,67.00,33.00,190.00,102.00,53.00,8397.24,11674.08
0.67,6844.00,96.00,68.00,34.00,192.00,105.00,57.00,8660.73,12234.98
0.67,6827.00,98.00,68.00,34.00,204.00,106.00,59.00,8900.43,12762.06
0.68,6813.00,98.00,70.00,35.00,211.00,110.00,59.00,9148.54,13303.33
0.69,6799.00,97.00,71.00,38.00,217.00,113.00,61.00,9389.27,13842.54
0.69,6786.00,97.00,71.00,40.00,218.00,120.00,64.00,9608.27,14439.96
0.70,6774.00,99.00,70.00,41.00,219.00,127.00,66.00,9792.48,15090.53
0.71,6752.00,105.00,70.00,42.00,228.00,132.00,67.00,9960.05,15759.56
0.72,6731.00,109.00,74.00,43.00,235.00,136.00,68.00,10172.59,16430.42
0.72,6711.00,113.00,73.00,45.00,246.00,137.00,71.00,10350.92,17057.90
0.73,6688.00,117.00,74.00,46.00,259.00,138.00,74.00,10528.18,17645.75
0.74,6671.00,116.00,77.00,46.00,263.00,146.00,77.00,10734.50,18302.61
0.74,6651.00,117.00,78.00,46.00,277.00,147.00,80.00,10937.21,18917.29
0.75,6633.00,119.00,78.00,47.00,287.00,147.00,85.00,11121.63,19478.45
0.76,6610.00,124.00,78.00,49.00,288.00,160.00,87.00,11289.40,20186.04
0.76,6585.00,129.00,79.00,49.00,300.00,163.00,91.00,11457.05,20877.09
0.77,6570.00,130.00,82.00,50.00,302.00,166.00,96.00,11654.63,21553.04
0.78,6552.00,127.00,84.00,54.00,304.00,175.00,100.00,11864.41,22305.33
0.78,6534.00,127.00,89.00,56.00,305.00,182.00,103.00,12130.38,23097.28
0.79,6514.00,124.00,91.00,59.00,315.00,187.00,106.00,12402.38,23895.39
0.80,6488.00,130.00,91.00,61.00,318.00,200.00,108.00,12649.83,24819.30
0.81,6466.00,131.00,91.00,63.00,329.00,203.00,113.00,12874.93,25707.82
0.81,6438.00,136.00,94.00,65.00,334.00,215.00,114.00,13124.79,26699.26
0.82,6412.00,140.00,93.00,67.00,345.00,221.00,118.00,13337.06,27694.51
0.83,6393.00,142.00,97.00,67.00,348.00,229.00,120.00,13590.27,28723.28
0.83,6368.00,147.00,99.00,68.00,356.00,232.00,126.00,13850.66,29707.53
0.84,6342.00,147.00,104.00,71.00,362.00,242.00,128.00,14162.66,30756.32
0.85,6314.00,149.00,106.00,72.00,369.00,256.00,130.00,14476.54,31924.10
