Time,U,AI1,AI2,AD,BI2,BI2,BD,VA,VB
0.00,7394.00,0.00,0.00,0.00,1.00,1.00,0.00,75.00,90.02
0.01,7391.00,0.00,0.00,0.00,3.00,2.00,0.00,68.23,112.23
0.01,7389.00,2.00,0.00,0.00,3.00,2.00,0.00,62.07,132.50
0.02,7389.00,2.00,0.00,0.00,3.00,2.00,0.00,56.47,151.01
0.03,7388.00,2.00,0.00,0.00,4.00,2.00,0.00,51.37,167.91
0.03,7387.00,2.00,0.00,0.00,5.00,2.00,0.00,46.73,183.33
0.04,7382.00,5.00,1.00,0.00,6.00,2.00,0.00,192.74,197.42
0.05,7381.00,4.00,2.00,0.00,7.00,2.00,0.00,475.81,210.27
0.06,7378.00,5.00,2.00,0.00,9.00,2.00,0.00,733.31,222.01
0.06,7374.00,6.00,2.00,0.00,11.00,3.00,0.00,967.57,247.75
0.07,7371.00,9.00,2.00,0.00,11.00,3.00,0.00,1180.69,271.24
0.08,7365.00,13.00,1.00,1.00,12.00,3.00,1.00,1224.33,292.69
0.08,7360.00,14.00,1.00,1.00,16.00,2.00,2.00,1264.03,297.25
0.09,7358.00,14.00,1.00,1.00,18.00,2.00,2.00,1300.15,301.42
0.10,7356.00,14.00,2.00,1.00,18.00,3.00,2.00,1483.24,320.24
0.10,7353.00,13.00,3.00,1.00,19.00,5.00,2.00,1800.03,367.47
0.11,7349.00,14.00,4.00,1.00,21.00,5.00,2.00,2238.45,410.59
0.12,7347.00,14.00,4.00,1.00,23.00,5.00,2.00,2637.29,449.95
0.12,7342.00,16.00,5.00,1.00,25.00,5.00,2.00,3150.36,485.89
0.13,7338.00,17.00,5.00,1.00,27.00,6.00,2.00,3617.11,533.72
0.14,7330.00,20.00,5.00,1.00,31.00,5.00,4.00,4041.72,562.36
0.15,7324.00,22.00,5.00,1.00,34.00,6.00,4.00,4428.00,603.53
0.15,7321.00,22.00,7.00,1.00,34.00,7.00,4.00,5079.87,656.14
0.16,7317.00,20.00,10.00,1.00,37.00,7.00,4.00,6123.58,704.17
0.17,7306.00,21.00,10.00,1.00,47.00,7.00,4.00,7073.07,748.01
0.17,7302.00,21.00,11.00,1.00,50.00,7.00,4.00,8087.08,788.04
0.18,7289.00,28.00,12.00,1.00,52.00,10.00,4.00,9159.77,869.65
0.19,7280.00,32.00,13.00,1.00,55.00,11.00,4.00,10285.85,959.18
0.19,7271.00,38.00,14.00,1.00,57.00,11.00,4.00,11460.51,1040.91
0.20,7264.00,41.00,14.00,2.00,60.00,11.00,4.00,12529.12,1115.53
0.21,7258.00,45.00,14.00,2.00,60.00,13.00,4.00,13501.26,1213.69
0.22,7253.00,42.00,19.00,3.00,61.00,13.00,5.00,15136.79,1303.31
0.22,7244.00,45.00,21.00,3.00,65.00,13.00,5.00,16925.13,1385.12
