Time,U,AI1,AI2,AD,BI2,BI2,BD,VA,VB
0.00,7395.00,1.00,0.00,0.00,0.00,0.00,0.00,75.00,75.00
0.01,7392.00,1.00,1.00,0.00,2.00,0.00,0.00,70.02,68.47
0.01,7390.00,2.00,1.00,0.00,3.00,0.00,0.00,65.47,62.51
0.02,7386.00,4.00,1.00,0.00,5.00,0.00,0.00,61.32,57.06
0.03,7385.00,4.00,1.00,0.00,6.00,0.00,0.00,57.52,52.10
0.03,7383.00,4.00,1.00,0.00,8.00,0.00,0.00,54.05,47.56
0.04,7383.00,4.00,1.00,0.00,8.00,0.00,0.00,50.89,43.42
0.05,7380.00,4.00,2.00,0.00,10.00,0.00,0.00,49.49,39.64
0.06,7379.00,4.00,3.00,0.00,10.00,0.00,0.00,49.72,36.19
0.06,7379.00,3.00,4.00,0.00,7.00,3.00,0.00,51.44,78.10
0.07,7379.00,3.00,4.00,0.00,7.00,3.00,0.00,53.00,116.37
0.08,7376.00,4.00,4.00,0.00,9.00,3.00,0.00,54.43,151.31
0.08,7374.00,4.00,4.00,0.00,11.00,3.00,0.00,55.74,183.20
0.09,7371.00,4.00,3.00,1.00,13.00,4.00,0.00,55.43,227.34
0.10,7369.00,5.00,3.00,1.00,12.00,6.00,0.00,55.15,297.69
0.10,7369.00,5.00,3.00,1.00,12.00,5.00,1.00,54.89,346.88
0.11,7365.00,6.00,3.00,1.00,14.00,6.00,1.00,54.65,406.81
0.12,7363.00,6.00,2.00,2.00,16.00,4.00,3.00,52.93,431.48
0.12,7360.00,7.00,2.00,2.00,16.00,6.00,3.00,51.36,484.05
0.13,7356.00,8.00,2.00,2.00,19.00,6.00,3.00,49.93,532.04
0.14,7352.00,7.00,2.00,3.00,23.00,6.00,3.00,48.62,575.85
0.15,7345.00,7.00,2.00,3.00,30.00,6.00,3.00,47.42,615.85
0.15,7339.00,8.00,2.00,3.00,34.00,7.00,3.00,46.33,667.38
0.16,7334.00,8.00,2.00,3.00,39.00,7.00,3.00,45.33,714.43
0.17,7332.00,8.00,2.00,3.00,41.00,6.00,4.00,44.42,742.36
0.17,7327.00,8.00,2.00,3.00,46.00,5.00,5.00,43.59,752.83
0.18,7322.00,8.00,2.00,3.00,51.00,5.00,5.00,42.83,762.40
0.19,7319.00,8.00,3.00,3.00,51.00,7.00,5.00,43.63,801.17
0.19,7314.00,8.00,3.00,3.00,52.00,11.00,5.00,44.37,896.66
0.20,7308.00,8.00,3.00,3.00,56.00,13.00,5.00,45.04,1013.89
0.21,7303.00,8.00,3.00,3.00,57.00,17.00,5.00,45.66,1180.99
0.22,7299.00,10.00,3.00,3.00,58.00,18.00,5.00,46.22,1348.57
0.22,7291.00,12.00,3.00,3.00,61.00,21.00,5.00,46.73,1546.63
0.23,7283.00,12.00,4.00,3.00,66.00,22.00,6.00,48.70,1742.47
0.24,7269.00,12.00,5.00,3.00,78.00,23.00,6.00,52.01,1936.27
0.24,7264.00,12.00,5.00,3.00,80.00,26.00,6.00,55.02,2158.27
0.25,7256.00,12.00,5.00,3.00,86.00,27.00,7.00,57.78,2375.96
0.26,7250.00,13.00,5.00,3.00,91.00,27.00,7.00,60.30,2574.70
0.26,7235.00,13.00,5.00,3.00,104.00,27.00,9.00,62.60,2756.13
0.27,7219.00,14.00,5.00,3.00,117.00,29.00,9.00,64.70,2951.80
