Time,U,AI1,AI2,AD,BI2,BI2,BD,VA,VB
0.00,7395.00,1.00,0.00,0.00,0.00,0.00,0.00,75.00,75.00
0.01,7394.00,2.00,0.00,0.00,0.00,0.00,0.00,68.23,68.47
0.01,7393.00,3.00,0.00,0.00,0.00,0.00,0.00,62.07,62.51
0.02,7393.00,3.00,0.00,0.00,0.00,0.00,0.00,56.47,57.06
0.03,7392.00,3.00,0.00,0.00,1.00,0.00,0.00,51.37,52.10
0.03,7392.00,3.00,0.00,0.00,1.00,0.00,0.00,46.73,47.56
0.04,7391.00,2.00,1.00,0.00,2.00,0.00,0.00,192.74,43.42
0.05,7391.00,2.00,1.00,0.00,2.00,0.00,0.00,325.57,39.64
0.06,7391.00,1.00,2.00,0.00,2.00,0.00,0.00,596.65,36.19
0.06,7389.00,3.00,2.00,0.00,2.00,0.00,0.00,843.24,33.03
0.07,7389.00,3.00,2.00,0.00,2.00,0.00,0.00,1067.58,30.16
0.08,7388.00,4.00,2.00,0.00,2.00,0.00,0.00,1271.66,27.53
0.08,7387.00,5.00,2.00,0.00,2.00,0.00,0.00,1457.32,25.13
0.09,7387.00,5.00,1.00,1.00,2.00,0.00,0.00,1475.99,22.95
0.10,7384.00,8.00,1.00,1.00,2.00,0.00,0.00,1492.97,20.95
0.10,7382.00,10.00,1.00,1.00,2.00,0.00,0.00,1508.42,19.12
0.11,7382.00,9.00,2.00,1.00,2.00,0.00,0.00,1672.71,17.46
0.12,7382.00,9.00,2.00,1.00,2.00,0.00,0.00,1822.16,15.94
0.12,7381.00,10.00,2.00,1.00,2.00,0.00,0.00,1958.12,14.55
0.13,7381.00,10.00,2.00,1.00,2.00,0.00,0.00,2081.81,13.28
0.14,7381.00,10.00,2.00,1.00,2.00,0.00,0.00,2194.33,12.13
0.15,7380.00,11.00,2.00,1.00,1.00,1.00,0.00,2296.70,26.09
0.15,7379.00,10.00,4.00,1.00,1.00,1.00,0.00,2690.28,38.85
0.16,7379.00,10.00,4.00,1.00,1.00,1.00,0.00,3048.33,50.49
0.17,7377.00,11.00,5.00,1.00,1.00,1.00,0.00,3524.29,61.11
0.17,7376.00,11.00,5.00,1.00,2.00,1.00,0.00,3957.29,70.81
