Time,U,AI1,AI2,AD,BI2,BI2,BD,VA,VB
0.00,7392.00,0.00,0.00,0.00,4.00,0.00,0.00,75.00,75.00
0.01,7390.00,1.00,0.00,0.00,5.00,0.00,0.00,68.23,68.47
0.01,7388.00,2.00,0.00,0.00,6.00,0.00,0.00,62.07,62.51
0.02,7387.00,2.00,0.00,0.00,7.00,0.00,0.00,56.47,57.06
0.03,7382.00,6.00,0.00,0.00,8.00,0.00,0.00,51.37,52.10
0.03,7382.00,6.00,0.00,0.00,8.00,0.00,0.00,46.73,47.56
0.04,7382.00,5.00,1.00,0.00,7.00,1.00,0.00,192.74,58.44
0.05,7381.00,6.00,1.00,0.00,7.00,1.00,0.00,325.57,68.38
0.06,7380.00,7.00,1.00,0.00,7.00,1.00,0.00,446.41,77.44
0.06,7379.00,8.00,1.00,0.00,7.00,1.00,0.00,556.34,85.72
0.07,7378.00,8.00,2.00,0.00,7.00,1.00,0.00,806.58,93.28
0.08,7378.00,8.00,2.00,0.00,7.00,1.00,0.00,1034.23,100.18
0.08,7374.00,11.00,2.00,0.00,8.00,1.00,0.00,1241.32,106.48
0.09,7372.00,12.00,3.00,0.00,8.00,1.00,0.00,1579.95,112.23
0.10,7368.00,15.00,3.00,0.00,8.00,2.00,0.00,1888.01,132.51
0.10,7365.00,14.00,4.00,0.00,11.00,2.00,0.00,2318.49,151.02
0.11,7364.00,14.00,5.00,0.00,11.00,2.00,0.00,2860.34,167.91
0.12,7360.00,14.00,6.00,0.00,14.00,2.00,0.00,3503.50,183.34
0.12,7354.00,17.00,7.00,0.00,15.00,3.00,0.00,4238.83,212.44
0.13,7350.00,17.00,7.00,1.00,17.00,4.00,0.00,4907.78,254.04
0.14,7348.00,18.00,8.00,1.00,16.00,5.00,0.00,5666.57,307.03
0.15,7344.00,20.00,10.00,1.00,16.00,5.00,0.00,6657.32,355.41
0.15,7337.00,22.00,10.00,2.00,19.00,6.00,0.00,7558.62,414.60
0.16,7332.00,26.00,9.00,3.00,20.00,5.00,1.00,8228.33,453.62
0.17,7327.00,30.00,9.00,3.00,20.00,6.00,1.00,8837.58,504.26
0.17,7318.00,35.00,10.00,3.00,23.00,6.00,1.00,9542.05,550.49
0.18,7309.00,40.00,10.00,3.00,26.00,7.00,1.00,10182.93,607.71
0.19,7299.00,45.00,11.00,3.00,30.00,7.00,1.00,10916.18,659.96
0.19,7291.00,48.00,13.00,3.00,30.00,10.00,1.00,11883.70,752.72
0.20,7279.00,50.00,14.00,3.00,39.00,10.00,1.00,12914.11,837.41
0.21,7271.00,53.00,15.00,3.00,43.00,10.00,1.00,14001.72,914.72
