Time,U,AI1,AI2,AD,BI2,BI2,BD,VA,VB
0.00,7391.00,1.00,0.00,0.00,4.00,0.00,0.00,75.00,75.00
0.01,7389.00,2.00,0.00,0.00,5.00,0.00,0.00,68.23,68.47
0.01,7387.00,3.00,0.00,0.00,6.00,0.00,0.00,62.07,62.51
0.02,7384.00,6.00,0.00,0.00,6.00,0.00,0.00,56.47,57.06
0.03,7383.00,7.00,0.00,0.00,6.00,0.00,0.00,51.37,52.10
0.03,7382.00,7.00,1.00,0.00,6.00,0.00,0.00,1549.04,47.56
0.04,7377.00,11.00,1.00,0.00,7.00,0.00,0.00,2911.51,43.42
0.05,7376.00,12.00,1.00,0.00,7.00,0.00,0.00,4150.98,39.64
0.06,7373.00,13.00,2.00,0.00,8.00,0.00,0.00,6780.87,36.19
0.06,7369.00,15.00,3.00,0.00,9.00,0.00,0.00,10675.65,33.03
0.07,7365.00,19.00,3.00,0.00,9.00,0.00,0.00,14218.81,30.16
0.08,7364.00,19.00,3.00,0.00,10.00,0.00,0.00,17442.11,27.53
0.08,7362.00,20.00,4.00,0.00,10.00,0.00,0.00,21876.73,25.13
0.09,7361.00,19.00,6.00,0.00,10.00,0.00,0.00,28915.63,22.95
0.10,7352.00,28.00,6.00,0.00,10.00,0.00,0.00,35319.07,20.95
0.10,7350.00,29.00,7.00,0.00,9.00,1.00,0.00,42646.74,34.15
0.11,7347.00,32.00,7.00,0.00,9.00,1.00,0.00,49312.88,46.20
0.12,7344.00,34.00,7.00,0.00,9.00,1.00,1.00,55377.22,57.20
0.12,7342.00,34.00,9.00,0.00,9.00,1.00,1.00,63898.71,67.24
0.13,7334.00,42.00,9.00,0.00,9.00,1.00,1.00,71650.90,76.41
0.14,7329.00,43.00,12.00,0.00,10.00,1.00,1.00,83210.18,84.78
0.15,7322.00,48.00,13.00,0.00,11.00,1.00,1.00,95228.22,92.42
0.15,7317.00,52.00,13.00,1.00,11.00,1.00,1.00,106161.31,99.39
0.16,7310.00,58.00,14.00,1.00,11.00,1.00,1.00,117609.69,105.76
0.17,7305.00,63.00,14.00,1.00,11.00,1.00,1.00,128024.54,111.58
0.17,7296.00,67.00,18.00,1.00,12.00,1.00,1.00,143508.41,116.88
0.18,7291.00,68.00,18.00,3.00,14.00,1.00,1.00,157594.44,121.73
0.19,7284.00,72.00,21.00,3.00,14.00,1.00,1.00,174915.74,126.15
0.19,7275.00,78.00,24.00,3.00,14.00,1.00,1.00,195180.26,130.19
0.20,7262.00,87.00,25.00,4.00,15.00,2.00,1.00,215117.67,148.90
0.21,7256.00,90.00,28.00,4.00,15.00,2.00,1.00,237762.10,165.98
0.22,7248.00,96.00,29.00,5.00,15.00,2.00,1.00,259864.56,181.57
0.22,7237.00,107.00,29.00,5.00,15.00,1.00,2.00,279971.66,180.79
0.23,7228.00,114.00,30.00,5.00,15.00,2.00,2.00,299765.84,195.09
0.24,7219.00,120.00,29.00,7.00,17.00,2.00,2.00,316270.74,208.15
0.24,7206.00,130.00,32.00,7.00,15.00,4.00,2.00,335792.55,250.12
0.25,7199.00,134.00,33.00,9.00,15.00,4.00,2.00,355054.29,288.43
0.26,7188.00,140.00,36.00,9.00,17.00,4.00,2.00,377084.07,323.41
0.26,7174.00,147.00,39.00,10.00,17.00,6.00,3.00,401631.98,385.39
