Time,U,AI1,AI2,AD,BI2,BI2,BD,VA,VB
0.00,7391.00,2.00,0.00,0.00,3.00,0.00,0.00,75.00,75.00
0.01,7390.00,2.00,1.00,0.00,3.00,0.00,0.00,69.97,68.47
0.01,7388.00,2.00,2.00,0.00,4.00,0.00,0.00,66.88,62.51
0.02,7388.00,2.00,2.00,0.00,4.00,0.00,0.00,64.06,57.06
0.03,7386.00,3.00,2.00,0.00,5.00,0.00,0.00,61.49,52.10
0.03,7386.00,3.00,2.00,0.00,5.00,0.00,0.00,59.14,47.56
0.04,7382.00,5.00,2.00,0.00,7.00,0.00,0.00,57.00,43.42
0.05,7381.00,5.00,2.00,0.00,8.00,0.00,0.00,55.04,39.64
0.06,7381.00,4.00,3.00,0.00,8.00,0.00,0.00,54.75,36.19
0.06,7380.00,4.00,3.00,0.00,9.00,0.00,0.00,54.49,33.03
0.07,7379.00,5.00,3.00,0.00,9.00,0.00,0.00,54.25,30.16
0.08,7377.00,6.00,3.00,0.00,10.00,0.00,0.00,54.04,27.53
0.08,7377.00,6.00,3.00,0.00,10.00,0.00,0.00,53.84,25.13
0.09,7375.00,8.00,3.00,0.00,10.00,0.00,0.00,53.66,22.95
0.10,7373.00,8.00,4.00,0.00,10.00,1.00,0.00,54.99,35.97
0.10,7373.00,8.00,4.00,0.00,10.00,1.00,0.00,56.21,47.86
0.11,7371.00,9.00,4.00,0.00,11.00,1.00,0.00,57.33,58.72
0.12,7371.00,9.00,4.00,0.00,11.00,1.00,0.00,58.35,68.63
0.12,7370.00,9.00,4.00,0.00,12.00,1.00,0.00,59.27,77.68
0.13,7368.00,10.00,5.00,0.00,11.00,2.00,0.00,61.62,100.96
0.14,7366.00,11.00,4.00,1.00,12.00,2.00,0.00,62.27,122.21
0.15,7365.00,12.00,4.00,1.00,12.00,2.00,0.00,62.86,141.62
0.15,7363.00,13.00,5.00,1.00,12.00,2.00,0.00,64.89,159.33
0.16,7362.00,13.00,6.00,1.00,12.00,2.00,0.00,68.26,175.50
0.17,7358.00,12.00,7.00,1.00,16.00,2.00,0.00,72.83,190.27
0.17,7357.00,12.00,7.00,1.00,17.00,2.00,0.00,77.00,203.75
0.18,7355.00,11.00,8.00,1.00,19.00,2.00,0.00,82.32,216.05
0.19,7351.00,15.00,7.00,2.00,19.00,2.00,0.00,85.67,227.29
0.19,7348.00,15.00,7.00,2.00,22.00,2.00,0.00,88.72,237.54
0.20,7347.00,15.00,7.00,2.00,21.00,4.00,0.00,91.51,276.95
0.21,7347.00,13.00,8.00,3.00,20.00,5.00,0.00,95.56,327.95
0.22,7343.00,13.00,8.00,3.00,24.00,5.00,0.00,99.26,374.51
0.22,7338.00,15.00,8.00,3.00,26.00,5.00,1.00,102.64,417.01
0.23,7335.00,16.00,8.00,3.00,27.00,6.00,1.00,105.72,470.84
0.24,7331.00,15.00,9.00,3.00,30.00,7.00,1.00,110.03,535.00
0.24,7330.00,15.00,9.00,3.00,31.00,7.00,1.00,113.97,593.58
0.25,7326.00,15.00,8.00,4.00,33.00,9.00,1.00,116.07,677.10
0.26,7324.00,16.00,9.00,4.00,32.00,9.00,2.00,119.48,753.35
0.26,7321.00,16.00,8.00,5.00,33.00,10.00,3.00,121.10,837.98
0.27,7312.00,17.00,8.00,5.00,40.00,10.00,4.00,122.57,915.25
0.28,7306.00,16.00,9.00,6.00,43.00,12.00,4.00,125.42,1015.83
0.28,7299.00,17.00,8.00,7.00,48.00,13.00,4.00,126.51,1122.67
0.29,7290.00,19.00,8.00,7.00,52.00,15.00,5.00,127.52,1250.26
0.30,7282.00,20.00,8.00,7.00,58.00,16.00,5.00,128.43,1381.76
0.31,7274.00,19.00,9.00,7.00,63.00,18.00,6.00,130.77,1531.86
0.31,7264.00,20.00,8.00,8.00,72.00,17.00,7.00,131.40,1653.87
0.32,7255.00,17.00,11.00,8.00,79.00,19.00,7.00,136.48,1795.29
0.33,7246.00,18.00,11.00,9.00,85.00,19.00,8.00,141.13,1924.41
0.33,7229.00,19.00,11.00,9.00,97.00,22.00,9.00,145.36,2087.35
0.34,7222.00,18.00,11.00,10.00,104.00,21.00,10.00,149.23,2221.07
0.35,7212.00,18.00,12.00,10.00,109.00,24.00,11.00,154.26,2388.23
0.35,7201.00,18.00,13.00,11.00,113.00,29.00,11.00,160.36,2615.94
0.36,7192.00,19.00,14.00,11.00,116.00,32.00,12.00,167.43,2868.89
0.37,7181.00,21.00,15.00,11.00,123.00,33.00,12.00,175.39,3114.85
0.38,7171.00,19.00,16.00,12.00,128.00,38.00,12.00,184.15,3414.50
0.38,7160.00,19.00,17.00,12.00,133.00,43.00,12.00,193.65,3763.17
0.39,7149.00,19.00,17.00,12.00,140.00,45.00,14.00,202.33,4111.53
0.40,7134.00,22.00,17.00,12.00,151.00,44.00,16.00,210.25,4414.53
0.40,7120.00,25.00,17.00,12.00,157.00,49.00,16.00,217.48,4766.26
0.41,7105.00,26.00,17.00,13.00,163.00,55.00,17.00,224.09,5177.51
0.42,7092.00,27.00,17.00,13.00,171.00,59.00,17.00,230.11,5613.04
0.42,7080.00,29.00,16.00,14.00,174.00,61.00,22.00,234.11,6040.69
0.43,7069.00,28.00,18.00,14.00,179.00,64.00,24.00,240.77,6476.17
0.44,7055.00,28.00,18.00,14.00,188.00,68.00,25.00,246.84,6933.82
0.44,7044.00,29.00,17.00,15.00,190.00,75.00,26.00,250.89,7456.79
0.45,7019.00,32.00,17.00,15.00,206.00,80.00,27.00,254.58,8009.33
0.46,6998.00,35.00,19.00,15.00,217.00,82.00,30.00,260.96,8543.81
0.47,6976.00,36.00,19.00,16.00,227.00,90.00,32.00,266.78,9151.93
0.47,6957.00,36.00,21.00,16.00,236.00,97.00,33.00,275.10,9812.26
0.48,6932.00,39.00,20.00,17.00,251.00,103.00,34.00,281.19,10505.23
0.49,6909.00,37.00,23.00,17.00,266.00,106.00,38.00,291.26,11182.93
0.49,6887.00,40.00,24.00,17.00,277.00,111.00,40.00,301.95,11876.73
0.50,6864.00,42.00,24.00,17.00,294.00,112.00,43.00,311.71,12525.14
0.51,6847.00,39.00,27.00,18.00,301.00,120.00,44.00,325.13,13237.28
0.51,6829.00,36.00,30.00,18.00,310.00,128.00,45.00,341.89,14007.59
0.52,6801.00,37.00,29.00,19.00,325.00,140.00,45.00,355.69,14891.10
0.53,6772.00,39.00,28.00,20.00,341.00,147.00,49.00,366.78,15802.84
0.53,6742.00,39.00,28.00,21.00,356.00,159.00,51.00,376.91,16815.47
0.54,6717.00,41.00,29.00,21.00,368.00,167.00,53.00,387.66,17860.11
0.55,6690.00,43.00,29.00,22.00,378.00,180.00,54.00,397.47,19009.09
0.56,6657.00,47.00,27.00,24.00,393.00,192.00,56.00,403.42,20238.29
0.56,6625.00,52.00,26.00,26.00,409.00,198.00,60.00,407.35,21450.60
0.57,6591.00,53.00,25.00,27.00,427.00,210.00,63.00,409.44,22737.62
0.58,6556.00,55.00,27.00,27.00,451.00,216.00,64.00,414.35,24002.72
0.58,6523.00,56.00,27.00,28.00,466.00,229.00,67.00,418.83,25352.95
0.59,6492.00,52.00,32.00,29.00,486.00,236.00,69.00,430.44,26690.78
0.60,6458.00,52.00,33.00,29.00,504.00,249.00,71.00,442.53,28107.41
0.60,6405.00,57.00,33.00,29.00,536.00,259.00,77.00,453.57,29550.92
0.61,6356.00,59.00,34.00,30.00,569.00,265.00,83.00,465.16,30958.87
0.62,6317.00,61.00,34.00,31.00,595.00,275.00,83.00,475.73,32394.46
0.62,6273.00,64.00,32.00,33.00,626.00,285.00,83.00,482.38,33855.27
0.63,6232.00,63.00,32.00,34.00,644.00,305.00,86.00,488.45,35489.34
0.64,6179.00,64.00,31.00,36.00,669.00,328.00,89.00,492.49,37326.65
0.65,6141.00,67.00,29.00,38.00,686.00,340.00,95.00,493.17,39184.26
0.65,6100.00,65.00,30.00,39.00,712.00,349.00,101.00,495.30,41015.32
0.66,6058.00,67.00,30.00,39.00,731.00,366.00,105.00,497.24,42942.34
0.67,6005.00,68.00,31.00,39.00,756.00,389.00,108.00,500.51,45047.09
0.67,5968.00,69.00,31.00,42.00,767.00,408.00,111.00,503.50,47254.00
0.68,5920.00,66.00,34.00,42.00,792.00,422.00,120.00,510.74,49479.07
0.69,5870.00,68.00,35.00,43.00,810.00,446.00,124.00,518.85,51870.94
0.69,5835.00,67.00,37.00,43.00,828.00,457.00,129.00,529.25,54219.80
0.70,5796.00,71.00,37.00,44.00,843.00,469.00,136.00,538.75,56544.40
0.71,5751.00,72.00,40.00,44.00,861.00,488.00,140.00,551.93,58952.03
0.72,5713.00,68.00,44.00,44.00,873.00,512.00,142.00,569.97,61510.56
0.72,5659.00,67.00,46.00,44.00,896.00,535.00,149.00,589.45,64191.84
0.73,5610.00,66.00,47.00,44.00,919.00,560.00,150.00,608.73,67015.22
0.74,5560.00,71.00,45.00,46.00,941.00,574.00,159.00,623.33,69803.08
0.74,5497.00,70.00,49.00,46.00,968.00,599.00,167.00,642.67,72723.75
0.75,5434.00,69.00,51.00,47.00,1000.00,624.00,171.00,663.32,75765.69
0.76,5385.00,68.00,53.00,49.00,1016.00,649.00,176.00,685.19,78918.33
0.76,5344.00,65.00,56.00,50.00,1033.00,666.00,182.00,709.65,82051.83
0.77,5301.00,65.00,56.00,51.00,1045.00,690.00,188.00,731.99,85273.04
0.78,5245.00,72.00,56.00,52.00,1054.00,722.00,195.00,752.38,88694.50
0.78,5207.00,74.00,56.00,53.00,1058.00,750.00,198.00,770.99,92238.69
0.79,5163.00,77.00,57.00,55.00,1072.00,766.00,206.00,789.49,95714.62
0.80,5109.00,74.00,61.00,55.00,1089.00,796.00,212.00,812.39,99338.58
0.81,5059.00,78.00,61.00,57.00,1112.00,811.00,218.00,833.29,102872.33
0.81,5017.00,80.00,62.00,59.00,1116.00,834.00,228.00,853.87,106443.90
0.82,4960.00,82.00,63.00,59.00,1146.00,848.00,238.00,874.17,109914.80
0.83,4914.00,85.00,64.00,61.00,1147.00,883.00,242.00,894.20,113609.28
0.83,4861.00,87.00,65.00,62.00,1160.00,913.00,248.00,913.98,117432.75
0.84,4804.00,90.00,63.00,66.00,1178.00,938.00,257.00,929.04,121298.87
0.85,4752.00,88.00,65.00,67.00,1189.00,971.00,264.00,945.80,125324.10
0.85,4716.00,87.00,67.00,68.00,1190.00,995.00,273.00,964.09,129359.39
0.86,4667.00,92.00,71.00,68.00,1196.00,1024.00,278.00,986.81,133478.97
0.87,4606.00,95.00,72.00,70.00,1209.00,1060.00,284.00,1009.05,137780.66
0.88,4569.00,98.00,70.00,74.00,1207.00,1087.00,291.00,1026.35,142113.41
0.88,4532.00,103.00,68.00,77.00,1208.00,1110.00,298.00,1039.13,146414.41
0.89,4481.00,108.00,68.00,79.00,1217.00,1136.00,307.00,1050.81,150731.50
0.90,4437.00,104.00,74.00,80.00,1224.00,1167.00,310.00,1070.48,155138.39
0.90,4391.00,102.00,79.00,80.00,1233.00,1195.00,316.00,1095.95,159582.19
0.91,4354.00,102.00,80.00,82.00,1245.00,1212.00,321.00,1120.70,163894.44
0.92,4311.00,105.00,80.00,83.00,1257.00,1234.00,326.00,1143.30,168161.70
0.92,4270.00,102.00,84.00,84.00,1259.00,1265.00,332.00,1169.94,172523.10
0.93,4232.00,99.00,88.00,85.00,1260.00,1293.00,339.00,1200.27,176925.38
0.94,4184.00,102.00,88.00,88.00,1255.00,1339.00,340.00,1227.96,181635.38
0.94,4145.00,100.00,93.00,89.00,1249.00,1369.00,351.00,1260.75,186385.96
0.95,4111.00,100.00,91.00,93.00,1240.00,1403.00,358.00,1287.68,191233.65
0.96,4076.00,102.00,93.00,94.00,1235.00,1433.00,363.00,1315.27,196109.93
0.97,4025.00,108.00,94.00,96.00,1243.00,1457.00,373.00,1341.96,200922.15
