Time,U,AI1,AI2,AD,BI2,BI2,BD,VA,VB
0.00,7393.00,0.00,0.00,0.00,3.00,0.00,0.00,75.00,75.00
0.01,7391.00,2.00,0.00,0.00,2.00,1.00,0.00,68.52,83.49
0.01,7391.00,2.00,0.00,0.00,2.00,1.00,0.00,62.60,91.25
0.02,7390.00,3.00,0.00,0.00,2.00,1.00,0.00,57.19,98.32
0.03,7388.00,5.00,0.00,0.00,2.00,1.00,0.00,52.25,104.78
0.03,7388.00,5.00,0.00,0.00,1.00,2.00,0.00,47.73,125.71
0.04,7387.00,5.00,0.00,0.00,2.00,2.00,0.00,43.61,144.81
0.05,7384.00,6.00,0.00,0.00,4.00,2.00,0.00,39.84,162.24
0.06,7383.00,6.00,0.00,0.00,5.00,2.00,0.00,36.40,178.16
0.06,7382.00,6.00,0.00,0.00,6.00,2.00,0.00,33.25,192.70
0.07,7379.00,9.00,0.00,0.00,6.00,2.00,0.00,30.38,205.96
0.08,7379.00,9.00,0.00,0.00,5.00,3.00,0.00,27.75,233.10
0.08,7378.00,9.00,0.00,0.00,6.00,3.00,0.00,25.36,257.87
0.09,7376.00,9.00,0.00,0.00,8.00,2.00,1.00,23.17,265.46
0.10,7373.00,9.00,0.00,0.00,11.00,2.00,1.00,21.16,272.39
0.10,7370.00,9.00,0.00,0.00,14.00,2.00,1.00,19.34,278.72
0.11,7369.00,9.00,0.00,0.00,15.00,2.00,1.00,17.66,284.50
0.12,7366.00,10.00,0.00,0.00,17.00,2.00,1.00,16.14,289.77
0.12,7362.00,10.00,0.00,0.00,21.00,2.00,1.00,14.74,294.58
0.13,7361.00,10.00,0.00,0.00,19.00,5.00,1.00,13.47,344.05
0.14,7359.00,10.00,0.00,0.00,21.00,4.00,2.00,12.31,374.18
0.15,7357.00,10.00,0.00,0.00,23.00,4.00,2.00,11.24,401.69
0.15,7355.00,9.00,1.00,0.00,24.00,4.00,3.00,160.50,426.81
0.16,7351.00,9.00,1.00,0.00,28.00,4.00,3.00,296.87,449.74
0.17,7348.00,11.00,1.00,0.00,28.00,5.00,3.00,421.45,485.69
0.17,7337.00,17.00,1.00,0.00,33.00,5.00,3.00,535.26,518.51
0.18,7331.00,23.00,1.00,0.00,32.00,6.00,3.00,639.24,563.50
0.19,7323.00,27.00,2.00,0.00,35.00,6.00,3.00,884.47,604.57
0.19,7314.00,33.00,2.00,0.00,36.00,8.00,3.00,1108.51,672.11
0.20,7306.00,36.00,3.00,0.00,37.00,10.00,4.00,1463.42,763.82
0.21,7291.00,47.00,6.00,0.00,38.00,8.00,6.00,2238.36,817.50
0.22,7274.00,57.00,9.00,0.00,42.00,8.00,6.00,3397.03,866.50
0.22,7252.00,74.00,11.00,0.00,45.00,8.00,6.00,4756.04,911.23
0.23,7216.00,104.00,13.00,1.00,48.00,8.00,6.00,6298.09,952.07
0.24,7173.00,139.00,16.00,1.00,50.00,10.00,7.00,8157.59,1019.40
0.24,7137.00,164.00,20.00,2.00,53.00,12.00,8.00,10457.34,1110.91
0.25,7108.00,187.00,23.00,2.00,54.00,14.00,8.00,13009.07,1224.50
0.26,7065.00,218.00,30.00,3.00,58.00,14.00,8.00,16391.93,1328.20
0.26,7017.00,254.00,39.00,3.00,59.00,15.00,9.00,20834.57,1437.89
0.27,6954.00,304.00,44.00,4.00,63.00,18.00,9.00,25644.48,1583.10
0.28,6884.00,360.00,51.00,5.00,65.00,22.00,9.00,31090.41,1775.76
0.28,6801.00,432.00,56.00,7.00,68.00,23.00,9.00,36816.92,1966.67
0.29,6692.00,509.00,75.00,9.00,77.00,25.00,9.00,44903.01,2171.00
0.30,6599.00,584.00,87.00,10.00,78.00,28.00,10.00,54093.18,2402.60
0.31,6482.00,671.00,105.00,10.00,88.00,30.00,10.00,65193.42,2644.09
0.31,6363.00,767.00,122.00,13.00,89.00,31.00,11.00,77888.45,2879.57
0.32,6248.00,848.00,144.00,14.00,97.00,33.00,12.00,92791.62,3124.59
0.33,6110.00,953.00,164.00,17.00,105.00,35.00,12.00,109411.67,3378.32
0.33,5964.00,1054.00,193.00,21.00,114.00,37.00,13.00,128952.33,3640.01
0.34,5800.00,1171.00,231.00,26.00,117.00,34.00,17.00,152513.33,3833.84
0.35,5632.00,1281.00,271.00,34.00,123.00,38.00,17.00,180047.73,4070.88
0.35,5459.00,1399.00,312.00,38.00,126.00,44.00,18.00,211362.44,4377.42
0.36,5268.00,1540.00,353.00,39.00,128.00,48.00,20.00,246130.81,4717.36
0.37,5076.00,1683.00,394.00,40.00,129.00,53.00,21.00,284054.42,5102.82
0.38,4897.00,1795.00,448.00,45.00,131.00,56.00,24.00,326813.63,5499.78
0.38,4689.00,1944.00,494.00,49.00,136.00,60.00,24.00,372788.78,5922.27
0.39,4473.00,2091.00,544.00,56.00,143.00,65.00,24.00,422302.89,6383.09
0.40,4266.00,2225.00,604.00,61.00,148.00,67.00,25.00,476552.49,6833.82
0.40,4053.00,2362.00,663.00,68.00,155.00,69.00,26.00,534978.17,7275.36
0.41,3830.00,2501.00,729.00,75.00,164.00,71.00,26.00,598270.71,7708.49
0.42,3596.00,2636.00,804.00,86.00,168.00,79.00,27.00,667361.64,8224.09
0.42,3358.00,2762.00,891.00,96.00,178.00,84.00,27.00,743552.73,8769.91
0.43,3094.00,2921.00,981.00,101.00,182.00,88.00,29.00,826681.17,9328.30
0.44,2882.00,3060.00,1044.00,107.00,181.00,91.00,31.00,912091.25,9883.13
0.44,2644.00,3195.00,1130.00,115.00,185.00,95.00,32.00,1003041.16,10449.75
0.45,2434.00,3315.00,1210.00,120.00,183.00,100.00,34.00,1098150.83,11042.14
0.46,2232.00,3405.00,1315.00,122.00,182.00,105.00,35.00,1200816.60,11658.06
0.47,2047.00,3474.00,1420.00,129.00,179.00,108.00,39.00,1310385.57,12265.42
0.47,1875.00,3547.00,1505.00,136.00,182.00,109.00,42.00,1423256.62,12834.92
0.48,1694.00,3615.00,1610.00,142.00,180.00,113.00,42.00,1542149.06,13414.92
0.49,1527.00,3677.00,1700.00,151.00,181.00,116.00,44.00,1664289.13,13989.48
0.49,1353.00,3730.00,1811.00,159.00,177.00,118.00,48.00,1792551.06,14544.06
0.50,1190.00,3786.00,1908.00,168.00,176.00,115.00,53.00,1924302.65,15005.28
0.51,1015.00,3841.00,2020.00,174.00,172.00,119.00,55.00,2061495.82,15486.43
0.51,883.00,3848.00,2139.00,179.00,167.00,124.00,56.00,2204712.01,16000.81
0.52,738.00,3867.00,2259.00,185.00,163.00,124.00,60.00,2353581.01,16470.39
0.53,594.00,3907.00,2360.00,187.00,162.00,125.00,61.00,2504759.97,16914.10
0.53,466.00,3906.00,2485.00,190.00,153.00,133.00,63.00,2661654.86,17439.36
0.54,329.00,3938.00,2571.00,208.00,151.00,135.00,64.00,2817912.75,17948.94
0.55,226.00,3914.00,2689.00,217.00,149.00,137.00,64.00,2978396.09,18444.18
0.56,136.00,3904.00,2779.00,227.00,149.00,132.00,69.00,3138533.30,18821.19
0.56,80.00,3847.00,2883.00,236.00,143.00,135.00,72.00,3300457.52,19210.44
0.57,51.00,3782.00,2968.00,245.00,140.00,136.00,74.00,3461159.93,19580.81
0.58,20.00,3684.00,3087.00,255.00,138.00,137.00,75.00,3625853.98,19933.96
0.58,11.00,3595.00,3181.00,259.00,133.00,141.00,76.00,3790438.98,20316.45
0.59,1.00,3499.00,3281.00,265.00,132.00,133.00,85.00,3955825.75,20545.45
0.60,0.00,3406.00,3371.00,269.00,131.00,131.00,88.00,4120442.67,20724.47
0.60,0.00,3312.00,3453.00,281.00,129.00,132.00,89.00,4283154.44,20902.91
0.61,0.00,3220.00,3536.00,290.00,127.00,133.00,90.00,4444275.89,21080.85
0.62,0.00,3123.00,3621.00,302.00,123.00,135.00,92.00,4604244.90,21273.33
0.62,0.00,3053.00,3682.00,311.00,120.00,137.00,93.00,4759555.51,21479.10
0.63,0.00,2978.00,3752.00,316.00,118.00,137.00,95.00,4911962.31,21666.96
0.64,0.00,2895.00,3828.00,323.00,114.00,137.00,99.00,5062617.60,21838.45
0.65,0.00,2802.00,3915.00,329.00,109.00,140.00,101.00,5213325.29,22040.08
0.65,0.00,2711.00,4001.00,334.00,106.00,140.00,104.00,5363930.59,22224.16
0.66,0.00,2639.00,4066.00,341.00,103.00,139.00,108.00,5511287.51,22377.18
0.67,0.00,2573.00,4123.00,350.00,100.00,142.00,108.00,5654474.87,22561.95
0.67,0.00,2503.00,4188.00,355.00,97.00,144.00,109.00,5795054.81,22760.67
0.68,0.00,2430.00,4246.00,370.00,94.00,146.00,110.00,5932200.99,22972.14
0.69,0.00,2354.00,4316.00,376.00,94.00,143.00,113.00,6068012.92,23120.13
0.69,0.00,2282.00,4379.00,385.00,91.00,140.00,119.00,6201554.24,23210.15
0.70,0.00,2213.00,4442.00,391.00,89.00,139.00,122.00,6333021.19,23277.32
0.71,0.00,2151.00,4496.00,399.00,87.00,139.00,124.00,6461240.90,23338.64
0.72,0.00,2077.00,4564.00,405.00,87.00,139.00,124.00,6588597.20,23394.62
0.72,0.00,2024.00,4609.00,413.00,83.00,141.00,126.00,6711709.36,23475.77
0.73,0.00,1957.00,4672.00,417.00,83.00,141.00,126.00,6833648.29,23549.85
0.74,0.00,1897.00,4732.00,417.00,80.00,139.00,131.00,6954064.65,23587.44
0.74,0.00,1823.00,4794.00,429.00,77.00,139.00,134.00,7073390.47,23621.75
0.75,0.00,1771.00,4836.00,439.00,76.00,138.00,136.00,7188715.37,23638.06
0.76,0.00,1721.00,4876.00,449.00,74.00,140.00,136.00,7300084.55,23682.98
0.76,0.00,1671.00,4914.00,461.00,72.00,138.00,140.00,7407539.41,23693.96
0.77,0.00,1609.00,4970.00,467.00,70.00,140.00,140.00,7514122.31,23734.02
0.78,0.00,1556.00,5018.00,472.00,68.00,140.00,142.00,7618706.76,23770.59
0.78,0.00,1506.00,5063.00,477.00,63.00,144.00,143.00,7721014.71,23864.07
0.79,0.00,1463.00,5097.00,486.00,60.00,146.00,144.00,7819590.33,23979.46
0.80,0.00,1426.00,5126.00,494.00,58.00,145.00,147.00,7914005.01,24069.78
0.81,0.00,1393.00,5151.00,502.00,56.00,144.00,150.00,8004017.31,24137.21
0.81,0.00,1360.00,5180.00,506.00,53.00,143.00,154.00,8090608.59,24183.74
0.82,0.00,1324.00,5211.00,511.00,53.00,140.00,157.00,8174374.87,24181.16
0.83,0.00,1282.00,5245.00,519.00,52.00,141.00,157.00,8256010.97,24193.82
0.83,0.00,1244.00,5279.00,523.00,52.00,139.00,159.00,8335700.99,24175.33
0.84,0.00,1207.00,5307.00,532.00,50.00,138.00,162.00,8412711.63,24143.43
0.85,0.00,1169.00,5339.00,538.00,47.00,140.00,163.00,8487875.35,24144.35
0.85,0.00,1125.00,5376.00,545.00,46.00,139.00,165.00,8562102.91,24130.17
0.86,0.00,1096.00,5397.00,553.00,46.00,138.00,166.00,8633071.53,24102.20
0.87,0.00,1067.00,5419.00,560.00,46.00,137.00,167.00,8701212.99,24061.65
0.88,0.00,1045.00,5434.00,567.00,44.00,132.00,174.00,8765719.95,23949.51
0.88,0.00,1011.00,5462.00,573.00,41.00,131.00,178.00,8828859.53,23832.11
0.89,0.00,980.00,5486.00,580.00,40.00,131.00,179.00,8890148.91,23724.93
0.90,0.00,952.00,5506.00,588.00,37.00,133.00,180.00,8949147.05,23657.14
0.90,0.00,926.00,5524.00,596.00,36.00,130.00,184.00,9005751.45,23550.17
0.91,0.00,906.00,5530.00,610.00,33.00,131.00,186.00,9058366.21,23467.55
0.92,0.00,884.00,5539.00,623.00,31.00,133.00,186.00,9107786.73,23422.16
0.92,0.00,861.00,5554.00,631.00,31.00,129.00,190.00,9155190.40,23320.64
0.93,0.00,839.00,5562.00,645.00,31.00,126.00,193.00,9199699.88,23182.88
0.94,0.00,820.00,5577.00,649.00,29.00,122.00,199.00,9242616.88,22997.03
0.94,0.00,789.00,5597.00,660.00,29.00,118.00,203.00,9284830.15,22767.27
0.95,0.00,766.00,5613.00,667.00,27.00,120.00,203.00,9325799.57,22587.56
0.96,0.00,737.00,5631.00,678.00,26.00,118.00,206.00,9365933.09,22393.45
0.97,0.00,707.00,5647.00,692.00,25.00,117.00,208.00,9405002.46,22201.22
0.97,0.00,693.00,5656.00,697.00,24.00,113.00,213.00,9442048.05,21965.64
0.98,0.00,672.00,5663.00,711.00,24.00,112.00,214.00,9476944.21,21735.55
0.99,0.00,647.00,5680.00,719.00,23.00,111.00,216.00,9511379.01,21510.47
0.99,0.00,635.00,5687.00,724.00,22.00,108.00,220.00,9543890.01,21259.92
1.00,0.00,614.00,5703.00,729.00,21.00,108.00,221.00,9575995.52,21031.19
1.01,0.00,597.00,5709.00,740.00,20.00,108.00,222.00,9606228.25,20822.38
1.01,0.00,587.00,5711.00,748.00,20.00,106.00,224.00,9634149.10,20601.70
1.02,0.00,573.00,5715.00,758.00,18.00,105.00,227.00,9660258.32,20385.21
1.03,0.00,556.00,5721.00,769.00,18.00,104.00,228.00,9685012.88,20172.55
1.03,0.00,541.00,5730.00,775.00,18.00,102.00,230.00,9708980.53,19948.37
1.04,0.00,531.00,5728.00,787.00,18.00,102.00,230.00,9730576.76,19743.70
1.05,0.00,515.00,5728.00,803.00,18.00,102.00,230.00,9750306.91,19556.86
1.06,0.00,504.00,5731.00,811.00,17.00,101.00,232.00,9768782.90,19371.26
1.06,0.00,491.00,5733.00,822.00,17.00,97.00,236.00,9785962.89,19141.73
1.07,0.00,473.00,5744.00,829.00,16.00,94.00,240.00,9803310.95,18887.12
1.08,0.00,468.00,5744.00,834.00,15.00,92.00,243.00,9819160.00,18624.63
1.08,0.00,455.00,5749.00,842.00,15.00,91.00,244.00,9834390.75,18369.97
1.09,0.00,445.00,5747.00,854.00,15.00,91.00,244.00,9848005.00,18137.49
1.10,0.00,430.00,5752.00,864.00,14.00,89.00,247.00,9861193.98,17895.21
1.10,0.00,417.00,5759.00,870.00,14.00,87.00,249.00,9874294.95,17643.98
1.11,0.00,407.00,5761.00,878.00,13.00,86.00,251.00,9886564.39,17399.60
1.12,0.00,396.00,5763.00,887.00,12.00,86.00,252.00,9898074.10,17176.50
1.12,0.00,387.00,5764.00,895.00,12.00,84.00,254.00,9908739.52,16942.78
1.13,0.00,375.00,5769.00,902.00,11.00,85.00,254.00,9919234.55,16744.44
1.14,0.00,366.00,5766.00,914.00,9.00,85.00,256.00,9928372.02,16563.36
1.15,0.00,357.00,5769.00,920.00,9.00,83.00,258.00,9937170.65,16368.01
1.15,0.00,348.00,5773.00,925.00,9.00,83.00,258.00,9945809.93,16189.67
1.16,0.00,341.00,5775.00,930.00,9.00,83.00,258.00,9954003.20,16026.86
1.17,0.00,333.00,5769.00,944.00,8.00,83.00,259.00,9960587.08,15878.22
1.17,0.00,327.00,5766.00,953.00,8.00,83.00,259.00,9966151.38,15742.53
1.18,0.00,317.00,5771.00,958.00,8.00,82.00,260.00,9971986.07,15603.63
1.19,0.00,306.00,5771.00,969.00,8.00,79.00,263.00,9977316.57,15431.75
1.19,0.00,293.00,5778.00,975.00,8.00,77.00,265.00,9983238.11,15244.80
1.20,0.00,285.00,5781.00,980.00,8.00,77.00,265.00,9989098.66,15074.12
1.21,0.00,282.00,5778.00,986.00,8.00,75.00,267.00,9994002.14,14888.26
1.22,0.00,271.00,5785.00,990.00,8.00,72.00,270.00,9999533.54,14673.51
1.22,0.00,258.00,5787.00,1001.00,8.00,71.00,271.00,10004887.44,14462.44
1.23,0.00,251.00,5786.00,1009.00,7.00,69.00,274.00,10009628.49,14239.71
1.24,0.00,246.00,5783.00,1017.00,7.00,68.00,275.00,10013509.17,14021.34
1.24,0.00,239.00,5783.00,1024.00,7.00,68.00,275.00,10017054.54,13821.99
1.25,0.00,234.00,5781.00,1031.00,7.00,68.00,275.00,10019993.11,13640.00
1.26,0.00,232.00,5777.00,1037.00,7.00,66.00,277.00,10022076.83,13443.81
1.26,0.00,226.00,5778.00,1042.00,6.00,66.00,278.00,10024130.74,13264.70
1.27,0.00,219.00,5779.00,1048.00,6.00,64.00,280.00,10026157.38,13071.14
1.28,0.00,210.00,5784.00,1052.00,5.00,64.00,281.00,10028760.10,12894.44
1.28,0.00,204.00,5781.00,1061.00,5.00,63.00,282.00,10030687.21,12718.10
1.29,0.00,200.00,5783.00,1063.00,5.00,63.00,282.00,10032748.26,12557.12
1.30,0.00,193.00,5784.00,1069.00,5.00,63.00,282.00,10034781.47,12410.15
1.31,0.00,185.00,5784.00,1077.00,5.00,62.00,283.00,10036638.99,12260.96
1.31,0.00,181.00,5782.00,1083.00,5.00,60.00,285.00,10038035.54,12094.71
1.32,0.00,176.00,5779.00,1091.00,5.00,59.00,286.00,10038860.73,11927.91
1.33,0.00,169.00,5779.00,1098.00,4.00,60.00,286.00,10039614.61,11790.67
1.33,0.00,164.00,5768.00,1114.00,4.00,60.00,286.00,10038650.82,11665.37
1.34,0.00,161.00,5763.00,1122.00,4.00,57.00,289.00,10037019.17,11505.91
1.35,0.00,154.00,5759.00,1133.00,4.00,56.00,290.00,10034927.53,11345.32
1.35,0.00,146.00,5755.00,1145.00,4.00,56.00,290.00,10032415.73,11198.71
1.36,0.00,144.00,5749.00,1153.00,4.00,55.00,291.00,10029219.57,11049.84
1.37,0.00,137.00,5748.00,1161.00,4.00,53.00,293.00,10026149.35,10883.89
1.38,0.00,132.00,5739.00,1175.00,3.00,53.00,294.00,10021992.33,10732.39
1.38,0.00,126.00,5739.00,1181.00,3.00,52.00,295.00,10018194.55,10579.06
1.39,0.00,124.00,5736.00,1186.00,3.00,52.00,295.00,10014274.22,10439.08
1.40,0.00,120.00,5734.00,1192.00,3.00,51.00,296.00,10010392.14,10296.26
1.40,0.00,118.00,5727.00,1201.00,3.00,51.00,296.00,10005793.91,10165.89
1.41,0.00,113.00,5720.00,1213.00,3.00,47.00,300.00,10000541.35,9986.77
1.42,0.00,110.00,5718.00,1218.00,3.00,46.00,301.00,9995442.20,9808.22
1.42,0.00,108.00,5711.00,1227.00,3.00,46.00,301.00,9989732.03,9645.23
1.43,0.00,105.00,5702.00,1239.00,3.00,45.00,302.00,9983163.20,9481.40
1.44,0.00,102.00,5697.00,1247.00,3.00,44.00,303.00,9976410.81,9316.81
1.44,0.00,99.00,5695.00,1252.00,3.00,43.00,304.00,9969941.37,9151.54
1.45,0.00,97.00,5690.00,1259.00,3.00,42.00,305.00,9963279.84,8985.63
1.46,0.00,90.00,5692.00,1264.00,3.00,42.00,305.00,9957494.35,8834.17
1.47,0.00,89.00,5686.00,1271.00,3.00,40.00,307.00,9951307.41,8665.85
1.47,0.00,84.00,5686.00,1276.00,3.00,38.00,309.00,9945655.05,8482.14
1.48,0.00,81.00,5681.00,1284.00,3.00,38.00,309.00,9939739.96,8314.43
1.49,0.00,78.00,5675.00,1293.00,3.00,36.00,311.00,9933434.56,8131.27
1.49,0.00,75.00,5675.00,1296.00,3.00,36.00,311.00,9927673.99,7964.06
1.50,0.00,75.00,5665.00,1306.00,2.00,36.00,312.00,9920908.89,7811.42
1.51,0.00,74.00,5657.00,1315.00,2.00,33.00,315.00,9913526.48,7626.99
1.51,0.00,74.00,5650.00,1322.00,2.00,32.00,316.00,9905730.33,7443.60
1.52,0.00,72.00,5644.00,1330.00,2.00,32.00,316.00,9897706.46,7276.19
1.53,0.00,72.00,5630.00,1344.00,2.00,32.00,316.00,9888272.65,7123.34
1.53,0.00,71.00,5626.00,1349.00,2.00,32.00,316.00,9879053.09,6983.81
1.54,0.00,67.00,5623.00,1356.00,2.00,30.00,318.00,9870179.48,6826.38
1.55,0.00,63.00,5617.00,1366.00,2.00,29.00,319.00,9861171.20,6667.64
1.56,0.00,61.00,5606.00,1379.00,2.00,29.00,319.00,9851288.79,6522.72
1.56,0.00,59.00,5605.00,1382.00,2.00,29.00,319.00,9842110.03,6390.42
1.57,0.00,58.00,5600.00,1388.00,2.00,28.00,320.00,9832973.25,6254.61
1.58,0.00,56.00,5596.00,1394.00,2.00,28.00,320.00,9824025.02,6130.63
1.58,0.00,56.00,5591.00,1399.00,2.00,26.00,322.00,9815098.87,5987.40
1.59,0.00,54.00,5582.00,1410.00,2.00,26.00,322.00,9805591.88,5856.64
1.60,0.00,53.00,5571.00,1422.00,2.00,23.00,325.00,9795253.84,5692.20
1.60,0.00,51.00,5562.00,1433.00,2.00,23.00,325.00,9784456.99,5542.08
1.61,0.00,50.00,5556.00,1440.00,2.00,23.00,325.00,9773691.71,5405.03
1.62,0.00,50.00,5550.00,1446.00,1.00,24.00,325.00,9762955.20,5294.94
1.62,0.00,48.00,5547.00,1451.00,1.00,24.00,325.00,9752695.74,5194.43
1.63,0.00,48.00,5536.00,1462.00,1.00,24.00,325.00,9741670.24,5102.67
1.64,0.00,46.00,5526.00,1474.00,1.00,23.00,326.00,9730095.10,5003.88
1.65,0.00,46.00,5519.00,1481.00,1.00,21.00,328.00,9718468.52,4883.65
1.65,0.00,45.00,5510.00,1491.00,1.00,20.00,329.00,9706494.47,4758.87
1.66,0.00,44.00,5504.00,1498.00,1.00,19.00,330.00,9694653.68,4629.92
1.67,0.00,44.00,5496.00,1506.00,1.00,18.00,331.00,9682634.17,4497.18
