Time,U,AI1,AI2,AD,BI2,BI2,BD,VA,VB
0.00,7395.00,1.00,0.00,0.00,0.00,0.00,0.00,75.00,75.00
0.01,7393.00,3.00,0.00,0.00,0.00,0.00,0.00,68.47,68.47
0.01,7393.00,2.00,1.00,0.00,0.00,0.00,0.00,1564.82,62.51
0.02,7385.00,9.00,1.00,0.00,1.00,0.00,0.00,2930.88,57.06
0.03,7380.00,12.00,1.00,0.00,3.00,0.00,0.00,4177.98,52.10
0.03,7378.00,13.00,1.00,0.00,4.00,0.00,0.00,5316.49,47.56
0.04,7374.00,16.00,1.00,0.00,5.00,0.00,0.00,6355.87,43.42
0.05,7370.00,20.00,1.00,0.00,5.00,0.00,0.00,7304.74,39.64
0.06,7366.00,23.00,2.00,0.00,4.00,1.00,0.00,9673.30,51.21
0.06,7359.00,30.00,1.00,1.00,4.00,1.00,0.00,10333.30,61.77
0.07,7356.00,33.00,1.00,1.00,4.00,1.00,0.00,10935.83,71.42
0.08,7350.00,38.00,2.00,1.00,2.00,3.00,0.00,12988.21,110.27
0.08,7342.00,45.00,2.00,1.00,3.00,3.00,0.00,14861.87,145.74
0.09,7336.00,50.00,2.00,1.00,4.00,3.00,0.00,16572.38,178.11
0.10,7330.00,53.00,3.00,1.00,5.00,4.00,0.00,19636.27,222.70
0.10,7323.00,55.00,6.00,1.00,6.00,4.00,1.00,26940.30,263.40
0.11,7303.00,70.00,6.00,1.00,10.00,4.00,2.00,33608.33,300.56
0.12,7290.00,79.00,9.00,1.00,10.00,5.00,2.00,44202.67,349.50
0.12,7275.00,88.00,13.00,1.00,12.00,5.00,2.00,59883.75,394.18
0.13,7251.00,108.00,15.00,2.00,12.00,5.00,3.00,77204.01,434.97
0.14,7231.00,120.00,20.00,2.00,13.00,7.00,3.00,100527.66,502.26
0.15,7204.00,135.00,25.00,2.00,20.00,7.00,3.00,129331.95,563.69
0.15,7180.00,146.00,33.00,4.00,23.00,7.00,3.00,167646.57,619.77
0.16,7147.00,173.00,36.00,4.00,26.00,6.00,4.00,207131.86,655.94
