Time,U,AI1,AI2,AD,BI2,BI2,BD,VA,VB
0.00,7392.00,3.00,0.00,0.00,1.00,0.00,0.00,75.00,75.00
0.01,7390.00,5.00,0.00,0.00,1.00,0.00,0.00,68.52,68.47
0.01,7386.00,5.00,0.00,0.00,5.00,0.00,0.00,62.60,62.51
0.02,7382.00,7.00,0.00,0.00,7.00,0.00,0.00,57.19,57.06
0.03,7380.00,8.00,1.00,0.00,7.00,0.00,0.00,52.40,52.10
0.03,7380.00,8.00,1.00,0.00,7.00,0.00,0.00,48.02,47.56
0.04,7379.00,8.00,2.00,0.00,7.00,0.00,0.00,44.17,43.42
0.05,7378.00,7.00,3.00,0.00,8.00,0.00,0.00,40.81,39.64
0.06,7377.00,8.00,3.00,0.00,7.00,1.00,0.00,37.73,51.21
0.06,7376.00,8.00,3.00,0.00,8.00,1.00,0.00,34.92,61.77
0.07,7376.00,8.00,2.00,1.00,8.00,1.00,0.00,32.20,71.42
0.08,7375.00,8.00,2.00,1.00,9.00,1.00,0.00,29.72,80.22
0.08,7374.00,9.00,2.00,1.00,9.00,1.00,0.00,27.45,88.26
0.09,7372.00,9.00,2.00,1.00,11.00,1.00,0.00,25.38,95.60
0.10,7371.00,10.00,2.00,1.00,9.00,3.00,0.00,23.49,132.34
0.10,7368.00,11.00,2.00,1.00,10.00,4.00,0.00,21.76,180.91
0.11,7365.00,11.00,2.00,1.00,12.00,5.00,0.00,20.18,240.27
0.12,7365.00,10.00,3.00,1.00,12.00,5.00,0.00,18.89,294.47
0.12,7361.00,11.00,3.00,1.00,13.00,7.00,0.00,17.71,373.99
0.13,7357.00,11.00,3.00,1.00,17.00,7.00,0.00,16.63,446.58
0.14,7350.00,12.00,3.00,2.00,21.00,7.00,1.00,15.64,512.86
0.15,7346.00,13.00,2.00,3.00,24.00,7.00,1.00,14.59,573.36
0.15,7342.00,13.00,2.00,3.00,27.00,8.00,1.00,13.63,643.62
0.16,7338.00,13.00,2.00,3.00,30.00,8.00,2.00,12.75,707.76
0.17,7335.00,13.00,2.00,3.00,33.00,8.00,2.00,11.95,766.32
0.17,7332.00,12.00,3.00,3.00,36.00,8.00,2.00,11.37,819.78
0.18,7330.00,12.00,3.00,3.00,38.00,8.00,2.00,10.84,868.58
0.19,7330.00,12.00,3.00,3.00,38.00,8.00,2.00,10.35,913.13
0.19,7322.00,13.00,3.00,3.00,44.00,8.00,3.00,9.91,953.80
0.20,7319.00,12.00,4.00,3.00,45.00,10.00,3.00,9.65,1020.98
0.21,7315.00,12.00,4.00,3.00,47.00,12.00,3.00,9.42,1112.36
0.22,7310.00,12.00,4.00,3.00,50.00,14.00,3.00,9.21,1225.82
0.22,7299.00,12.00,4.00,3.00,56.00,19.00,3.00,9.01,1404.52
0.23,7293.00,12.00,3.00,4.00,61.00,19.00,4.00,8.68,1567.66
0.24,7286.00,12.00,3.00,4.00,66.00,20.00,5.00,8.38,1731.62
