Time,U,AI1,AI2,AD,BI2,BI2,BD,VA,VB
0.00,7395.00,1.00,0.00,0.00,0.00,0.00,0.00,75.00,75.00
0.01,7395.00,1.00,0.00,0.00,0.00,0.00,0.00,68.23,68.47
0.01,7391.00,4.00,0.00,0.00,1.00,0.00,0.00,62.07,62.51
0.02,7388.00,5.00,0.00,0.00,2.00,1.00,0.00,56.47,72.09
0.03,7387.00,6.00,0.00,0.00,2.00,1.00,0.00,51.37,80.83
0.03,7386.00,7.00,0.00,0.00,2.00,1.00,0.00,46.73,88.82
0.04,7383.00,9.00,0.00,0.00,2.00,2.00,0.00,42.51,111.13
0.05,7380.00,9.00,0.00,0.00,4.00,3.00,0.00,38.67,146.52
0.06,7378.00,8.00,1.00,0.00,6.00,3.00,0.00,1537.50,178.83
0.06,7375.00,7.00,2.00,0.00,9.00,3.00,0.00,4403.32,208.33
0.07,7374.00,7.00,3.00,0.00,9.00,3.00,0.00,8512.74,235.26
0.08,7371.00,9.00,3.00,0.00,10.00,3.00,0.00,12251.17,259.84
0.08,7366.00,12.00,3.00,0.00,12.00,3.00,0.00,15652.10,282.29
0.09,7361.00,15.00,3.00,0.00,12.00,4.00,1.00,18746.01,317.80
0.10,7359.00,16.00,4.00,0.00,12.00,4.00,1.00,23062.91,350.22
0.10,7354.00,15.00,6.00,0.00,16.00,3.00,2.00,29994.73,364.79
0.11,7350.00,18.00,7.00,0.00,16.00,3.00,2.00,37803.06,378.10
0.12,7344.00,19.00,7.00,0.00,21.00,3.00,2.00,44906.48,390.24
0.12,7335.00,23.00,9.00,0.00,23.00,3.00,3.00,54373.25,401.33
0.13,7329.00,28.00,9.00,0.00,23.00,4.00,3.00,62985.37,426.48
0.14,7324.00,30.00,8.00,2.00,25.00,4.00,3.00,69317.70,449.43
0.15,7318.00,32.00,10.00,2.00,26.00,5.00,3.00,78082.99,485.42
0.15,7310.00,36.00,9.00,3.00,30.00,4.00,4.00,84554.65,503.24
0.16,7304.00,38.00,11.00,3.00,30.00,6.00,4.00,93446.69,549.56
0.17,7300.00,39.00,12.00,3.00,32.00,6.00,4.00,103038.29,591.84
0.17,7293.00,41.00,13.00,3.00,35.00,6.00,5.00,113266.30,630.45
0.18,7284.00,46.00,13.00,3.00,39.00,5.00,6.00,122570.95,650.67
0.19,7278.00,47.00,14.00,3.00,43.00,5.00,6.00,132537.90,669.12
0.19,7272.00,51.00,14.00,3.00,44.00,6.00,6.00,141605.07,701.00
0.20,7266.00,52.00,15.00,3.00,47.00,7.00,6.00,151355.98,745.12
0.21,7259.00,52.00,16.00,5.00,49.00,9.00,6.00,161728.90,815.45
0.22,7256.00,52.00,17.00,6.00,49.00,10.00,6.00,172667.71,894.67
0.22,7251.00,54.00,18.00,6.00,48.00,13.00,6.00,184121.29,1012.07
0.23,7243.00,58.00,21.00,6.00,47.00,14.00,7.00,199047.82,1134.26
0.24,7236.00,58.00,23.00,6.00,52.00,13.00,8.00,215631.43,1230.80
0.24,7229.00,59.00,24.00,7.00,56.00,13.00,8.00,232220.22,1318.93
0.25,7219.00,65.00,24.00,7.00,58.00,15.00,8.00,247311.42,1429.43
0.26,7212.00,66.00,25.00,8.00,62.00,15.00,8.00,262542.53,1530.30
0.26,7201.00,70.00,25.00,9.00,67.00,16.00,8.00,276398.61,1637.42
0.27,7189.00,71.00,29.00,9.00,70.00,20.00,8.00,295013.04,1795.30
0.28,7179.00,76.00,30.00,9.00,72.00,22.00,8.00,313449.32,1969.48
0.28,7169.00,80.00,27.00,12.00,77.00,23.00,8.00,325714.28,2143.52
0.29,7162.00,82.00,26.00,13.00,81.00,24.00,8.00,335369.66,2317.43
0.30,7152.00,80.00,32.00,13.00,85.00,26.00,8.00,353167.27,2506.24
0.31,7140.00,85.00,33.00,13.00,89.00,28.00,8.00,370860.44,2708.65
0.31,7134.00,84.00,35.00,13.00,90.00,31.00,9.00,389960.96,2938.51
0.32,7116.00,86.00,36.00,14.00,102.00,32.00,10.00,408839.44,3163.38
0.33,7100.00,89.00,39.00,14.00,110.00,34.00,10.00,430520.54,3398.71
0.33,7084.00,94.00,41.00,14.00,113.00,40.00,10.00,453248.95,3703.69
0.34,7071.00,95.00,40.00,16.00,122.00,41.00,11.00,472423.18,3997.13
