Time,U,AI1,AI2,AD,BI2,BI2,BD,VA,VB
0.00,7394.00,1.00,0.00,0.00,1.00,0.00,0.00,75.00,75.00
0.01,7393.00,1.00,0.00,0.00,2.00,0.00,0.00,68.52,68.47
0.01,7391.00,2.00,0.00,0.00,3.00,0.00,0.00,62.60,62.51
0.02,7388.00,3.00,0.00,0.00,5.00,0.00,0.00,57.19,57.06
0.03,7386.00,3.00,1.00,0.00,6.00,0.00,0.00,53.75,52.10
0.03,7386.00,3.00,1.00,0.00,6.00,0.00,0.00,50.61,47.56
0.04,7385.00,4.00,1.00,0.00,6.00,0.00,0.00,47.74,43.42
0.05,7385.00,4.00,1.00,0.00,5.00,1.00,0.00,45.12,54.66
0.06,7384.00,4.00,1.00,0.00,6.00,1.00,0.00,42.72,64.92
0.06,7382.00,4.00,1.00,0.00,7.00,2.00,0.00,40.53,89.32
0.07,7381.00,5.00,1.00,0.00,7.00,2.00,0.00,38.53,111.59
0.08,7380.00,6.00,1.00,0.00,7.00,2.00,0.00,36.70,131.92
0.08,7379.00,6.00,1.00,0.00,8.00,2.00,0.00,35.03,150.48
0.09,7376.00,6.00,1.00,0.00,11.00,2.00,0.00,33.51,167.42
0.10,7375.00,6.00,1.00,0.00,12.00,2.00,0.00,32.12,182.89
0.10,7374.00,5.00,2.00,0.00,12.00,3.00,0.00,32.35,212.03
0.11,7369.00,7.00,2.00,0.00,15.00,3.00,0.00,32.56,238.64
0.12,7368.00,7.00,2.00,0.00,15.00,4.00,0.00,32.75,277.95
0.12,7366.00,7.00,2.00,0.00,17.00,4.00,0.00,32.92,313.84
0.13,7364.00,8.00,2.00,0.00,18.00,4.00,0.00,33.08,346.60
0.14,7363.00,7.00,4.00,0.00,16.00,6.00,0.00,36.23,406.56
0.15,7362.00,7.00,4.00,0.00,16.00,6.00,1.00,39.11,461.30
0.15,7358.00,7.00,4.00,0.00,20.00,6.00,1.00,41.74,511.27
0.16,7353.00,7.00,4.00,0.00,25.00,6.00,1.00,44.14,556.89
0.17,7349.00,8.00,4.00,0.00,27.00,7.00,1.00,46.34,613.56
0.17,7346.00,8.00,4.00,0.00,29.00,8.00,1.00,48.34,680.32
0.18,7341.00,9.00,4.00,0.00,33.00,8.00,1.00,50.18,741.26
0.19,7339.00,8.00,5.00,0.00,35.00,8.00,1.00,53.35,796.90
0.19,7332.00,10.00,5.00,0.00,39.00,8.00,2.00,56.25,847.70
0.20,7326.00,10.00,5.00,0.00,43.00,10.00,2.00,58.90,924.11
0.21,7322.00,11.00,4.00,1.00,45.00,8.00,5.00,59.82,963.83
0.22,7316.00,11.00,4.00,1.00,48.00,10.00,6.00,60.66,1030.14
0.22,7310.00,12.00,4.00,1.00,52.00,10.00,7.00,61.43,1090.67
0.23,7307.00,13.00,4.00,1.00,53.00,10.00,8.00,62.13,1145.93
0.24,7303.00,13.00,3.00,2.00,55.00,12.00,8.00,61.27,1226.42
0.24,7299.00,14.00,3.00,2.00,56.00,13.00,9.00,60.48,1314.93
0.25,7293.00,14.00,4.00,2.00,60.00,13.00,10.00,61.27,1395.73
0.26,7285.00,14.00,4.00,2.00,67.00,14.00,10.00,61.98,1484.52
0.26,7279.00,14.00,4.00,2.00,72.00,15.00,10.00,62.64,1580.60
0.27,7269.00,16.00,4.00,2.00,80.00,15.00,10.00,63.23,1668.32
0.28,7262.00,15.00,5.00,2.00,83.00,19.00,10.00,65.28,1808.49
0.28,7254.00,15.00,5.00,2.00,91.00,18.00,11.00,67.15,1921.43
0.29,7249.00,14.00,6.00,2.00,91.00,23.00,11.00,70.36,2099.65
0.30,7245.00,14.00,6.00,2.00,90.00,28.00,11.00,73.30,2337.47
0.31,7237.00,14.00,7.00,2.00,93.00,31.00,12.00,77.48,2599.65
0.31,7225.00,16.00,7.00,2.00,101.00,33.00,12.00,81.30,2869.04
0.32,7214.00,17.00,8.00,2.00,104.00,37.00,14.00,86.29,3175.07
0.33,7200.00,17.00,8.00,3.00,115.00,39.00,14.00,90.86,3484.50
0.33,7192.00,17.00,9.00,3.00,116.00,45.00,14.00,96.53,3857.13
0.34,7179.00,16.00,11.00,3.00,126.00,47.00,14.00,104.71,4227.35
0.35,7166.00,17.00,12.00,3.00,137.00,47.00,14.00,113.69,4565.34
0.35,7154.00,18.00,12.00,3.00,145.00,48.00,16.00,121.90,4888.92
0.36,7141.00,20.00,11.00,4.00,150.00,54.00,16.00,127.89,5274.46
0.37,7131.00,20.00,11.00,4.00,154.00,60.00,16.00,133.36,5716.57
0.38,7117.00,20.00,11.00,5.00,162.00,65.00,16.00,138.36,6195.29
0.38,7105.00,19.00,12.00,5.00,170.00,69.00,16.00,144.44,6692.43
0.39,7088.00,22.00,12.00,5.00,181.00,71.00,17.00,149.98,7176.32
0.40,7076.00,22.00,12.00,5.00,189.00,72.00,20.00,155.05,7633.10
0.40,7062.00,23.00,12.00,5.00,195.00,79.00,20.00,159.68,8155.27
0.41,7041.00,22.00,12.00,6.00,211.00,84.00,20.00,163.91,8707.08
0.42,7022.00,21.00,14.00,6.00,216.00,95.00,22.00,170.78,9376.10
0.42,6997.00,22.00,16.00,6.00,237.00,94.00,24.00,180.06,9971.84
0.43,6976.00,24.00,16.00,6.00,250.00,99.00,25.00,188.54,10590.82
0.44,6954.00,24.00,17.00,7.00,258.00,106.00,30.00,197.79,11261.07
0.44,6936.00,25.00,17.00,7.00,274.00,105.00,32.00,206.24,11857.93
0.45,6911.00,29.00,18.00,7.00,287.00,110.00,34.00,215.46,12477.93
0.46,6893.00,29.00,19.00,7.00,295.00,116.00,37.00,225.38,13134.08
0.47,6873.00,28.00,20.00,7.00,308.00,118.00,42.00,235.96,13763.15
0.47,6860.00,27.00,21.00,8.00,311.00,126.00,43.00,247.12,14457.62
0.48,6842.00,27.00,21.00,8.00,323.00,132.00,43.00,257.31,15181.76
