Time,U,AI1,AI2,AD,BI2,BI2,BD,VA,VB
0.00,7393.00,3.00,0.00,0.00,0.00,0.00,0.00,75.00,75.00
0.01,7391.00,2.00,1.00,0.00,2.00,0.00,0.00,218.46,68.47
0.01,7388.00,3.00,1.00,0.00,4.00,0.00,0.00,348.97,62.51
0.02,7387.00,3.00,1.00,0.00,4.00,1.00,0.00,467.70,72.09
0.03,7383.00,5.00,1.00,0.00,6.00,1.00,0.00,575.71,80.83
0.03,7380.00,8.00,0.00,1.00,5.00,2.00,0.00,523.73,103.84
0.04,7380.00,8.00,0.00,1.00,5.00,2.00,0.00,476.45,124.85
0.05,7373.00,11.00,0.00,1.00,9.00,2.00,0.00,433.44,144.02
0.06,7372.00,12.00,0.00,1.00,9.00,2.00,0.00,394.31,161.53
0.06,7368.00,13.00,0.00,1.00,12.00,2.00,0.00,358.71,177.51
0.07,7365.00,12.00,1.00,1.00,15.00,2.00,0.00,476.56,192.10
0.08,7364.00,12.00,1.00,1.00,15.00,3.00,0.00,583.77,220.44
0.08,7364.00,11.00,2.00,1.00,15.00,3.00,0.00,831.53,246.31
0.09,7360.00,13.00,2.00,1.00,16.00,4.00,0.00,1056.92,284.96
0.10,7357.00,15.00,3.00,1.00,16.00,4.00,0.00,1412.20,320.24
0.10,7356.00,15.00,4.00,1.00,16.00,4.00,0.00,1885.64,352.45
0.11,7352.00,16.00,3.00,2.00,19.00,4.00,0.00,2166.10,381.85
0.12,7345.00,19.00,4.00,2.00,22.00,4.00,0.00,2571.47,408.69
0.12,7342.00,20.00,5.00,2.00,23.00,4.00,0.00,3090.48,433.20
0.13,7338.00,22.00,6.00,2.00,24.00,4.00,0.00,3712.87,455.57
0.14,7337.00,23.00,6.00,2.00,24.00,4.00,0.00,4279.07,475.99
0.15,7331.00,25.00,8.00,2.00,26.00,4.00,0.00,5094.61,494.64
0.15,7323.00,31.00,8.00,2.00,28.00,4.00,0.00,5836.53,511.66
0.16,7317.00,34.00,7.00,3.00,31.00,4.00,0.00,6361.24,527.20
0.17,7310.00,36.00,10.00,3.00,33.00,4.00,0.00,7289.28,541.38
0.17,7307.00,37.00,11.00,3.00,34.00,4.00,0.00,8283.76,554.33
0.18,7298.00,40.00,13.00,3.00,37.00,5.00,0.00,9488.93,581.18
0.19,7293.00,42.00,15.00,3.00,37.00,6.00,0.00,10885.76,620.71
0.19,7280.00,50.00,16.00,3.00,41.00,6.00,0.00,12306.72,656.80
0.20,7275.00,54.00,16.00,3.00,41.00,7.00,0.00,13599.40,704.77
0.21,7269.00,56.00,16.00,4.00,41.00,10.00,0.00,14775.38,793.64
0.22,7262.00,58.00,18.00,4.00,43.00,11.00,0.00,16145.65,889.78
0.22,7253.00,61.00,20.00,4.00,47.00,11.00,0.00,17692.69,977.56
0.23,7243.00,61.00,24.00,5.00,51.00,11.00,1.00,19700.98,1057.69
0.24,7228.00,65.00,27.00,6.00,58.00,11.00,1.00,21978.67,1130.85
0.24,7224.00,67.00,28.00,7.00,57.00,12.00,1.00,24200.96,1212.65
0.25,7213.00,73.00,30.00,7.00,60.00,12.00,1.00,26523.09,1287.34
0.26,7197.00,79.00,32.00,8.00,67.00,12.00,1.00,28936.05,1355.52
0.26,7183.00,85.00,34.00,9.00,71.00,13.00,1.00,31431.63,1432.79
0.27,7175.00,89.00,35.00,9.00,73.00,14.00,1.00,33852.15,1518.35
0.28,7168.00,87.00,36.00,11.00,77.00,16.00,1.00,36204.39,1626.51
0.28,7157.00,93.00,37.00,12.00,78.00,17.00,2.00,38494.49,1740.27
0.29,7144.00,102.00,38.00,12.00,77.00,21.00,2.00,40728.09,1904.22
0.30,7134.00,105.00,40.00,12.00,79.00,24.00,2.00,43060.50,2098.96
0.31,7126.00,106.00,43.00,12.00,82.00,25.00,2.00,45633.04,2291.77
0.31,7113.00,110.00,44.00,12.00,87.00,26.00,4.00,48123.57,2482.82
0.32,7099.00,113.00,47.00,13.00,93.00,26.00,5.00,50839.96,2657.22
0.33,7086.00,115.00,54.00,14.00,92.00,29.00,6.00,54362.73,2861.51
0.33,7070.00,123.00,54.00,14.00,97.00,31.00,7.00,57567.48,3078.06
0.34,7059.00,120.00,61.00,15.00,101.00,32.00,8.00,61534.53,3290.78
0.35,7042.00,131.00,63.00,15.00,103.00,32.00,10.00,65443.90,3484.97
0.35,7031.00,133.00,67.00,16.00,104.00,34.00,11.00,69601.27,3692.30
0.36,7017.00,136.00,70.00,17.00,109.00,36.00,11.00,73834.02,3911.62
0.37,6997.00,144.00,72.00,18.00,111.00,43.00,11.00,77985.11,4217.01
0.38,6974.00,161.00,73.00,18.00,113.00,45.00,12.00,81911.67,4525.85
0.38,6953.00,165.00,76.00,20.00,123.00,47.00,12.00,85934.45,4837.84
0.39,6933.00,168.00,82.00,21.00,127.00,52.00,13.00,90495.45,5197.78
0.40,6911.00,170.00,89.00,21.00,138.00,53.00,14.00,95696.31,5541.41
0.40,6894.00,171.00,93.00,23.00,144.00,54.00,17.00,101028.58,5870.13
0.41,6864.00,186.00,94.00,24.00,149.00,60.00,19.00,106029.69,6260.37
0.42,6848.00,191.00,96.00,26.00,150.00,64.00,21.00,110879.78,6676.72
0.42,6835.00,193.00,100.00,29.00,151.00,65.00,23.00,115892.93,7071.85
0.43,6819.00,199.00,103.00,31.00,152.00,67.00,25.00,120904.21,7462.61
0.44,6800.00,199.00,108.00,32.00,160.00,70.00,27.00,126214.23,7864.41
0.44,6783.00,202.00,113.00,34.00,162.00,74.00,28.00,131796.03,8291.32
0.45,6752.00,215.00,118.00,36.00,164.00,82.00,29.00,137625.08,8801.24
0.46,6720.00,226.00,123.00,39.00,171.00,86.00,31.00,143679.05,9326.85
0.47,6693.00,231.00,128.00,41.00,181.00,88.00,34.00,149937.64,9836.74
0.47,6676.00,233.00,134.00,42.00,184.00,90.00,37.00,156532.60,10332.28
0.48,6649.00,240.00,137.00,45.00,192.00,94.00,39.00,162982.88,10844.76
0.49,6618.00,243.00,142.00,50.00,203.00,101.00,39.00,169602.00,11417.78
0.49,6592.00,256.00,142.00,51.00,211.00,104.00,40.00,175623.56,11985.97
0.50,6568.00,261.00,144.00,55.00,217.00,106.00,45.00,181401.97,12534.73
0.51,6541.00,266.00,151.00,58.00,225.00,108.00,47.00,187710.34,13065.75
0.51,6505.00,276.00,157.00,59.00,230.00,117.00,52.00,194350.59,13685.75
0.52,6474.00,287.00,162.00,59.00,238.00,122.00,54.00,201142.53,14326.87
0.53,6444.00,292.00,167.00,60.00,248.00,129.00,56.00,208072.46,15017.32
0.53,6408.00,299.00,178.00,61.00,262.00,129.00,59.00,216029.32,15647.66
0.54,6380.00,297.00,188.00,65.00,270.00,134.00,62.00,224770.17,16298.22
0.55,6343.00,305.00,197.00,66.00,282.00,138.00,65.00,234074.00,16952.23
0.56,6313.00,308.00,208.00,67.00,285.00,148.00,67.00,244190.44,17699.52
0.56,6272.00,324.00,214.00,69.00,293.00,152.00,72.00,254294.98,18441.83
0.57,6243.00,325.00,227.00,73.00,297.00,156.00,75.00,265440.31,19179.60
0.58,6210.00,330.00,233.00,77.00,307.00,159.00,80.00,276480.85,19898.19
0.58,6173.00,334.00,244.00,80.00,315.00,170.00,80.00,288177.22,20719.47
0.59,6134.00,342.00,253.00,84.00,324.00,177.00,82.00,300169.75,21574.39
0.60,6095.00,355.00,256.00,86.00,339.00,179.00,86.00,311530.32,22384.92
0.60,6059.00,360.00,269.00,87.00,344.00,187.00,90.00,323818.29,23245.05
0.61,6036.00,360.00,277.00,89.00,343.00,198.00,93.00,336198.78,24195.55
0.62,6000.00,370.00,280.00,93.00,351.00,208.00,94.00,347912.28,25213.51
0.62,5951.00,383.00,290.00,98.00,364.00,214.00,96.00,360070.62,26232.96
0.63,5901.00,400.00,292.00,104.00,378.00,222.00,99.00,371431.80,27283.84
0.64,5876.00,396.00,300.00,107.00,383.00,233.00,101.00,382969.17,28408.46
0.65,5845.00,395.00,310.00,113.00,391.00,241.00,101.00,394967.28,29555.33
0.65,5814.00,398.00,319.00,116.00,390.00,250.00,109.00,407234.31,30737.56
0.66,5772.00,416.00,321.00,120.00,399.00,256.00,112.00,418694.37,31906.97
0.67,5728.00,421.00,332.00,125.00,412.00,263.00,115.00,430772.38,33079.72
0.67,5676.00,432.00,338.00,129.00,436.00,265.00,120.00,442661.40,34180.40
0.68,5629.00,445.00,344.00,130.00,446.00,273.00,129.00,454378.50,35305.42
0.69,5578.00,452.00,358.00,135.00,460.00,280.00,133.00,467141.04,36437.64
0.69,5540.00,458.00,365.00,141.00,466.00,289.00,137.00,479803.02,37606.48
0.70,5508.00,461.00,372.00,147.00,466.00,301.00,141.00,492373.53,38853.82
0.71,5471.00,465.00,379.00,153.00,476.00,308.00,144.00,504860.83,40097.71
0.72,5424.00,465.00,391.00,156.00,497.00,313.00,150.00,518023.57,41308.39
0.72,5375.00,462.00,404.00,161.00,515.00,327.00,152.00,531951.02,42623.99
0.73,5337.00,471.00,414.00,162.00,518.00,341.00,153.00,546123.44,44035.35
0.74,5302.00,468.00,428.00,164.00,517.00,358.00,159.00,561119.64,45579.20
0.74,5262.00,476.00,437.00,165.00,520.00,374.00,162.00,576114.10,47229.00
0.75,5218.00,473.00,454.00,169.00,532.00,384.00,166.00,592308.83,48885.36
0.76,5171.00,478.00,465.00,173.00,542.00,395.00,172.00,608694.08,50562.76
0.76,5132.00,479.00,477.00,175.00,554.00,403.00,176.00,625402.89,52214.27
0.77,5074.00,491.00,488.00,181.00,567.00,414.00,181.00,642255.80,53887.24
0.78,5022.00,508.00,492.00,184.00,580.00,421.00,189.00,658188.19,55519.69
0.78,4981.00,516.00,503.00,188.00,580.00,434.00,194.00,674334.79,57205.29
0.79,4916.00,535.00,511.00,192.00,599.00,444.00,199.00,690225.56,58894.35
0.80,4870.00,539.00,521.00,196.00,609.00,457.00,204.00,706184.06,60631.63
0.81,4815.00,550.00,526.00,204.00,621.00,473.00,207.00,721453.02,62458.01
0.81,4764.00,554.00,534.00,209.00,634.00,490.00,211.00,736545.38,64380.75
0.82,4707.00,566.00,545.00,213.00,653.00,494.00,218.00,751927.78,66196.15
0.83,4651.00,573.00,553.00,220.00,665.00,514.00,220.00,767123.35,68153.94
0.83,4610.00,570.00,571.00,222.00,672.00,527.00,224.00,783651.25,70136.55
0.84,4562.00,576.00,586.00,226.00,670.00,548.00,228.00,800940.52,72262.02
