Time,U,AI1,AI2,AD,BI2,BI2,BD,VA,VB
0.00,7393.00,1.00,0.00,0.00,2.00,0.00,0.00,75.00,75.00
0.01,7392.00,2.00,0.00,0.00,2.00,0.00,0.00,68.23,68.47
0.01,7390.00,4.00,0.00,0.00,2.00,0.00,0.00,62.07,62.51
0.02,7389.00,5.00,0.00,0.00,2.00,0.00,0.00,56.47,57.06
0.03,7387.00,6.00,0.00,0.00,3.00,0.00,0.00,51.37,52.10
0.03,7387.00,6.00,0.00,0.00,3.00,0.00,0.00,46.73,47.56
0.04,7385.00,7.00,0.00,0.00,4.00,0.00,0.00,42.51,43.42
0.05,7384.00,8.00,0.00,0.00,4.00,0.00,0.00,38.67,39.64
0.06,7384.00,8.00,0.00,0.00,4.00,0.00,0.00,35.18,36.19
0.06,7383.00,8.00,0.00,0.00,5.00,0.00,0.00,32.01,33.03
0.07,7383.00,8.00,0.00,0.00,5.00,0.00,0.00,29.12,30.16
0.08,7383.00,8.00,0.00,0.00,5.00,0.00,0.00,26.49,27.53
0.08,7382.00,8.00,0.00,0.00,6.00,0.00,0.00,24.10,25.13
0.09,7382.00,7.00,1.00,0.00,6.00,0.00,0.00,23.42,22.95
0.10,7382.00,7.00,1.00,0.00,6.00,0.00,0.00,22.81,20.95
0.10,7382.00,6.00,2.00,0.00,6.00,0.00,0.00,23.76,19.12
0.11,7382.00,5.00,3.00,0.00,6.00,0.00,0.00,26.12,17.46
0.12,7381.00,6.00,3.00,0.00,6.00,0.00,0.00,28.27,15.94
0.12,7380.00,7.00,3.00,0.00,6.00,0.00,0.00,30.22,14.55
0.13,7379.00,8.00,3.00,0.00,6.00,0.00,0.00,32.00,13.28
0.14,7379.00,7.00,3.00,1.00,6.00,0.00,0.00,33.62,12.13
0.15,7379.00,7.00,3.00,1.00,6.00,0.00,0.00,35.09,11.07
0.15,7379.00,7.00,3.00,1.00,6.00,0.00,0.00,36.43,10.11
0.16,7379.00,7.00,3.00,1.00,6.00,0.00,0.00,37.65,9.23
0.17,7379.00,7.00,2.00,2.00,6.00,0.00,0.00,37.25,8.42
0.17,7379.00,7.00,2.00,2.00,6.00,0.00,0.00,36.90,7.69
0.18,7379.00,7.00,2.00,2.00,6.00,0.00,0.00,36.57,7.02
0.19,7379.00,7.00,2.00,2.00,6.00,0.00,0.00,36.27,6.41
0.19,7379.00,7.00,2.00,2.00,6.00,0.00,0.00,36.00,5.85
0.20,7379.00,6.00,3.00,2.00,6.00,0.00,0.00,37.26,5.34
0.21,7378.00,7.00,3.00,2.00,6.00,0.00,0.00,38.40,4.88
0.22,7378.00,7.00,2.00,3.00,6.00,0.00,0.00,37.94,4.45
0.22,7378.00,7.00,1.00,4.00,6.00,0.00,0.00,36.02,4.06
0.23,7378.00,7.00,1.00,4.00,6.00,0.00,0.00,34.27,3.71
