Time,U,AI1,AI2,AD,BI2,BI2,BD,VA,VB
0.00,7395.00,0.00,0.00,0.00,1.00,0.00,0.00,75.00,75.00
0.01,7394.00,0.00,0.00,0.00,2.00,0.00,0.00,68.23,68.47
0.01,7392.00,2.00,0.00,0.00,2.00,0.00,0.00,62.07,62.51
0.02,7391.00,2.00,0.00,0.00,3.00,0.00,0.00,56.47,57.06
0.03,7389.00,3.00,0.00,0.00,3.00,1.00,0.00,51.37,67.12
0.03,7388.00,4.00,0.00,0.00,3.00,1.00,0.00,46.73,76.30
0.04,7384.00,5.00,0.00,0.00,6.00,1.00,0.00,42.51,84.68
0.05,7383.00,5.00,0.00,0.00,7.00,1.00,0.00,38.67,92.33
0.06,7382.00,5.00,0.00,0.00,7.00,2.00,0.00,35.18,114.33
0.06,7381.00,5.00,1.00,0.00,7.00,2.00,0.00,33.51,134.42
0.07,7378.00,6.00,1.00,0.00,9.00,2.00,0.00,31.99,152.77
0.08,7377.00,6.00,0.00,1.00,10.00,2.00,0.00,29.10,169.51
0.08,7375.00,6.00,0.00,1.00,11.00,3.00,0.00,26.47,199.82
0.09,7373.00,6.00,0.00,1.00,12.00,4.00,0.00,24.08,242.51
0.10,7371.00,7.00,0.00,1.00,13.00,3.00,1.00,21.91,266.46
0.10,7369.00,7.00,0.00,1.00,15.00,2.00,2.00,19.93,273.31
0.11,7368.00,7.00,0.00,1.00,16.00,2.00,2.00,18.13,279.56
0.12,7367.00,7.00,0.00,1.00,15.00,4.00,2.00,16.49,315.31
0.12,7365.00,7.00,0.00,1.00,17.00,4.00,2.00,15.00,347.94
0.13,7362.00,8.00,0.00,1.00,19.00,4.00,2.00,13.65,377.74
0.14,7361.00,7.00,1.00,1.00,19.00,5.00,2.00,13.92,419.96
0.15,7360.00,7.00,1.00,1.00,20.00,5.00,2.00,14.17,458.51
0.15,7358.00,7.00,1.00,1.00,22.00,5.00,2.00,14.39,493.70
0.16,7354.00,7.00,1.00,1.00,25.00,6.00,2.00,14.59,540.85
0.17,7353.00,7.00,1.00,1.00,26.00,6.00,2.00,14.78,583.89
0.17,7348.00,6.00,2.00,1.00,31.00,5.00,3.00,16.45,608.16
0.18,7344.00,5.00,3.00,1.00,33.00,7.00,3.00,19.47,660.37
0.19,7342.00,5.00,3.00,1.00,33.00,9.00,3.00,22.22,738.08
0.19,7339.00,5.00,3.00,1.00,36.00,9.00,3.00,24.72,809.02
0.20,7333.00,5.00,2.00,2.00,42.00,8.00,4.00,25.49,858.75
0.21,7329.00,5.00,2.00,2.00,44.00,10.00,4.00,26.20,934.21
0.22,7323.00,6.00,2.00,2.00,48.00,11.00,4.00,26.84,1018.12
0.22,7318.00,6.00,2.00,2.00,53.00,11.00,4.00,27.42,1094.72
0.23,7312.00,6.00,2.00,2.00,56.00,14.00,4.00,27.95,1209.72
0.24,7305.00,6.00,2.00,2.00,59.00,17.00,5.00,28.43,1359.77
0.24,7300.00,6.00,2.00,2.00,62.00,18.00,6.00,28.87,1511.79
0.25,7294.00,6.00,2.00,2.00,67.00,18.00,7.00,29.27,1650.56
0.26,7288.00,6.00,2.00,2.00,73.00,18.00,7.00,29.63,1777.25
0.26,7275.00,6.00,2.00,2.00,84.00,18.00,9.00,29.96,1892.91
0.27,7267.00,5.00,3.00,2.00,89.00,21.00,9.00,31.76,2043.57
0.28,7253.00,5.00,3.00,2.00,98.00,26.00,9.00,33.40,2256.23
0.28,7241.00,6.00,3.00,2.00,106.00,29.00,9.00,34.89,2495.44
0.29,7237.00,6.00,3.00,2.00,105.00,33.00,10.00,36.25,2773.91
0.30,7230.00,6.00,3.00,2.00,110.00,35.00,10.00,37.48,3058.17
0.31,7219.00,6.00,3.00,2.00,115.00,39.00,12.00,38.61,3377.78
0.31,7205.00,5.00,4.00,2.00,127.00,38.00,15.00,41.13,3654.54
0.32,7195.00,5.00,4.00,2.00,136.00,39.00,15.00,43.43,3922.22
0.33,7179.00,5.00,4.00,2.00,149.00,40.00,17.00,45.52,4181.61
0.33,7162.00,5.00,4.00,2.00,160.00,46.00,17.00,47.42,4508.56
0.34,7149.00,5.00,4.00,2.00,169.00,49.00,18.00,49.14,4852.10
0.35,7130.00,5.00,4.00,2.00,183.00,53.00,19.00,50.72,5225.83
0.35,7117.00,5.00,4.00,2.00,191.00,58.00,19.00,52.15,5642.12
0.36,7102.00,6.00,4.00,2.00,201.00,61.00,20.00,53.45,6067.24
0.37,7089.00,6.00,4.00,2.00,205.00,70.00,20.00,54.63,6590.55
0.38,7075.00,5.00,5.00,2.00,208.00,80.00,21.00,57.21,7218.52
0.38,7052.00,5.00,5.00,2.00,225.00,83.00,24.00,59.56,7836.88
0.39,7039.00,5.00,5.00,2.00,227.00,93.00,25.00,61.69,8551.63
0.40,7028.00,5.00,5.00,2.00,234.00,96.00,26.00,63.64,9249.21
