Time,U,AI1,AI2,AD,BI2,BI2,BD,VA,VB
0.00,7395.00,1.00,0.00,0.00,0.00,0.00,0.00,75.00,75.00
0.01,7393.00,3.00,0.00,0.00,0.00,0.00,0.00,68.23,68.47
0.01,7392.00,4.00,0.00,0.00,0.00,0.00,0.00,62.07,62.51
0.02,7392.00,4.00,0.00,0.00,0.00,0.00,0.00,56.47,57.06
0.03,7391.00,5.00,0.00,0.00,0.00,0.00,0.00,51.37,52.10
0.03,7388.00,6.00,0.00,0.00,2.00,0.00,0.00,46.73,47.56
0.04,7387.00,7.00,0.00,0.00,2.00,0.00,0.00,42.51,43.42
0.05,7386.00,6.00,2.00,0.00,1.00,1.00,0.00,339.14,54.66
0.06,7386.00,6.00,2.00,0.00,1.00,1.00,0.00,608.98,64.92
0.06,7383.00,8.00,2.00,0.00,2.00,1.00,0.00,854.47,74.29
0.07,7380.00,11.00,2.00,0.00,2.00,1.00,0.00,1077.79,82.85
0.08,7377.00,14.00,2.00,0.00,2.00,1.00,0.00,1280.95,90.66
0.08,7376.00,13.00,3.00,0.00,3.00,1.00,0.00,1616.01,97.79
0.09,7376.00,13.00,2.00,1.00,3.00,0.00,1.00,1770.58,89.27
0.10,7371.00,15.00,3.00,1.00,5.00,0.00,1.00,2061.43,81.50
0.10,7368.00,17.00,4.00,1.00,5.00,0.00,1.00,2476.25,74.40
0.11,7367.00,14.00,8.00,1.00,5.00,0.00,1.00,3454.55,67.92
0.12,7365.00,16.00,7.00,2.00,5.00,0.00,1.00,4194.30,62.01
0.12,7360.00,20.00,7.00,2.00,6.00,0.00,1.00,4867.27,56.61
0.13,7351.00,29.00,6.00,3.00,6.00,0.00,1.00,5329.25,51.68
0.14,7344.00,34.00,7.00,3.00,7.00,0.00,1.00,5899.76,47.18
0.15,7342.00,35.00,7.00,4.00,7.00,0.00,1.00,6418.76,43.07
0.15,7339.00,35.00,9.00,4.00,8.00,0.00,1.00,7191.37,39.32
0.16,7334.00,38.00,9.00,4.00,10.00,0.00,1.00,7894.23,35.90
0.17,7329.00,43.00,9.00,4.00,8.00,1.00,2.00,8533.64,47.79
0.17,7326.00,45.00,10.00,4.00,8.00,1.00,2.00,9265.56,58.66
0.18,7322.00,48.00,10.00,4.00,9.00,1.00,2.00,9931.40,68.57
0.19,7316.00,51.00,12.00,4.00,10.00,1.00,2.00,10837.59,77.62
0.19,7310.00,53.00,15.00,4.00,10.00,2.00,2.00,12112.67,100.91
0.20,7308.00,52.00,17.00,4.00,11.00,2.00,2.00,13573.09,122.17
0.21,7299.00,59.00,18.00,4.00,12.00,2.00,2.00,15051.91,141.58
0.22,7292.00,62.00,19.00,5.00,14.00,2.00,2.00,16547.45,159.30
0.22,7287.00,65.00,21.00,5.00,13.00,2.00,3.00,18208.44,175.47
0.23,7280.00,68.00,22.00,6.00,15.00,2.00,3.00,19869.72,190.24
0.24,7278.00,69.00,23.00,6.00,15.00,2.00,3.00,21531.24,203.72
0.24,7271.00,73.00,24.00,6.00,17.00,2.00,3.00,23193.00,216.03
0.25,7265.00,79.00,23.00,7.00,16.00,2.00,4.00,24554.51,227.26
