Time,U,AI1,AI2,AD,BI2,BI2,BD,VA,VB
0.00,7394.00,1.00,0.00,0.00,1.00,0.00,0.00,75.00,75.00
0.01,7393.00,1.00,0.00,0.00,2.00,0.00,0.00,68.52,68.47
0.01,7393.00,1.00,0.00,0.00,2.00,0.00,0.00,62.60,62.51
0.02,7392.00,2.00,0.00,0.00,2.00,0.00,0.00,57.19,57.06
0.03,7390.00,2.00,0.00,0.00,3.00,1.00,0.00,52.25,67.12
0.03,7388.00,3.00,0.00,0.00,4.00,1.00,0.00,47.73,76.30
0.04,7386.00,4.00,0.00,0.00,4.00,2.00,0.00,43.61,99.70
0.05,7385.00,5.00,0.00,0.00,4.00,2.00,0.00,39.84,121.06
0.06,7383.00,6.00,0.00,0.00,5.00,2.00,0.00,36.40,140.57
0.06,7382.00,7.00,0.00,0.00,5.00,2.00,0.00,33.25,158.38
0.07,7380.00,8.00,0.00,0.00,6.00,2.00,0.00,30.38,174.63
0.08,7379.00,8.00,0.00,0.00,7.00,2.00,0.00,27.75,189.47
0.08,7377.00,9.00,0.00,0.00,7.00,2.00,1.00,25.36,203.02
0.09,7376.00,8.00,1.00,0.00,8.00,2.00,1.00,1525.48,215.39
0.10,7359.00,18.00,3.00,0.00,13.00,2.00,1.00,5900.61,226.68
0.10,7326.00,49.00,5.00,0.00,13.00,2.00,1.00,12902.32,236.99
0.11,7289.00,82.00,8.00,0.00,13.00,3.00,1.00,23805.97,261.42
0.12,7231.00,137.00,10.00,0.00,14.00,3.00,1.00,36772.09,283.73
0.12,7171.00,188.00,14.00,1.00,18.00,3.00,1.00,54627.10,304.09
0.13,7121.00,229.00,22.00,1.00,18.00,4.00,1.00,82957.81,337.70
0.14,7050.00,289.00,30.00,3.00,18.00,5.00,1.00,120859.04,383.41
0.15,6943.00,383.00,42.00,4.00,18.00,5.00,1.00,173513.09,425.14
0.15,6820.00,490.00,54.00,5.00,20.00,6.00,1.00,239645.19,478.26
0.16,6683.00,606.00,73.00,6.00,21.00,6.00,1.00,328606.94,526.76
0.17,6534.00,735.00,92.00,6.00,21.00,7.00,1.00,438425.70,586.05
0.17,6336.00,903.00,118.00,8.00,22.00,6.00,3.00,577815.43,625.16
0.18,6124.00,1088.00,143.00,9.00,23.00,6.00,3.00,742718.70,660.86
0.19,5858.00,1319.00,172.00,11.00,27.00,6.00,3.00,936940.18,693.45
0.19,5599.00,1534.00,211.00,15.00,27.00,7.00,3.00,1172969.70,738.23
0.20,5254.00,1824.00,261.00,19.00,25.00,10.00,3.00,1463720.18,824.18
0.21,4920.00,2105.00,310.00,23.00,22.00,13.00,3.00,1802961.00,947.72
0.22,4583.00,2374.00,370.00,28.00,25.00,13.00,3.00,2203027.69,1060.49
0.22,4176.00,2710.00,429.00,36.00,28.00,14.00,3.00,2657162.12,1178.47
0.23,3811.00,2993.00,502.00,40.00,31.00,15.00,4.00,3181724.82,1301.20
0.24,3465.00,3263.00,567.00,46.00,36.00,15.00,4.00,3758611.77,1413.25
0.24,3152.00,3482.00,657.00,49.00,36.00,16.00,4.00,4420859.58,1530.56
0.25,2846.00,3683.00,756.00,54.00,36.00,17.00,4.00,5174613.24,1652.68
0.26,2573.00,3838.00,870.00,58.00,34.00,18.00,5.00,6034500.71,1779.18
0.26,2251.00,4051.00,967.00,70.00,32.00,20.00,5.00,6965811.87,1924.72
0.27,1958.00,4235.00,1062.00,81.00,33.00,22.00,5.00,7959370.57,2087.63
0.28,1712.00,4349.00,1182.00,90.00,36.00,22.00,5.00,9047355.97,2236.36
0.28,1443.00,4475.00,1310.00,100.00,41.00,21.00,6.00,10233627.40,2357.11
0.29,1184.00,4602.00,1435.00,107.00,39.00,22.00,7.00,11505185.29,2482.37
0.30,961.00,4694.00,1561.00,110.00,41.00,21.00,8.00,12856162.57,2581.70
0.31,742.00,4771.00,1694.00,115.00,44.00,20.00,10.00,14290212.98,2657.36
0.31,559.00,4808.00,1834.00,119.00,44.00,22.00,10.00,15810674.63,2756.48
0.32,377.00,4864.00,1952.00,126.00,43.00,24.00,10.00,17377029.94,2877.01
0.33,246.00,4860.00,2078.00,133.00,42.00,27.00,10.00,18997331.98,3032.12
0.33,122.00,4851.00,2203.00,140.00,43.00,25.00,12.00,20665416.93,3143.67
0.34,54.00,4796.00,2320.00,146.00,43.00,25.00,12.00,22365137.48,3245.51
0.35,27.00,4696.00,2440.00,151.00,43.00,26.00,13.00,24098267.14,3353.50
0.35,6.00,4587.00,2565.00,154.00,44.00,26.00,14.00,25869430.51,3452.10
0.36,1.00,4473.00,2679.00,158.00,43.00,27.00,15.00,27658815.85,3557.13
0.37,0.00,4334.00,2814.00,163.00,42.00,28.00,15.00,29496397.24,3668.03
0.38,0.00,4211.00,2931.00,169.00,42.00,28.00,15.00,31350968.50,3769.28
0.38,0.00,4087.00,3042.00,182.00,41.00,27.00,17.00,33212047.69,3846.69
0.39,0.00,3980.00,3143.00,188.00,41.00,27.00,17.00,35064049.46,3917.36
0.40,0.00,3864.00,3253.00,194.00,40.00,28.00,17.00,36921278.77,3996.90
0.40,0.00,3751.00,3357.00,203.00,40.00,27.00,18.00,38774270.19,4054.49
0.41,0.00,3642.00,3456.00,213.00,38.00,28.00,19.00,40615878.29,4122.09
0.42,0.00,3540.00,3553.00,218.00,37.00,29.00,19.00,42444082.04,4198.83
0.42,0.00,3443.00,3646.00,222.00,35.00,31.00,19.00,44254030.49,4298.93
0.43,0.00,3352.00,3732.00,227.00,33.00,33.00,19.00,46036784.88,4420.36
0.44,0.00,3273.00,3803.00,235.00,32.00,34.00,19.00,47772160.03,4546.23
0.44,0.00,3190.00,3877.00,244.00,32.00,34.00,19.00,49468757.00,4661.15
0.45,0.00,3096.00,3964.00,251.00,30.00,36.00,19.00,51149456.55,4796.11
0.46,0.00,2998.00,4051.00,262.00,30.00,36.00,19.00,52815632.42,4919.32
