Time,U,AI1,AI2,AD,BI2,BI2,BD,VA,VB
0.00,7393.00,1.00,0.00,0.00,2.00,0.00,0.00,75.00,75.00
0.01,7390.00,2.00,0.00,0.00,4.00,0.00,0.00,68.23,68.47
0.01,7390.00,2.00,0.00,0.00,4.00,0.00,0.00,62.07,62.51
0.02,7388.00,2.00,0.00,0.00,6.00,0.00,0.00,56.47,57.06
0.03,7387.00,2.00,0.00,0.00,6.00,1.00,0.00,51.37,67.12
0.03,7385.00,2.00,0.00,0.00,7.00,2.00,0.00,46.73,91.32
0.04,7385.00,2.00,0.00,0.00,7.00,2.00,0.00,42.51,113.41
0.05,7383.00,3.00,0.00,0.00,7.00,3.00,0.00,38.67,148.61
0.06,7379.00,4.00,0.00,0.00,10.00,3.00,0.00,35.18,180.74
0.06,7374.00,5.00,0.00,0.00,13.00,4.00,0.00,32.01,225.09
0.07,7372.00,5.00,0.00,0.00,15.00,4.00,0.00,29.12,265.58
0.08,7370.00,5.00,1.00,0.00,16.00,4.00,0.00,41.51,302.55
0.08,7367.00,4.00,2.00,0.00,19.00,4.00,0.00,67.81,336.30
0.09,7365.00,4.00,2.00,0.00,21.00,4.00,0.00,91.73,367.11
0.10,7363.00,3.00,3.00,0.00,23.00,3.00,1.00,128.52,380.21
0.10,7360.00,3.00,3.00,0.00,25.00,3.00,2.00,161.99,392.17
0.11,7354.00,3.00,3.00,0.00,27.00,7.00,2.00,192.43,463.19
0.12,7346.00,5.00,3.00,0.00,33.00,7.00,2.00,220.13,528.02
0.12,7344.00,4.00,4.00,0.00,34.00,7.00,3.00,260.35,587.20
0.13,7338.00,5.00,4.00,0.00,38.00,7.00,4.00,296.94,641.23
0.14,7333.00,5.00,4.00,0.00,42.00,8.00,4.00,330.23,705.58
0.15,7325.00,8.00,4.00,0.00,45.00,9.00,5.00,360.51,779.35
0.15,7323.00,8.00,3.00,1.00,47.00,9.00,5.00,373.03,846.69
0.16,7317.00,9.00,3.00,1.00,50.00,11.00,5.00,384.42,938.22
0.17,7312.00,9.00,2.00,2.00,54.00,11.00,6.00,379.76,1021.78
0.17,7309.00,8.00,3.00,2.00,55.00,13.00,6.00,390.55,1128.11
0.18,7300.00,7.00,5.00,2.00,61.00,15.00,6.00,430.41,1255.22
0.19,7290.00,7.00,5.00,2.00,68.00,16.00,8.00,466.67,1386.29
0.19,7281.00,7.00,5.00,2.00,77.00,16.00,8.00,499.65,1505.95
0.20,7273.00,7.00,6.00,2.00,82.00,18.00,8.00,544.68,1645.24
0.21,7268.00,7.00,6.00,2.00,87.00,18.00,8.00,585.65,1772.39
0.22,7260.00,8.00,6.00,2.00,93.00,19.00,8.00,622.92,1903.50
0.22,7252.00,8.00,6.00,2.00,99.00,20.00,9.00,656.82,2038.21
0.23,7241.00,8.00,6.00,2.00,106.00,24.00,9.00,687.66,2221.29
0.24,7232.00,8.00,6.00,2.00,112.00,26.00,10.00,715.72,2418.47
0.24,7224.00,8.00,6.00,2.00,117.00,29.00,10.00,741.25,2643.55
0.25,7216.00,7.00,7.00,2.00,120.00,34.00,10.00,779.49,2924.14
0.26,7205.00,8.00,7.00,2.00,127.00,36.00,11.00,814.28,3210.35
0.26,7194.00,8.00,7.00,2.00,136.00,38.00,11.00,845.93,3501.69
0.27,7182.00,9.00,7.00,2.00,144.00,39.00,13.00,874.72,3782.68
0.28,7170.00,9.00,6.00,3.00,154.00,41.00,13.00,885.90,4069.25
0.28,7156.00,12.00,6.00,3.00,161.00,45.00,13.00,896.06,4390.95
0.29,7147.00,12.00,6.00,3.00,168.00,46.00,14.00,905.30,4699.67
0.30,7143.00,12.00,7.00,3.00,165.00,51.00,15.00,928.74,5056.62
0.31,7130.00,12.00,7.00,3.00,171.00,55.00,18.00,950.05,5442.58
0.31,7115.00,13.00,7.00,3.00,182.00,57.00,19.00,969.45,5824.98
0.32,7096.00,14.00,7.00,3.00,190.00,66.00,20.00,987.09,6309.29
0.33,7080.00,15.00,8.00,3.00,196.00,74.00,20.00,1018.16,6871.62
0.33,7057.00,15.00,8.00,3.00,210.00,81.00,22.00,1046.43,7490.14
0.34,7038.00,15.00,8.00,3.00,222.00,88.00,22.00,1072.15,8159.96
0.35,7023.00,15.00,7.00,4.00,230.00,94.00,23.00,1080.52,8861.60
0.35,7005.00,16.00,7.00,4.00,241.00,98.00,25.00,1088.13,9562.23
0.36,6983.00,16.00,9.00,4.00,251.00,108.00,25.00,1125.11,10352.09
0.37,6958.00,16.00,9.00,4.00,268.00,115.00,26.00,1158.74,11178.33
0.38,6935.00,17.00,9.00,4.00,279.00,122.00,30.00,1189.34,12037.79
0.38,6908.00,17.00,9.00,4.00,303.00,124.00,31.00,1217.18,12852.45
0.39,6872.00,17.00,10.00,4.00,333.00,128.00,32.00,1257.53,13656.27
0.40,6855.00,15.00,13.00,4.00,343.00,129.00,37.00,1339.30,14405.12
0.40,6821.00,16.00,12.00,6.00,367.00,136.00,38.00,1398.67,15193.93
0.41,6791.00,17.00,13.00,6.00,385.00,144.00,40.00,1467.70,16034.23
0.42,6773.00,17.00,13.00,6.00,390.00,153.00,44.00,1530.50,16936.57
0.42,6746.00,16.00,14.00,6.00,412.00,158.00,44.00,1602.65,17835.46
0.43,6716.00,17.00,14.00,6.00,428.00,170.00,45.00,1668.29,18836.35
0.44,6684.00,17.00,14.00,6.00,450.00,175.00,50.00,1728.01,19825.20
0.44,6649.00,16.00,15.00,7.00,472.00,183.00,54.00,1797.35,20848.13
0.45,6626.00,17.00,15.00,7.00,474.00,202.00,55.00,1860.44,22067.43
0.46,6599.00,17.00,14.00,8.00,485.00,214.00,59.00,1902.81,23360.84
0.47,6569.00,15.00,14.00,10.00,495.00,228.00,65.00,1941.35,24751.94
0.47,6534.00,15.00,15.00,10.00,514.00,241.00,67.00,1991.44,26217.22
0.48,6491.00,15.00,16.00,10.00,534.00,260.00,70.00,2052.02,27840.34
0.49,6449.00,15.00,17.00,10.00,556.00,277.00,72.00,2122.17,29577.52
0.49,6412.00,12.00,19.00,11.00,584.00,283.00,75.00,2216.02,31253.57
0.50,6366.00,14.00,19.00,11.00,608.00,299.00,79.00,2301.40,33024.05
0.51,6332.00,14.00,17.00,13.00,616.00,322.00,82.00,2349.03,34985.90
0.51,6284.00,16.00,16.00,14.00,642.00,337.00,87.00,2377.34,37002.26
0.52,6233.00,16.00,15.00,15.00,670.00,356.00,91.00,2388.06,39128.48
0.53,6195.00,17.00,16.00,16.00,687.00,370.00,95.00,2412.84,41279.89
0.53,6153.00,16.00,18.00,16.00,704.00,391.00,98.00,2465.43,43559.44
0.54,6105.00,17.00,18.00,16.00,732.00,402.00,106.00,2513.28,45805.76
0.55,6057.00,17.00,19.00,16.00,752.00,429.00,106.00,2571.82,48262.09
0.56,6012.00,17.00,18.00,18.00,771.00,449.00,111.00,2610.06,50805.01
0.56,5968.00,17.00,18.00,18.00,782.00,478.00,115.00,2644.85,53562.16
0.57,5911.00,17.00,17.00,19.00,814.00,498.00,120.00,2661.47,56379.70
0.58,5868.00,16.00,19.00,19.00,830.00,517.00,127.00,2706.64,59237.34
0.58,5825.00,16.00,19.00,19.00,840.00,543.00,134.00,2747.73,62236.75
0.59,5770.00,18.00,20.00,19.00,863.00,565.00,141.00,2800.13,65305.48
0.60,5707.00,19.00,21.00,19.00,898.00,587.00,145.00,2862.83,68437.52
0.60,5653.00,19.00,21.00,19.00,930.00,604.00,150.00,2919.86,71552.22
0.61,5610.00,18.00,22.00,19.00,946.00,626.00,155.00,2986.77,74726.22
0.62,5549.00,19.00,22.00,19.00,986.00,639.00,162.00,3047.64,77819.13
0.62,5486.00,19.00,22.00,19.00,1020.00,664.00,166.00,3103.02,81018.31
0.63,5420.00,19.00,22.00,19.00,1049.00,691.00,176.00,3153.39,84344.54
0.64,5345.00,19.00,21.00,21.00,1094.00,716.00,180.00,3184.20,87756.71
0.65,5299.00,20.00,20.00,22.00,1112.00,739.00,184.00,3197.20,91217.30
0.65,5244.00,22.00,20.00,22.00,1137.00,761.00,190.00,3209.02,94707.06
0.66,5180.00,24.00,20.00,22.00,1165.00,789.00,196.00,3219.78,98313.59
0.67,5126.00,24.00,18.00,24.00,1186.00,819.00,199.00,3199.53,102056.77
