Time,U,AI1,AI2,AD,BI2,BI2,BD,VA,VB
0.00,7391.00,4.00,0.00,0.00,1.00,0.00,0.00,75.00,75.00
0.01,7390.00,4.00,0.00,0.00,2.00,0.00,0.00,68.23,68.47
0.01,7389.00,4.00,0.00,0.00,3.00,0.00,0.00,62.07,62.51
0.02,7387.00,5.00,1.00,0.00,3.00,0.00,0.00,71.49,57.06
0.03,7385.00,4.00,2.00,0.00,5.00,0.00,0.00,95.08,52.10
0.03,7384.00,4.00,2.00,0.00,6.00,0.00,0.00,116.54,47.56
0.04,7383.00,4.00,2.00,1.00,5.00,1.00,0.00,136.07,58.44
0.05,7382.00,4.00,2.00,1.00,6.00,1.00,0.00,153.83,68.38
0.06,7380.00,6.00,2.00,1.00,6.00,1.00,0.00,169.99,77.44
0.06,7380.00,6.00,2.00,1.00,6.00,1.00,0.00,184.69,85.72
0.07,7378.00,4.00,4.00,1.00,8.00,1.00,0.00,228.11,93.28
0.08,7378.00,3.00,5.00,1.00,8.00,1.00,0.00,282.63,100.18
0.08,7377.00,3.00,5.00,1.00,9.00,1.00,0.00,332.23,106.48
0.09,7375.00,3.00,4.00,2.00,10.00,2.00,0.00,362.33,127.26
0.10,7373.00,5.00,4.00,2.00,10.00,2.00,0.00,389.71,146.22
0.10,7370.00,8.00,4.00,2.00,10.00,2.00,0.00,414.62,163.54
0.11,7368.00,10.00,3.00,3.00,8.00,4.00,0.00,422.26,209.39
0.12,7365.00,12.00,3.00,3.00,9.00,4.00,0.00,429.21,251.25
0.12,7360.00,14.00,4.00,3.00,11.00,4.00,0.00,450.55,289.46
0.13,7357.00,15.00,5.00,3.00,12.00,4.00,0.00,485.00,324.35
0.14,7352.00,16.00,5.00,3.00,16.00,4.00,0.00,516.33,356.20
0.15,7349.00,16.00,5.00,3.00,19.00,4.00,0.00,544.83,385.28
0.15,7344.00,18.00,4.00,4.00,22.00,4.00,0.00,555.74,411.82
0.16,7341.00,18.00,5.00,4.00,24.00,4.00,0.00,580.68,436.05
0.17,7338.00,19.00,6.00,4.00,25.00,4.00,0.00,618.40,458.18
0.17,7333.00,19.00,6.00,4.00,29.00,5.00,0.00,652.71,493.40
0.18,7331.00,18.00,8.00,4.00,30.00,5.00,0.00,713.97,525.55
0.19,7321.00,18.00,9.00,4.00,38.00,6.00,0.00,784.72,569.92
0.19,7317.00,18.00,11.00,4.00,40.00,6.00,0.00,879.13,610.44
0.20,7314.00,18.00,11.00,4.00,42.00,6.00,1.00,965.02,647.42
0.21,7309.00,22.00,10.00,5.00,42.00,7.00,1.00,1028.13,696.21
