Time,U,AI1,AI2,AD,BI2,BI2,BD,VA,VB
0.00,7394.00,1.00,0.00,0.00,1.00,0.00,0.00,75.00,75.00
0.01,7392.00,2.00,0.00,0.00,2.00,0.00,0.00,68.52,68.47
0.01,7388.00,3.00,0.00,0.00,5.00,0.00,0.00,62.61,62.51
0.02,7386.00,5.00,0.00,0.00,5.00,0.00,0.00,57.20,57.06
0.03,7384.00,7.00,0.00,0.00,5.00,0.00,0.00,52.26,52.10
0.03,7383.00,7.00,0.00,0.00,6.00,0.00,0.00,47.75,47.56
0.04,7378.00,9.00,0.00,0.00,9.00,0.00,0.00,43.63,43.42
0.05,7377.00,10.00,0.00,0.00,9.00,0.00,0.00,39.86,39.64
0.06,7373.00,12.00,0.00,0.00,11.00,0.00,0.00,36.42,36.19
0.06,7372.00,13.00,0.00,0.00,11.00,0.00,0.00,33.28,33.03
0.07,7372.00,13.00,0.00,0.00,11.00,0.00,0.00,30.40,30.16
0.08,7370.00,13.00,1.00,0.00,11.00,1.00,0.00,178.01,42.56
0.08,7368.00,15.00,1.00,0.00,11.00,1.00,0.00,312.87,53.87
0.09,7360.00,23.00,1.00,0.00,11.00,1.00,0.00,436.09,64.21
0.10,7356.00,26.00,1.00,0.00,12.00,1.00,0.00,548.67,73.64
0.10,7349.00,31.00,3.00,0.00,12.00,1.00,0.00,952.00,82.25
0.11,7337.00,40.00,5.00,0.00,13.00,1.00,0.00,1620.97,90.11
0.12,7308.00,67.00,5.00,0.00,15.00,1.00,0.00,2232.18,97.29
0.12,7286.00,80.00,12.00,0.00,17.00,1.00,0.00,3842.24,103.84
0.13,7246.00,115.00,16.00,0.00,18.00,1.00,0.00,5914.22,109.82
0.14,7194.00,162.00,19.00,1.00,18.00,2.00,0.00,8258.02,130.30
0.15,7108.00,238.00,27.00,1.00,19.00,3.00,0.00,11601.31,164.03
0.15,7003.00,336.00,32.00,3.00,19.00,2.00,1.00,15407.12,179.79
0.16,6863.00,458.00,48.00,5.00,19.00,2.00,1.00,21288.06,194.18
0.17,6653.00,647.00,68.00,5.00,19.00,3.00,1.00,29665.90,222.34
0.17,6418.00,848.00,100.00,5.00,21.00,3.00,1.00,42127.85,248.05
0.18,6125.00,1112.00,128.00,6.00,20.00,3.00,2.00,57720.37,271.52
0.19,5774.00,1417.00,168.00,11.00,21.00,3.00,2.00,77975.98,292.95
0.19,5340.00,1804.00,208.00,18.00,21.00,3.00,2.00,102492.09,312.51
0.20,4870.00,2208.00,268.00,24.00,20.00,4.00,2.00,133905.49,345.39
0.21,4388.00,2617.00,337.00,26.00,22.00,3.00,3.00,172972.80,360.38
0.22,3827.00,3101.00,413.00,27.00,22.00,3.00,3.00,220084.83,374.07
0.22,3249.00,3556.00,531.00,31.00,23.00,2.00,4.00,280856.77,371.54
0.23,2646.00,4038.00,646.00,36.00,23.00,2.00,5.00,353658.60,369.24
0.24,2129.00,4417.00,778.00,42.00,23.00,2.00,5.00,440005.66,367.13
0.24,1597.00,4830.00,892.00,47.00,22.00,3.00,5.00,536024.37,380.23
0.25,1133.00,5133.00,1047.00,53.00,22.00,3.00,5.00,647039.22,392.19
0.26,716.00,5385.00,1209.00,56.00,22.00,3.00,5.00,772807.13,403.11
0.26,395.00,5543.00,1367.00,61.00,22.00,3.00,5.00,911453.49,413.08
0.27,173.00,5593.00,1535.00,65.00,22.00,3.00,5.00,1063368.75,422.18
0.28,72.00,5549.00,1673.00,72.00,20.00,5.00,5.00,1222900.43,460.53
0.28,21.00,5442.00,1826.00,77.00,20.00,4.00,6.00,1391644.42,480.53
0.29,5.00,5342.00,1938.00,81.00,20.00,4.00,6.00,1562645.88,498.78
0.30,2.00,5206.00,2066.00,92.00,20.00,4.00,6.00,1738113.63,515.44
0.31,2.00,5054.00,2211.00,99.00,20.00,4.00,6.00,1920216.01,530.65
0.31,0.00,4916.00,2342.00,108.00,20.00,3.00,7.00,2106276.98,529.51
0.32,0.00,4776.00,2480.00,110.00,19.00,4.00,7.00,2297006.39,543.49
0.33,0.00,4634.00,2613.00,119.00,17.00,6.00,7.00,2491250.06,586.31
0.33,0.00,4488.00,2749.00,129.00,17.00,6.00,7.00,2689155.27,625.39
0.34,0.00,4356.00,2872.00,138.00,17.00,6.00,7.00,2888452.90,661.08
0.35,0.00,4233.00,2990.00,143.00,16.00,7.00,7.00,3088271.54,708.67
0.35,0.00,4105.00,3109.00,152.00,15.00,8.00,7.00,3288716.48,767.15
