Time,U,AI1,AI2,AD,BI2,BI2,BD,VA,VB
0.00,7396.00,0.00,0.00,0.00,0.00,0.00,0.00,75.00,75.00
0.01,7394.00,0.00,0.00,0.00,2.00,0.00,0.00,68.47,68.47
0.01,7392.00,1.00,0.00,0.00,2.00,1.00,0.00,62.51,77.53
0.02,7392.00,1.00,0.00,0.00,2.00,1.00,0.00,57.06,85.80
0.03,7388.00,3.00,0.00,0.00,4.00,1.00,0.00,52.10,93.35
0.03,7384.00,4.00,0.00,0.00,6.00,2.00,0.00,47.56,115.27
0.04,7380.00,5.00,0.00,0.00,8.00,3.00,0.00,43.42,150.30
0.05,7377.00,5.00,1.00,0.00,10.00,3.00,0.00,41.14,182.29
0.06,7373.00,5.00,1.00,0.00,14.00,3.00,0.00,39.06,211.48
0.06,7372.00,5.00,1.00,0.00,15.00,3.00,0.00,37.16,238.14
0.07,7372.00,5.00,1.00,0.00,14.00,4.00,0.00,35.43,277.49
0.08,7370.00,6.00,1.00,0.00,14.00,5.00,0.00,33.84,328.45
0.08,7366.00,7.00,1.00,0.00,15.00,7.00,0.00,32.40,405.01
0.09,7360.00,7.00,2.00,0.00,19.00,8.00,0.00,32.58,489.93
0.10,7358.00,7.00,2.00,0.00,20.00,9.00,0.00,32.75,582.47
0.10,7352.00,7.00,2.00,0.00,25.00,9.00,1.00,32.90,666.96
0.11,7348.00,6.00,3.00,0.00,29.00,8.00,2.00,34.55,729.07
0.12,7344.00,6.00,3.00,0.00,33.00,8.00,2.00,36.04,785.77
0.12,7342.00,6.00,3.00,0.00,35.00,8.00,2.00,37.41,837.53
0.13,7338.00,6.00,3.00,0.00,38.00,9.00,2.00,38.66,899.81
0.14,7334.00,6.00,3.00,0.00,42.00,7.00,4.00,39.80,926.62
0.15,7330.00,6.00,3.00,0.00,45.00,8.00,4.00,40.84,966.12
0.15,7323.00,6.00,3.00,0.00,50.00,10.00,4.00,41.79,1032.23
0.16,7315.00,7.00,3.00,0.00,57.00,9.00,5.00,42.66,1077.55
0.17,7311.00,7.00,3.00,0.00,61.00,8.00,6.00,43.45,1103.91
0.17,7307.00,7.00,3.00,0.00,63.00,10.00,6.00,44.18,1158.02
0.18,7300.00,7.00,3.00,0.00,69.00,10.00,7.00,44.84,1207.41
0.19,7298.00,7.00,3.00,0.00,68.00,13.00,7.00,45.44,1297.58
0.19,7297.00,7.00,3.00,0.00,68.00,14.00,7.00,45.99,1394.91
0.20,7290.00,8.00,3.00,0.00,71.00,17.00,7.00,46.49,1528.84
0.21,7284.00,6.00,6.00,0.00,76.00,17.00,7.00,51.46,1651.11
0.22,7278.00,6.00,5.00,1.00,82.00,17.00,7.00,54.49,1762.73
0.22,7275.00,6.00,5.00,1.00,84.00,18.00,7.00,57.26,1879.66
0.23,7268.00,8.00,5.00,1.00,83.00,23.00,8.00,59.78,2061.51
0.24,7256.00,9.00,5.00,1.00,92.00,24.00,9.00,62.09,2242.56
0.24,7240.00,10.00,6.00,1.00,104.00,25.00,10.00,65.70,2422.87
0.25,7229.00,10.00,7.00,1.00,108.00,29.00,12.00,70.49,2647.56
0.26,7225.00,10.00,7.00,1.00,112.00,28.00,13.00,74.87,2837.67
0.26,7219.00,10.00,6.00,2.00,117.00,29.00,13.00,77.36,3026.25
0.27,7209.00,10.00,6.00,2.00,124.00,32.00,13.00,79.64,3243.48
0.28,7202.00,12.00,6.00,2.00,127.00,34.00,13.00,81.72,3471.83
0.28,7193.00,12.00,6.00,2.00,132.00,38.00,13.00,83.62,3740.40
0.29,7182.00,12.00,5.00,3.00,137.00,43.00,14.00,83.85,4060.69
0.30,7174.00,11.00,6.00,3.00,145.00,42.00,15.00,85.56,4338.08
0.31,7163.00,10.00,8.00,3.00,149.00,47.00,16.00,90.13,4666.42
0.31,7148.00,11.00,8.00,3.00,162.00,46.00,18.00,94.30,4951.15
0.32,7138.00,13.00,8.00,3.00,169.00,47.00,18.00,98.11,5226.11
0.33,7122.00,13.00,9.00,3.00,179.00,50.00,20.00,103.09,5522.20
0.33,7112.00,13.00,9.00,3.00,186.00,49.00,24.00,107.63,5777.48
0.34,7105.00,11.00,10.00,4.00,184.00,55.00,27.00,113.28,6100.67
0.35,7094.00,12.00,10.00,4.00,192.00,54.00,30.00,118.44,6380.70
0.35,7083.00,12.00,10.00,5.00,194.00,62.00,30.00,123.15,6756.53
0.36,7070.00,12.00,10.00,5.00,201.00,66.00,32.00,127.45,7159.72
0.37,7055.00,12.00,12.00,5.00,210.00,70.00,32.00,134.38,7587.90
0.38,7036.00,15.00,12.00,5.00,224.00,69.00,35.00,140.71,7963.77
0.38,7023.00,15.00,13.00,5.00,232.00,70.00,38.00,147.98,8321.94
0.39,7008.00,14.00,15.00,5.00,242.00,71.00,41.00,157.63,8663.94
0.40,6998.00,11.00,18.00,5.00,251.00,71.00,42.00,170.95,8976.16
0.40,6979.00,12.00,18.00,6.00,260.00,78.00,43.00,183.10,9366.36
0.41,6957.00,14.00,18.00,6.00,273.00,85.00,43.00,194.20,9827.74
0.42,6939.00,14.00,18.00,6.00,279.00,96.00,44.00,204.33,10414.20
0.42,6922.00,16.00,18.00,6.00,288.00,100.00,46.00,213.58,11009.68
0.43,6907.00,15.00,19.00,7.00,294.00,106.00,48.00,223.53,11643.45
0.44,6891.00,18.00,20.00,7.00,293.00,116.00,51.00,234.11,12372.27
0.44,6873.00,17.00,21.00,8.00,303.00,121.00,53.00,245.27,13112.74
0.45,6839.00,21.00,21.00,8.00,326.00,124.00,57.00,255.47,13833.80
0.46,6817.00,23.00,21.00,8.00,339.00,131.00,57.00,264.77,14597.24
0.47,6798.00,25.00,22.00,8.00,345.00,138.00,60.00,274.76,15399.36
0.47,6779.00,26.00,23.00,8.00,351.00,148.00,61.00,285.39,16281.87
0.48,6752.00,28.00,23.00,8.00,368.00,153.00,64.00,295.09,17162.65
0.49,6727.00,30.00,22.00,9.00,383.00,158.00,67.00,302.45,18041.85
0.49,6700.00,32.00,21.00,10.00,391.00,174.00,68.00,307.66,19084.86
0.50,6675.00,31.00,22.00,10.00,407.00,178.00,73.00,313.92,20097.14
0.51,6649.00,34.00,22.00,10.00,416.00,187.00,78.00,319.64,21156.49
0.51,6616.00,40.00,23.00,10.00,431.00,191.00,85.00,326.36,22183.68
0.52,6584.00,44.00,22.00,11.00,447.00,199.00,89.00,330.99,23241.62
0.53,6544.00,44.00,24.00,11.00,478.00,204.00,91.00,338.23,24282.55
0.53,6518.00,45.00,24.00,11.00,487.00,217.00,94.00,344.83,25428.14
0.54,6477.00,46.00,25.00,11.00,512.00,228.00,97.00,352.36,26639.23
0.55,6447.00,48.00,23.00,14.00,525.00,234.00,105.00,356.23,27835.01
0.56,6410.00,48.00,24.00,14.00,548.00,246.00,106.00,361.27,29106.93
0.56,6368.00,49.00,25.00,14.00,558.00,273.00,109.00,367.37,30673.73
0.57,6339.00,50.00,25.00,15.00,564.00,289.00,114.00,372.94,32344.47
0.58,6307.00,48.00,27.00,16.00,576.00,305.00,117.00,381.03,34110.10
0.58,6273.00,49.00,29.00,16.00,592.00,317.00,120.00,391.41,35902.26
0.59,6238.00,49.00,29.00,16.00,605.00,335.00,124.00,400.90,37808.78
0.60,6201.00,47.00,32.00,16.00,621.00,348.00,131.00,414.06,39744.59
0.60,6160.00,45.00,36.00,16.00,638.00,367.00,134.00,432.09,41797.28
0.61,6120.00,45.00,36.00,18.00,657.00,383.00,137.00,448.55,43911.59
0.62,6081.00,46.00,36.00,19.00,673.00,400.00,141.00,463.58,46097.20
0.62,6049.00,46.00,37.00,19.00,685.00,416.00,144.00,478.80,48332.86
