Time,U,AI1,AI2,AD,BI2,BI2,BD,VA,VB
0.00,7396.00,0.00,0.00,0.00,0.00,0.00,0.00,75.00,75.00
0.01,7395.00,1.00,0.00,0.00,0.00,0.00,0.00,68.52,68.47
0.01,7394.00,1.00,0.00,0.00,1.00,0.00,0.00,62.60,62.51
0.02,7391.00,4.00,0.00,0.00,1.00,0.00,0.00,57.19,57.06
0.03,7389.00,6.00,0.00,0.00,1.00,0.00,0.00,52.25,52.10
0.03,7389.00,6.00,0.00,0.00,1.00,0.00,0.00,47.73,47.56
0.04,7389.00,6.00,0.00,0.00,1.00,0.00,0.00,43.61,43.42
0.05,7389.00,5.00,1.00,0.00,1.00,0.00,0.00,190.07,39.64
0.06,7386.00,7.00,1.00,0.00,2.00,0.00,0.00,323.88,36.19
0.06,7380.00,12.00,1.00,0.00,3.00,0.00,0.00,446.13,33.03
0.07,7374.00,16.00,2.00,0.00,4.00,0.00,0.00,708.04,30.16
0.08,7365.00,23.00,4.00,0.00,4.00,0.00,0.00,1247.79,27.53
0.08,7352.00,34.00,6.00,0.00,4.00,0.00,0.00,2041.36,25.13
0.09,7338.00,45.00,8.00,0.00,5.00,0.00,0.00,3066.82,22.95
0.10,7313.00,67.00,10.00,1.00,5.00,0.00,0.00,4304.14,20.95
0.10,7295.00,83.00,11.00,2.00,5.00,0.00,0.00,5584.77,19.12
0.11,7263.00,113.00,13.00,2.00,5.00,0.00,0.00,7055.21,17.46
0.12,7243.00,131.00,15.00,2.00,5.00,0.00,0.00,8699.06,15.94
0.12,7213.00,158.00,18.00,2.00,5.00,0.00,0.00,10651.56,14.55
0.13,7171.00,190.00,27.00,3.00,5.00,0.00,0.00,13787.43,13.28
0.14,7113.00,239.00,34.00,5.00,5.00,0.00,0.00,17703.96,12.13
0.15,7056.00,285.00,45.00,5.00,5.00,0.00,0.00,22934.62,11.07
0.15,6984.00,348.00,54.00,5.00,5.00,0.00,0.00,29065.39,10.11
0.16,6902.00,423.00,61.00,5.00,5.00,0.00,0.00,35718.03,9.23
0.17,6813.00,498.00,73.00,6.00,6.00,0.00,0.00,43598.62,8.42
0.17,6720.00,569.00,94.00,7.00,6.00,0.00,0.00,53953.12,7.69
0.18,6618.00,651.00,111.00,9.00,7.00,0.00,0.00,65966.84,7.02
0.19,6499.00,744.00,136.00,10.00,7.00,0.00,0.00,80698.28,6.41
0.19,6351.00,873.00,153.00,12.00,7.00,0.00,0.00,96710.74,5.85
0.20,6234.00,965.00,175.00,15.00,7.00,0.00,0.00,114644.69,5.34
0.21,6077.00,1076.00,215.00,21.00,6.00,1.00,0.00,137038.27,19.90
0.22,5905.00,1215.00,245.00,24.00,6.00,1.00,0.00,162003.82,33.19
0.22,5732.00,1344.00,282.00,31.00,6.00,1.00,0.00,190370.72,45.32
0.23,5537.00,1493.00,321.00,37.00,7.00,1.00,0.00,222145.53,56.40
0.24,5315.00,1663.00,369.00,39.00,9.00,1.00,0.00,258385.86,66.51
0.24,5113.00,1819.00,409.00,45.00,8.00,2.00,0.00,297504.01,90.77
0.25,4861.00,2019.00,457.00,49.00,8.00,2.00,0.00,340453.16,112.91
0.26,4665.00,2152.00,517.00,51.00,9.00,2.00,0.00,388705.07,133.12
0.26,4412.00,2332.00,580.00,61.00,8.00,3.00,0.00,442252.22,166.60
0.27,4168.00,2514.00,633.00,70.00,7.00,3.00,1.00,499134.76,197.16
0.28,3907.00,2685.00,715.00,77.00,8.00,3.00,1.00,563421.20,225.06
0.28,3629.00,2881.00,791.00,82.00,9.00,3.00,1.00,633570.39,250.54
0.29,3331.00,3082.00,881.00,89.00,9.00,3.00,1.00,711178.98,273.79
0.30,2994.00,3306.00,986.00,96.00,9.00,4.00,1.00,797855.90,310.04
0.31,2717.00,3480.00,1077.00,104.00,13.00,4.00,1.00,890714.34,343.14
0.31,2443.00,3664.00,1163.00,108.00,11.00,6.00,1.00,988469.01,403.40
0.32,2181.00,3820.00,1261.00,114.00,13.00,6.00,1.00,1092499.62,458.41
0.33,1928.00,3951.00,1378.00,117.00,14.00,7.00,1.00,1205118.27,523.66
0.33,1690.00,4071.00,1488.00,121.00,18.00,7.00,1.00,1324531.27,583.22
0.34,1486.00,4158.00,1598.00,127.00,17.00,9.00,1.00,1450151.55,667.64
0.35,1303.00,4228.00,1703.00,134.00,17.00,10.00,1.00,1580691.58,759.74
0.35,1151.00,4253.00,1821.00,141.00,19.00,10.00,1.00,1717679.29,843.81
0.36,1003.00,4271.00,1938.00,152.00,21.00,10.00,1.00,1860407.28,920.57
0.37,883.00,4269.00,2052.00,160.00,21.00,10.00,1.00,2007928.90,990.64
0.38,777.00,4267.00,2150.00,168.00,22.00,10.00,2.00,2157426.21,1054.61
0.38,679.00,4239.00,2274.00,169.00,23.00,10.00,2.00,2312634.51,1113.01
0.39,594.00,4205.00,2382.00,179.00,24.00,10.00,2.00,2470656.65,1166.33
0.40,513.00,4158.00,2502.00,187.00,23.00,11.00,2.00,2633052.26,1230.02
0.40,437.00,4116.00,2612.00,194.00,23.00,12.00,2.00,2797941.12,1303.19
0.41,373.00,4057.00,2726.00,203.00,20.00,15.00,2.00,2965708.72,1415.06
0.42,319.00,3998.00,2833.00,209.00,18.00,17.00,2.00,3135054.69,1547.24
0.42,266.00,3935.00,2947.00,211.00,17.00,18.00,2.00,3306894.29,1682.93
0.43,213.00,3885.00,3039.00,222.00,17.00,18.00,2.00,3477706.95,1806.80
