Time,U,AI1,AI2,AD,BI2,BI2,BD,VA,VB
0.00,7394.00,1.00,0.00,0.00,1.00,0.00,0.00,75.00,75.00
0.01,7393.00,1.00,0.00,0.00,2.00,0.00,0.00,68.47,68.47
0.01,7392.00,1.00,0.00,0.00,3.00,0.00,0.00,62.51,62.51
0.02,7389.00,4.00,0.00,0.00,3.00,0.00,0.00,57.06,57.06
0.03,7387.00,5.00,0.00,0.00,4.00,0.00,0.00,52.10,52.10
0.03,7386.00,4.00,1.00,0.00,4.00,1.00,0.00,62.58,62.58
0.04,7386.00,4.00,1.00,0.00,4.00,1.00,0.00,72.16,72.16
0.05,7384.00,4.00,1.00,0.00,6.00,1.00,0.00,80.90,80.90
0.06,7383.00,5.00,1.00,0.00,6.00,1.00,0.00,88.88,88.88
0.06,7382.00,6.00,1.00,0.00,6.00,1.00,0.00,96.16,96.16
0.07,7378.00,8.00,1.00,0.00,7.00,2.00,0.00,102.81,117.83
0.08,7376.00,9.00,1.00,0.00,8.00,2.00,0.00,108.88,137.62
0.08,7376.00,8.00,2.00,0.00,8.00,2.00,0.00,129.45,155.68
0.09,7374.00,9.00,2.00,0.00,9.00,2.00,0.00,148.22,172.17
0.10,7373.00,8.00,3.00,0.00,10.00,2.00,0.00,180.38,187.23
0.10,7370.00,10.00,3.00,0.00,10.00,3.00,0.00,209.75,215.99
0.11,7367.00,11.00,3.00,0.00,12.00,3.00,0.00,236.55,242.25
0.12,7362.00,13.00,4.00,0.00,13.00,4.00,0.00,276.05,281.25
0.12,7357.00,15.00,4.00,0.00,16.00,4.00,0.00,312.10,316.85
0.13,7353.00,17.00,4.00,0.00,18.00,4.00,0.00,345.02,349.36
0.14,7345.00,19.00,5.00,1.00,19.00,6.00,1.00,390.09,409.07
0.15,7340.00,20.00,6.00,2.00,20.00,7.00,1.00,446.26,478.62
0.15,7334.00,20.00,8.00,2.00,23.00,7.00,2.00,527.59,542.10
0.16,7330.00,21.00,8.00,2.00,26.00,6.00,3.00,601.83,585.04
0.17,7324.00,23.00,9.00,2.00,27.00,8.00,3.00,684.64,654.28
0.17,7317.00,22.00,12.00,2.00,32.00,7.00,4.00,805.30,702.47
0.18,7301.00,32.00,12.00,2.00,36.00,9.00,4.00,915.45,776.51
0.19,7289.00,37.00,13.00,2.00,41.00,10.00,4.00,1031.04,859.12
0.19,7279.00,39.00,14.00,2.00,47.00,11.00,4.00,1151.58,949.57
0.20,7270.00,42.00,15.00,2.00,49.00,14.00,4.00,1276.66,1077.21
0.21,7259.00,50.00,15.00,3.00,49.00,16.00,4.00,1390.84,1223.78
0.22,7248.00,54.00,19.00,3.00,51.00,17.00,4.00,1555.17,1372.61
0.22,7237.00,61.00,20.00,3.00,54.00,17.00,4.00,1720.21,1508.48
0.23,7226.00,62.00,24.00,3.00,60.00,17.00,4.00,1930.98,1632.52
0.24,7209.00,70.00,24.00,4.00,65.00,18.00,6.00,2123.39,1760.79
0.24,7198.00,73.00,24.00,5.00,71.00,19.00,6.00,2299.05,1892.90
0.25,7183.00,81.00,25.00,5.00,74.00,21.00,7.00,2474.44,2043.56
0.26,7173.00,87.00,27.00,5.00,76.00,21.00,7.00,2664.60,2181.10
0.26,7153.00,97.00,28.00,6.00,82.00,23.00,7.00,2853.22,2336.71
0.27,7144.00,100.00,30.00,6.00,83.00,25.00,8.00,3055.47,2508.82
0.28,7127.00,104.00,32.00,9.00,87.00,29.00,8.00,3270.15,2726.03
0.28,7106.00,115.00,36.00,9.00,91.00,31.00,8.00,3526.23,2954.38
0.29,7087.00,124.00,39.00,10.00,94.00,33.00,9.00,3805.08,3192.89
0.30,7074.00,131.00,42.00,10.00,93.00,35.00,11.00,4104.72,3440.67
0.31,7050.00,141.00,47.00,10.00,98.00,39.00,11.00,4453.39,3726.97
0.31,7028.00,154.00,48.00,12.00,101.00,42.00,11.00,4786.71,4033.41
0.32,7014.00,155.00,53.00,13.00,106.00,44.00,11.00,5166.13,4343.22
0.33,6984.00,168.00,57.00,14.00,109.00,50.00,14.00,5572.60,4716.18
0.33,6960.00,177.00,63.00,14.00,115.00,51.00,16.00,6033.82,5071.70
0.34,6932.00,187.00,70.00,14.00,122.00,54.00,17.00,6560.04,5441.32
0.35,6892.00,207.00,73.00,16.00,135.00,56.00,17.00,7085.51,5808.81
0.35,6868.00,210.00,81.00,19.00,141.00,59.00,18.00,7685.40,6189.37
0.36,6841.00,221.00,85.00,21.00,148.00,62.00,18.00,8293.15,6581.86
0.37,6814.00,228.00,92.00,21.00,159.00,61.00,21.00,8953.15,6925.14
