Time,U,AI1,AI2,AD,BI2,BI2,BD,VA,VB
0.00,7395.00,0.00,0.00,0.00,1.00,0.00,0.00,75.00,75.00
0.01,7393.00,0.00,0.00,0.00,2.00,1.00,0.00,68.23,83.49
0.01,7391.00,1.00,0.00,0.00,3.00,1.00,0.00,62.07,91.25
0.02,7390.00,2.00,0.00,0.00,2.00,2.00,0.00,56.47,113.35
0.03,7390.00,2.00,0.00,0.00,2.00,2.00,0.00,51.37,133.52
0.03,7387.00,1.00,1.00,0.00,4.00,3.00,0.00,1549.04,166.97
0.04,7387.00,1.00,1.00,0.00,4.00,3.00,0.00,2911.51,197.50
0.05,7385.00,2.00,1.00,0.00,5.00,3.00,0.00,4150.98,225.37
0.06,7380.00,4.00,1.00,0.00,7.00,4.00,0.00,5278.55,265.84
0.06,7378.00,4.00,1.00,0.00,8.00,5.00,0.00,6304.33,317.80
0.07,7372.00,5.00,1.00,0.00,12.00,6.00,0.00,7237.50,380.27
0.08,7367.00,7.00,1.00,0.00,14.00,6.00,1.00,8086.43,437.30
0.08,7363.00,7.00,1.00,0.00,18.00,5.00,2.00,8858.72,474.33
0.09,7359.00,8.00,1.00,0.00,21.00,5.00,2.00,9561.29,508.15
0.10,7356.00,8.00,1.00,0.00,23.00,6.00,2.00,10200.43,554.04
0.10,7353.00,8.00,1.00,0.00,26.00,5.00,3.00,10781.87,580.91
0.11,7349.00,9.00,1.00,0.00,29.00,5.00,3.00,11310.82,605.44
0.12,7347.00,9.00,1.00,0.00,29.00,7.00,3.00,11792.02,657.88
0.12,7345.00,9.00,1.00,0.00,31.00,7.00,3.00,12229.77,705.76
0.13,7342.00,9.00,1.00,0.00,34.00,7.00,3.00,12628.01,749.47
0.14,7340.00,8.00,2.00,0.00,35.00,8.00,3.00,14492.61,804.39
0.15,7331.00,9.00,2.00,0.00,42.00,9.00,3.00,16188.88,869.56
0.15,7325.00,10.00,2.00,0.00,43.00,13.00,3.00,17732.01,989.14
0.16,7319.00,13.00,2.00,0.00,44.00,13.00,5.00,19135.83,1098.31
0.17,7310.00,14.00,2.00,0.00,52.00,12.00,6.00,20412.91,1182.95
0.17,7302.00,13.00,3.00,0.00,56.00,16.00,6.00,23077.02,1320.31
0.18,7296.00,14.00,3.00,0.00,60.00,17.00,6.00,25500.62,1460.74
0.19,7290.00,14.00,4.00,0.00,61.00,21.00,6.00,29207.73,1649.03
0.19,7279.00,14.00,4.00,0.00,71.00,20.00,8.00,32580.18,1805.90
0.20,7274.00,14.00,4.00,0.00,75.00,20.00,9.00,35648.17,1949.11
0.21,7267.00,19.00,4.00,0.00,73.00,24.00,9.00,38439.18,2139.95
0.22,7257.00,20.00,4.00,0.00,82.00,23.00,10.00,40978.23,2299.14
0.22,7247.00,19.00,6.00,0.00,90.00,23.00,11.00,46292.69,2444.47
0.23,7239.00,19.00,6.00,0.00,97.00,24.00,11.00,51127.37,2592.17
0.24,7231.00,20.00,6.00,1.00,101.00,24.00,13.00,55525.59,2727.01
0.24,7227.00,20.00,6.00,1.00,103.00,26.00,13.00,59526.74,2880.16
