Time,U,AI1,AI2,AD,BI2,BI2,BD,VA,VB
0.00,7396.00,0.00,0.00,0.00,0.00,0.00,0.00,75.00,75.00
0.01,7395.00,1.00,0.00,0.00,0.00,0.00,0.00,68.52,68.47
0.01,7394.00,2.00,0.00,0.00,0.00,0.00,0.00,62.61,62.51
0.02,7392.00,4.00,0.00,0.00,0.00,0.00,0.00,57.20,57.06
0.03,7392.00,3.00,1.00,0.00,0.00,0.00,0.00,52.42,52.10
0.03,7391.00,3.00,1.00,0.00,1.00,0.00,0.00,48.04,47.56
0.04,7391.00,3.00,1.00,0.00,1.00,0.00,0.00,44.04,43.42
0.05,7390.00,3.00,1.00,0.00,2.00,0.00,0.00,40.39,39.64
0.06,7390.00,3.00,1.00,0.00,2.00,0.00,0.00,37.05,36.19
0.06,7389.00,3.00,1.00,0.00,3.00,0.00,0.00,34.01,33.03
0.07,7387.00,4.00,1.00,0.00,4.00,0.00,0.00,31.22,30.16
0.08,7387.00,4.00,1.00,0.00,4.00,0.00,0.00,28.67,27.53
0.08,7386.00,5.00,1.00,0.00,4.00,0.00,0.00,26.35,25.13
0.09,7385.00,4.00,2.00,0.00,4.00,1.00,0.00,24.37,37.97
0.10,7385.00,4.00,2.00,0.00,4.00,1.00,0.00,22.57,49.69
0.10,7384.00,5.00,2.00,0.00,4.00,0.00,1.00,20.92,45.36
0.11,7383.00,5.00,2.00,0.00,5.00,0.00,1.00,19.42,41.41
0.12,7383.00,5.00,2.00,0.00,5.00,0.00,1.00,18.04,37.80
0.12,7382.00,5.00,2.00,0.00,6.00,0.00,1.00,16.78,34.51
0.13,7382.00,5.00,2.00,0.00,6.00,0.00,1.00,15.64,31.51
0.14,7382.00,5.00,2.00,0.00,6.00,0.00,1.00,14.59,28.76
0.15,7382.00,5.00,2.00,0.00,5.00,1.00,1.00,13.63,41.28
0.15,7382.00,5.00,2.00,0.00,5.00,1.00,1.00,12.75,52.71
0.16,7382.00,5.00,2.00,0.00,5.00,1.00,1.00,11.95,63.14
0.17,7382.00,5.00,2.00,0.00,5.00,1.00,1.00,11.22,72.67
0.17,7382.00,5.00,2.00,0.00,5.00,1.00,1.00,10.55,81.36
0.18,7381.00,5.00,2.00,0.00,6.00,1.00,1.00,9.94,89.30
0.19,7381.00,5.00,2.00,0.00,6.00,1.00,1.00,9.38,96.55
0.19,7381.00,5.00,1.00,1.00,5.00,2.00,1.00,8.72,118.19
0.20,7381.00,5.00,1.00,1.00,5.00,2.00,1.00,8.12,137.94
0.21,7377.00,5.00,1.00,1.00,9.00,2.00,1.00,7.57,155.98
0.22,7377.00,5.00,1.00,1.00,9.00,2.00,1.00,7.07,172.44
0.22,7376.00,6.00,1.00,1.00,9.00,2.00,1.00,6.61,187.47
0.23,7376.00,6.00,1.00,1.00,9.00,2.00,1.00,6.19,201.19
0.24,7374.00,5.00,2.00,1.00,11.00,2.00,1.00,5.95,213.72
0.24,7374.00,4.00,3.00,1.00,11.00,2.00,1.00,5.89,225.16
0.25,7370.00,4.00,3.00,1.00,13.00,4.00,1.00,5.83,265.64
0.26,7370.00,4.00,3.00,1.00,13.00,4.00,1.00,5.78,302.61
0.26,7367.00,4.00,3.00,1.00,16.00,4.00,1.00,5.73,336.35
0.27,7367.00,4.00,2.00,2.00,16.00,4.00,1.00,5.54,367.15
0.28,7362.00,3.00,3.00,2.00,21.00,3.00,2.00,5.51,380.25
0.28,7361.00,3.00,3.00,2.00,22.00,3.00,2.00,5.48,392.21
0.29,7356.00,3.00,3.00,2.00,26.00,4.00,2.00,5.46,418.15
0.30,7356.00,3.00,3.00,2.00,25.00,5.00,2.00,5.44,456.86
0.31,7356.00,3.00,3.00,2.00,23.00,7.00,2.00,5.42,522.24
0.31,7352.00,3.00,3.00,2.00,26.00,8.00,2.00,5.40,596.95
0.32,7350.00,3.00,3.00,2.00,28.00,7.00,3.00,5.39,650.13
0.33,7345.00,3.00,3.00,2.00,33.00,7.00,3.00,5.37,698.68
0.33,7343.00,3.00,3.00,2.00,34.00,8.00,3.00,5.36,758.03
0.34,7339.00,2.00,4.00,2.00,38.00,8.00,3.00,5.50,812.21
0.35,7335.00,2.00,4.00,2.00,41.00,9.00,3.00,5.62,876.69
0.35,7330.00,2.00,4.00,2.00,42.00,13.00,3.00,5.74,995.65
0.36,7325.00,3.00,4.00,2.00,44.00,15.00,3.00,5.85,1134.30
0.37,7322.00,3.00,4.00,2.00,45.00,17.00,3.00,5.94,1290.93
0.38,7319.00,3.00,4.00,2.00,47.00,18.00,3.00,6.03,1448.93
0.38,7315.00,3.00,4.00,2.00,50.00,18.00,4.00,6.11,1593.18
0.39,7310.00,3.00,4.00,2.00,54.00,19.00,4.00,6.18,1739.89
0.40,7299.00,3.00,4.00,2.00,62.00,22.00,4.00,6.25,1918.90
0.40,7292.00,2.00,5.00,2.00,66.00,24.00,5.00,6.46,2112.36
0.41,7282.00,2.00,5.00,2.00,74.00,24.00,7.00,6.66,2288.98
0.42,7278.00,2.00,5.00,2.00,76.00,26.00,7.00,6.83,2480.27
0.42,7268.00,2.00,5.00,2.00,85.00,27.00,7.00,6.99,2669.92
0.43,7264.00,2.00,5.00,2.00,87.00,28.00,8.00,7.14,2858.08
0.44,7252.00,2.00,5.00,2.00,98.00,29.00,8.00,7.28,3044.88
0.44,7242.00,2.00,5.00,2.00,107.00,30.00,8.00,7.40,3230.44
