Time,U,AI1,AI2,AD,BI2,BI2,BD,VA,VB
0.00,7395.00,0.00,0.00,0.00,1.00,0.00,0.00,75.00,75.00
0.01,7389.00,1.00,0.00,0.00,6.00,0.00,0.00,68.52,68.47
0.01,7388.00,2.00,0.00,0.00,5.00,1.00,0.00,62.60,77.53
0.02,7387.00,2.00,0.00,0.00,6.00,1.00,0.00,57.19,85.80
0.03,7380.00,5.00,0.00,0.00,10.00,1.00,0.00,52.25,93.35
0.03,7379.00,6.00,0.00,0.00,9.00,2.00,0.00,47.73,115.27
0.04,7378.00,6.00,0.00,0.00,10.00,2.00,0.00,43.61,135.28
0.05,7377.00,6.00,0.00,0.00,10.00,3.00,0.00,39.84,168.57
0.06,7377.00,6.00,0.00,0.00,9.00,4.00,0.00,36.40,213.98
0.06,7373.00,6.00,1.00,0.00,11.00,5.00,0.00,34.76,270.47
0.07,7371.00,6.00,2.00,0.00,12.00,5.00,0.00,34.76,322.03
0.08,7371.00,6.00,2.00,0.00,12.00,5.00,0.00,34.76,369.11
0.08,7368.00,6.00,2.00,0.00,15.00,5.00,0.00,34.76,412.08
0.09,7367.00,6.00,2.00,0.00,15.00,6.00,0.00,34.76,466.34
0.10,7365.00,6.00,2.00,0.00,16.00,7.00,0.00,34.76,530.89
0.10,7364.00,5.00,3.00,0.00,17.00,7.00,0.00,36.27,589.83
0.11,7360.00,6.00,2.00,1.00,19.00,7.00,1.00,36.14,643.63
0.12,7356.00,6.00,2.00,1.00,21.00,9.00,1.00,36.02,722.79
0.12,7349.00,6.00,2.00,1.00,25.00,12.00,1.00,35.91,840.13
0.13,7345.00,5.00,3.00,1.00,28.00,13.00,1.00,37.31,962.28
0.14,7338.00,6.00,3.00,1.00,33.00,14.00,1.00,38.60,1088.81
0.15,7328.00,7.00,3.00,1.00,40.00,16.00,1.00,39.77,1234.37
0.15,7321.00,6.00,4.00,1.00,45.00,18.00,1.00,42.34,1397.30
0.16,7317.00,6.00,4.00,1.00,48.00,17.00,3.00,44.69,1531.02
0.17,7311.00,6.00,4.00,1.00,54.00,17.00,3.00,46.84,1653.10
0.17,7305.00,6.00,4.00,1.00,59.00,17.00,4.00,48.80,1764.55
0.18,7297.00,5.00,5.00,1.00,66.00,18.00,4.00,52.10,1881.32
0.19,7286.00,6.00,5.00,1.00,74.00,20.00,4.00,55.11,2017.96
0.19,7275.00,7.00,6.00,1.00,78.00,25.00,4.00,59.36,2217.82
0.20,7263.00,7.00,7.00,1.00,88.00,25.00,5.00,64.75,2400.28
0.21,7253.00,8.00,7.00,1.00,93.00,28.00,6.00,69.67,2611.92
0.22,7239.00,9.00,7.00,1.00,101.00,32.00,7.00,74.16,2865.23
0.22,7229.00,11.00,7.00,1.00,104.00,37.00,7.00,78.27,3171.59
0.23,7214.00,11.00,7.00,1.00,118.00,37.00,8.00,82.02,3451.28
0.24,7204.00,12.00,7.00,1.00,124.00,40.00,8.00,85.45,3751.68
0.24,7189.00,12.00,7.00,2.00,134.00,43.00,9.00,88.59,4070.99
0.25,7180.00,12.00,5.00,4.00,139.00,46.00,10.00,88.44,4407.57
0.26,7167.00,10.00,7.00,4.00,149.00,49.00,10.00,91.32,4759.91
0.26,7154.00,10.00,8.00,4.00,152.00,56.00,12.00,95.45,5186.73
0.27,7141.00,11.00,7.00,5.00,160.00,57.00,15.00,97.71,5591.41
0.28,7129.00,12.00,7.00,5.00,168.00,59.00,16.00,99.79,5990.90
0.28,7114.00,14.00,6.00,6.00,175.00,64.00,17.00,100.18,6430.71
0.29,7098.00,14.00,6.00,6.00,186.00,68.00,18.00,100.54,6892.33
0.30,7085.00,14.00,6.00,6.00,196.00,69.00,20.00,100.86,7328.76
0.31,7068.00,15.00,6.00,6.00,206.00,75.00,20.00,101.16,7817.34
0.31,7052.00,15.00,6.00,6.00,215.00,77.00,25.00,101.43,8293.42
0.32,7033.00,17.00,6.00,6.00,223.00,85.00,26.00,101.68,8848.23
0.33,7015.00,19.00,6.00,6.00,232.00,91.00,27.00,101.91,9444.86
0.33,6994.00,23.00,6.00,6.00,243.00,96.00,28.00,102.12,10064.66
0.34,6967.00,23.00,6.00,6.00,265.00,99.00,30.00,102.31,10675.56
0.35,6944.00,24.00,8.00,6.00,269.00,113.00,32.00,105.49,11443.59
0.35,6921.00,24.00,7.00,7.00,285.00,117.00,35.00,106.89,12204.83
0.36,6900.00,25.00,7.00,7.00,297.00,120.00,40.00,108.17,12944.86
0.37,6881.00,24.00,9.00,7.00,304.00,129.00,42.00,112.34,13755.66
0.38,6860.00,25.00,9.00,7.00,316.00,134.00,45.00,116.16,14570.97
0.38,6831.00,27.00,10.00,7.00,332.00,143.00,46.00,121.14,15450.49
0.39,6809.00,26.00,11.00,8.00,344.00,150.00,48.00,127.20,16358.60
0.40,6787.00,26.00,12.00,8.00,361.00,153.00,49.00,134.24,17232.69
0.40,6767.00,27.00,13.00,8.00,366.00,165.00,50.00,142.17,18210.95
0.41,6735.00,30.00,13.00,8.00,384.00,173.00,53.00,149.41,19224.22
0.42,6703.00,30.00,15.00,8.00,404.00,180.00,56.00,159.04,20254.41
0.42,6670.00,31.00,17.00,8.00,427.00,183.00,60.00,170.84,21239.97
0.43,6644.00,30.00,18.00,9.00,440.00,192.00,63.00,183.12,22274.92
0.44,6619.00,30.00,16.00,11.00,449.00,205.00,66.00,191.33,23415.05
0.44,6583.00,30.00,17.00,11.00,476.00,210.00,69.00,200.34,24531.02
0.45,6563.00,29.00,19.00,11.00,484.00,217.00,73.00,211.57,25654.97
0.46,6532.00,32.00,19.00,11.00,500.00,226.00,76.00,221.83,26816.27
0.47,6504.00,33.00,19.00,11.00,508.00,244.00,77.00,231.21,28146.86
0.47,6472.00,35.00,19.00,11.00,520.00,260.00,79.00,239.77,29601.95
0.48,6437.00,36.00,22.00,11.00,535.00,271.00,84.00,252.11,31095.60
0.49,6401.00,40.00,22.00,11.00,556.00,281.00,85.00,263.37,32609.42
0.49,6371.00,42.00,23.00,11.00,568.00,291.00,90.00,275.17,34141.65
0.50,6344.00,42.00,23.00,12.00,580.00,302.00,93.00,285.95,35705.71
0.51,6315.00,47.00,23.00,13.00,589.00,309.00,100.00,295.79,37238.75
0.51,6275.00,49.00,24.00,13.00,613.00,316.00,106.00,306.29,38743.46
0.52,6234.00,54.00,25.00,13.00,633.00,330.00,107.00,317.38,40327.46
0.53,6192.00,56.00,26.00,13.00,659.00,340.00,110.00,329.02,41923.77
0.53,6152.00,51.00,31.00,14.00,682.00,348.00,118.00,347.16,43501.26
0.54,6119.00,54.00,29.00,16.00,692.00,362.00,124.00,360.73,45151.72
0.55,6079.00,57.00,29.00,16.00,706.00,376.00,133.00,373.13,46868.78
0.56,6039.00,60.00,30.00,16.00,723.00,392.00,136.00,385.95,48676.70
0.56,6004.00,62.00,29.00,17.00,731.00,413.00,140.00,396.17,50642.68
0.57,5951.00,64.00,30.00,18.00,759.00,433.00,141.00,407.01,52737.93
0.58,5905.00,64.00,35.00,18.00,783.00,442.00,149.00,424.42,54785.94
0.58,5858.00,68.00,35.00,18.00,809.00,458.00,150.00,440.33,56895.99
0.59,5817.00,69.00,36.00,19.00,826.00,472.00,157.00,456.37,59032.63
0.60,5771.00,74.00,35.00,21.00,844.00,490.00,161.00,469.51,61253.64
0.60,5722.00,72.00,38.00,22.00,865.00,513.00,164.00,486.03,63626.78
0.61,5685.00,75.00,38.00,23.00,870.00,534.00,171.00,501.12,66108.76
0.62,5634.00,79.00,40.00,23.00,899.00,546.00,175.00,517.91,68554.90
0.62,5587.00,85.00,40.00,24.00,916.00,565.00,179.00,533.26,71073.48
0.63,5546.00,87.00,42.00,24.00,920.00,593.00,184.00,550.28,73793.40
