Time,U,AI1,AI2,AD,BI2,BI2,BD,VA,VB
0.00,7396.00,0.00,0.00,0.00,0.00,0.00,0.00,75.00,75.00
0.01,7395.00,0.00,0.00,0.00,1.00,0.00,0.00,68.23,68.47
0.01,7395.00,0.00,0.00,0.00,1.00,0.00,0.00,62.07,62.51
0.02,7394.00,0.00,0.00,0.00,2.00,0.00,0.00,56.47,57.06
0.03,7392.00,2.00,0.00,0.00,2.00,0.00,0.00,51.37,52.10
0.03,7392.00,2.00,0.00,0.00,2.00,0.00,0.00,46.73,47.56
0.04,7390.00,3.00,0.00,0.00,3.00,0.00,0.00,42.51,43.42
0.05,7387.00,4.00,0.00,0.00,5.00,0.00,0.00,38.67,39.64
0.06,7386.00,3.00,1.00,0.00,6.00,0.00,0.00,35.33,36.19
0.06,7385.00,2.00,2.00,0.00,7.00,0.00,0.00,32.44,33.03
0.07,7384.00,3.00,2.00,0.00,7.00,0.00,0.00,29.82,30.16
0.08,7383.00,4.00,2.00,0.00,7.00,0.00,0.00,27.42,27.53
0.08,7382.00,4.00,2.00,0.00,8.00,0.00,0.00,25.25,25.13
0.09,7382.00,4.00,2.00,0.00,8.00,0.00,0.00,23.27,22.95
0.10,7381.00,4.00,2.00,0.00,9.00,0.00,0.00,21.47,20.95
0.10,7380.00,5.00,2.00,0.00,9.00,0.00,0.00,19.83,19.12
0.11,7379.00,5.00,2.00,0.00,10.00,0.00,0.00,18.34,17.46
0.12,7378.00,5.00,2.00,0.00,11.00,0.00,0.00,16.99,15.94
0.12,7378.00,5.00,2.00,0.00,11.00,0.00,0.00,15.75,14.55
0.13,7377.00,6.00,2.00,0.00,10.00,1.00,0.00,14.63,28.31
0.14,7374.00,7.00,2.00,0.00,12.00,1.00,0.00,13.61,40.87
0.15,7374.00,7.00,2.00,0.00,11.00,2.00,0.00,12.68,67.35
0.15,7373.00,7.00,2.00,0.00,12.00,2.00,0.00,11.84,91.53
0.16,7372.00,7.00,2.00,0.00,13.00,2.00,0.00,11.07,113.61
0.17,7371.00,6.00,3.00,0.00,14.00,2.00,0.00,10.52,133.76
0.17,7369.00,6.00,3.00,0.00,15.00,3.00,0.00,10.02,167.19
0.18,7369.00,6.00,3.00,0.00,15.00,3.00,0.00,9.57,197.70
0.19,7369.00,6.00,3.00,0.00,15.00,3.00,0.00,9.16,225.55
0.19,7367.00,6.00,3.00,0.00,17.00,3.00,0.00,8.78,250.98
0.20,7365.00,6.00,3.00,0.00,18.00,4.00,0.00,8.44,289.22
0.21,7359.00,7.00,3.00,0.00,23.00,4.00,0.00,8.13,324.13
0.22,7358.00,7.00,3.00,0.00,23.00,5.00,0.00,7.84,371.02
0.22,7358.00,7.00,3.00,0.00,22.00,6.00,0.00,7.59,428.85
0.23,7354.00,7.00,2.00,1.00,26.00,6.00,0.00,7.20,481.65
0.24,7354.00,7.00,2.00,1.00,25.00,7.00,0.00,6.85,544.87
0.24,7349.00,7.00,1.00,2.00,30.00,7.00,0.00,6.38,602.59
0.25,7345.00,7.00,1.00,2.00,33.00,8.00,0.00,5.96,670.30
0.26,7341.00,7.00,1.00,2.00,37.00,8.00,0.00,5.57,732.12
0.26,7338.00,7.00,1.00,2.00,39.00,9.00,0.00,5.22,803.58
0.27,7333.00,7.00,1.00,2.00,42.00,11.00,0.00,4.90,898.86
0.28,7328.00,7.00,1.00,2.00,46.00,12.00,0.00,4.60,1000.87
0.28,7323.00,6.00,2.00,2.00,51.00,12.00,0.00,4.49,1093.99
0.29,7318.00,6.00,2.00,2.00,55.00,12.00,1.00,4.38,1179.01
0.30,7305.00,6.00,2.00,2.00,66.00,14.00,1.00,4.29,1286.67
0.31,7301.00,6.00,2.00,2.00,70.00,12.00,3.00,4.20,1354.91
0.31,7293.00,7.00,2.00,2.00,74.00,14.00,4.00,4.12,1447.25
0.32,7287.00,7.00,2.00,2.00,78.00,14.00,6.00,4.05,1531.56
0.33,7279.00,7.00,2.00,2.00,84.00,15.00,7.00,3.99,1623.54
0.33,7271.00,7.00,2.00,2.00,90.00,17.00,7.00,3.93,1737.56
0.34,7267.00,7.00,2.00,2.00,93.00,18.00,7.00,3.87,1856.68
0.35,7260.00,7.00,2.00,2.00,95.00,20.00,10.00,3.82,1995.47
0.35,7253.00,7.00,2.00,2.00,99.00,22.00,11.00,3.78,2152.22
0.36,7244.00,7.00,2.00,2.00,104.00,26.00,11.00,3.74,2355.42
0.37,7241.00,7.00,2.00,2.00,106.00,27.00,11.00,3.70,2555.94
0.38,7236.00,7.00,2.00,2.00,109.00,28.00,12.00,3.67,2754.03
0.38,7229.00,7.00,2.00,2.00,112.00,32.00,12.00,3.64,2994.96
0.39,7218.00,7.00,2.00,2.00,119.00,36.00,12.00,3.61,3275.00
0.40,7211.00,7.00,2.00,2.00,124.00,38.00,12.00,3.58,3560.71
0.40,7199.00,7.00,2.00,2.00,134.00,38.00,14.00,3.56,3821.53
0.41,7193.00,7.00,2.00,2.00,139.00,38.00,15.00,3.54,4059.65
0.42,7182.00,7.00,2.00,2.00,149.00,37.00,17.00,3.52,4262.01
0.42,7167.00,6.00,3.00,2.00,158.00,42.00,18.00,3.65,4521.86
0.43,7156.00,6.00,3.00,2.00,164.00,46.00,19.00,3.77,4819.18
0.44,7142.00,6.00,3.00,2.00,174.00,50.00,19.00,3.88,5150.70
0.44,7127.00,6.00,3.00,2.00,183.00,56.00,19.00,3.98,5543.49
0.45,7114.00,6.00,3.00,2.00,191.00,60.00,20.00,4.08,5962.17
0.46,7108.00,5.00,4.00,2.00,194.00,63.00,20.00,4.31,6389.47
0.47,7094.00,5.00,4.00,2.00,203.00,67.00,21.00,4.52,6839.65
0.47,7068.00,5.00,4.00,2.00,219.00,75.00,23.00,4.71,7370.81
0.48,7056.00,5.00,4.00,2.00,224.00,82.00,23.00,4.89,7960.89
0.49,7041.00,5.00,4.00,2.00,235.00,86.00,23.00,5.05,8559.68
0.49,7028.00,5.00,4.00,2.00,239.00,94.00,24.00,5.19,9226.51
0.50,7010.00,4.00,5.00,2.00,251.00,99.00,25.00,5.48,9910.39
0.51,6994.00,3.00,6.00,2.00,254.00,111.00,26.00,5.88,10715.00
0.51,6967.00,3.00,5.00,3.00,277.00,113.00,28.00,6.10,11479.59
0.52,6949.00,3.00,4.00,4.00,283.00,121.00,32.00,6.15,12297.79
0.53,6921.00,2.00,5.00,4.00,301.00,130.00,33.00,6.35,13179.96
0.53,6904.00,2.00,5.00,4.00,311.00,131.00,39.00,6.53,14000.33
0.54,6880.00,2.00,5.00,4.00,329.00,137.00,39.00,6.69,14839.41
0.55,6856.00,2.00,5.00,4.00,341.00,146.00,42.00,6.84,15740.63
0.56,6830.00,2.00,5.00,4.00,354.00,158.00,43.00,6.97,16743.65
0.56,6806.00,2.00,5.00,4.00,360.00,175.00,44.00,7.09,17914.73
0.57,6772.00,2.00,5.00,4.00,389.00,178.00,46.00,7.20,19028.90
0.58,6743.00,2.00,5.00,4.00,405.00,188.00,49.00,7.30,20196.29
0.58,6708.00,2.00,5.00,4.00,431.00,195.00,51.00,7.40,21367.19
0.59,6672.00,2.00,5.00,4.00,450.00,210.00,53.00,7.48,22661.47
0.60,6639.00,2.00,5.00,4.00,473.00,216.00,57.00,7.55,23933.20
0.60,6607.00,2.00,5.00,4.00,488.00,231.00,59.00,7.62,25319.53
0.61,6581.00,2.00,5.00,4.00,499.00,243.00,62.00,7.69,26765.43
0.62,6560.00,2.00,5.00,4.00,510.00,246.00,69.00,7.74,28130.49
0.62,6533.00,2.00,5.00,4.00,520.00,260.00,72.00,7.80,29587.01
0.63,6498.00,2.00,5.00,4.00,541.00,270.00,76.00,7.84,31066.94
0.64,6452.00,2.00,5.00,4.00,571.00,284.00,78.00,7.89,32628.32
0.65,6412.00,2.00,5.00,4.00,592.00,302.00,79.00,7.93,34324.16
0.65,6376.00,2.00,5.00,4.00,615.00,313.00,81.00,7.96,36037.59
0.66,6345.00,1.00,6.00,4.00,627.00,325.00,88.00,8.14,37782.10
0.67,6299.00,1.00,6.00,4.00,651.00,342.00,93.00,8.31,39630.09
0.67,6267.00,1.00,6.00,4.00,664.00,358.00,96.00,8.46,41557.54
0.68,6231.00,1.00,6.00,4.00,675.00,379.00,100.00,8.60,43632.64
0.69,6191.00,1.00,6.00,4.00,681.00,411.00,102.00,8.72,46007.79
0.69,6160.00,1.00,6.00,4.00,701.00,416.00,108.00,8.84,48251.23
0.70,6125.00,1.00,6.00,4.00,717.00,431.00,112.00,8.94,50524.68
0.71,6084.00,1.00,6.00,4.00,738.00,445.00,118.00,9.04,52810.48
0.72,6048.00,1.00,5.00,5.00,741.00,472.00,124.00,8.97,55302.87
0.72,6006.00,1.00,5.00,5.00,763.00,482.00,134.00,8.91,57728.46
0.73,5968.00,1.00,5.00,5.00,779.00,496.00,142.00,8.86,60153.17
0.74,5918.00,1.00,5.00,5.00,808.00,505.00,154.00,8.81,62501.95
0.74,5877.00,1.00,5.00,5.00,831.00,515.00,162.00,8.77,64796.44
0.75,5842.00,1.00,5.00,5.00,835.00,545.00,163.00,8.73,67341.83
0.76,5800.00,1.00,5.00,5.00,855.00,565.00,165.00,8.69,69966.04
0.76,5758.00,1.00,5.00,5.00,876.00,581.00,170.00,8.66,72602.11
0.77,5720.00,1.00,5.00,5.00,890.00,602.00,173.00,8.63,75324.13
0.78,5680.00,1.00,5.00,5.00,909.00,621.00,175.00,8.60,78094.56
