Time,U,AI1,AI2,AD,BI2,BI2,BD,VA,VB
0.00,7395.00,1.00,0.00,0.00,0.00,0.00,0.00,75.00,75.00
0.01,7395.00,1.00,0.00,0.00,0.00,0.00,0.00,68.23,68.47
0.01,7394.00,1.00,0.00,0.00,0.00,1.00,0.00,62.07,77.53
0.02,7393.00,2.00,0.00,0.00,0.00,1.00,0.00,56.47,85.80
0.03,7392.00,3.00,0.00,0.00,0.00,1.00,0.00,51.37,93.35
0.03,7390.00,3.00,1.00,0.00,1.00,1.00,0.00,48.23,100.25
0.04,7390.00,2.00,1.00,1.00,1.00,1.00,0.00,45.38,106.54
0.05,7386.00,4.00,1.00,1.00,3.00,1.00,0.00,42.79,112.29
0.06,7386.00,4.00,1.00,1.00,3.00,1.00,0.00,40.43,117.53
0.06,7385.00,4.00,1.00,1.00,4.00,1.00,0.00,38.28,122.32
0.07,7383.00,4.00,1.00,1.00,6.00,1.00,0.00,36.33,126.69
0.08,7380.00,5.00,1.00,1.00,8.00,1.00,0.00,34.55,130.69
0.08,7378.00,6.00,1.00,1.00,9.00,1.00,0.00,32.93,134.33
0.09,7375.00,7.00,1.00,1.00,10.00,2.00,0.00,31.46,152.68
0.10,7372.00,7.00,1.00,1.00,12.00,3.00,0.00,30.12,184.45
0.10,7370.00,5.00,3.00,1.00,14.00,3.00,0.00,31.91,213.46
0.11,7369.00,5.00,3.00,1.00,14.00,4.00,0.00,33.54,254.97
0.12,7368.00,5.00,3.00,1.00,14.00,5.00,0.00,35.02,307.88
0.12,7366.00,5.00,3.00,1.00,16.00,5.00,0.00,36.36,356.19
0.13,7361.00,6.00,3.00,1.00,18.00,7.00,0.00,37.59,430.33
0.14,7358.00,6.00,3.00,1.00,20.00,8.00,0.00,38.70,513.05
0.15,7353.00,6.00,3.00,1.00,25.00,8.00,0.00,39.71,588.56
0.15,7351.00,6.00,3.00,1.00,27.00,8.00,0.00,40.63,657.49
0.16,7347.00,7.00,3.00,1.00,29.00,9.00,0.00,41.47,735.45
0.17,7345.00,7.00,3.00,1.00,31.00,9.00,0.00,42.24,806.62
0.17,7342.00,7.00,3.00,1.00,32.00,11.00,0.00,42.93,901.64
0.18,7336.00,8.00,3.00,1.00,37.00,11.00,0.00,43.56,988.38
0.19,7329.00,8.00,3.00,1.00,43.00,12.00,0.00,44.14,1082.59
0.19,7326.00,8.00,3.00,1.00,45.00,13.00,0.00,44.66,1183.63
0.20,7324.00,8.00,3.00,1.00,47.00,13.00,0.00,45.13,1275.86
0.21,7316.00,8.00,3.00,1.00,55.00,11.00,2.00,45.57,1330.02
0.22,7311.00,8.00,3.00,1.00,58.00,13.00,2.00,45.96,1409.51
0.22,7308.00,9.00,3.00,1.00,58.00,14.00,3.00,46.32,1497.10
0.23,7305.00,9.00,3.00,1.00,58.00,17.00,3.00,46.64,1622.13
0.24,7304.00,9.00,3.00,1.00,58.00,18.00,3.00,46.94,1751.30
0.24,7294.00,10.00,3.00,1.00,66.00,17.00,5.00,47.21,1854.19
0.25,7290.00,9.00,4.00,1.00,65.00,22.00,5.00,48.96,2023.25
0.26,7284.00,9.00,4.00,1.00,68.00,25.00,5.00,50.55,2222.65
0.26,7280.00,9.00,4.00,1.00,69.00,28.00,5.00,51.99,2449.76
0.27,7274.00,8.00,6.00,1.00,69.00,32.00,6.00,56.31,2717.18
0.28,7266.00,8.00,6.00,1.00,76.00,33.00,6.00,60.24,2976.34
0.28,7259.00,8.00,6.00,1.00,79.00,36.00,7.00,63.82,3258.01
0.29,7250.00,8.00,6.00,1.00,85.00,39.00,7.00,67.07,3560.22
0.30,7248.00,9.00,6.00,1.00,82.00,42.00,8.00,70.03,3881.18
0.31,7244.00,9.00,6.00,1.00,84.00,43.00,9.00,72.72,4189.21
0.31,7235.00,8.00,7.00,1.00,91.00,44.00,10.00,76.67,4485.45
0.32,7219.00,9.00,6.00,2.00,102.00,47.00,11.00,78.76,4800.96
0.33,7210.00,10.00,6.00,2.00,106.00,50.00,12.00,80.67,5134.07
0.33,7199.00,10.00,6.00,2.00,111.00,56.00,12.00,82.40,5528.31
0.34,7194.00,10.00,6.00,2.00,111.00,61.00,12.00,83.97,5963.34
0.35,7182.00,9.00,7.00,2.00,121.00,63.00,12.00,86.91,6390.53
