Time,U,AI1,AI2,AD,BI2,BI2,BD,VA,VB
0.00,7394.00,1.00,0.00,0.00,1.00,0.00,0.00,75.00,75.00
0.01,7391.00,4.00,0.00,0.00,1.00,0.00,0.00,68.23,68.47
0.01,7390.00,3.00,1.00,0.00,2.00,0.00,0.00,212.30,62.51
0.02,7390.00,3.00,1.00,0.00,2.00,0.00,0.00,343.37,57.06
0.03,7387.00,6.00,1.00,0.00,2.00,0.00,0.00,462.60,52.10
0.03,7387.00,4.00,2.00,1.00,2.00,0.00,0.00,721.30,47.56
0.04,7384.00,6.00,3.00,1.00,2.00,0.00,0.00,1106.88,43.42
0.05,7382.00,6.00,4.00,1.00,2.00,1.00,0.00,1607.88,54.66
0.06,7378.00,9.00,4.00,2.00,2.00,1.00,0.00,2063.65,64.92
0.06,7374.00,10.00,4.00,2.00,5.00,1.00,0.00,2478.27,74.29
0.07,7372.00,12.00,4.00,2.00,5.00,1.00,0.00,2855.46,82.85
0.08,7365.00,18.00,4.00,2.00,6.00,1.00,0.00,3198.60,90.66
0.08,7362.00,20.00,4.00,2.00,7.00,1.00,0.00,3510.77,97.79
0.09,7361.00,21.00,4.00,2.00,6.00,2.00,0.00,3794.75,119.32
0.10,7358.00,23.00,4.00,2.00,6.00,3.00,0.00,4053.09,154.00
0.10,7355.00,24.00,5.00,2.00,7.00,3.00,0.00,4438.34,185.66
0.11,7351.00,26.00,5.00,2.00,9.00,3.00,0.00,4788.82,214.56
0.12,7348.00,28.00,5.00,2.00,10.00,3.00,0.00,5107.65,240.95
0.12,7347.00,28.00,6.00,2.00,10.00,3.00,0.00,5547.93,265.04
0.13,7344.00,31.00,6.00,2.00,9.00,4.00,0.00,5948.46,302.05
0.14,7339.00,32.00,6.00,2.00,13.00,4.00,0.00,6312.84,335.84
0.15,7331.00,36.00,7.00,2.00,16.00,4.00,0.00,6794.55,366.69
0.15,7324.00,38.00,7.00,3.00,20.00,4.00,0.00,7232.77,394.85
0.16,7320.00,39.00,7.00,3.00,22.00,5.00,0.00,7631.43,435.59
0.17,7314.00,41.00,7.00,3.00,25.00,6.00,0.00,7994.10,487.80
0.17,7313.00,40.00,8.00,3.00,25.00,7.00,0.00,8474.26,550.48
0.18,7306.00,43.00,10.00,3.00,27.00,7.00,0.00,9211.54,607.71
0.19,7298.00,44.00,12.00,3.00,31.00,7.00,1.00,10182.72,659.96
0.19,7291.00,47.00,12.00,3.00,32.00,9.00,2.00,11066.22,737.70
0.20,7287.00,48.00,13.00,3.00,33.00,9.00,3.00,12020.20,808.67
0.21,7278.00,49.00,16.00,3.00,37.00,10.00,3.00,13338.74,888.49
0.22,7271.00,53.00,17.00,3.00,38.00,11.00,3.00,14688.48,976.37
0.22,7262.00,57.00,20.00,3.00,40.00,11.00,3.00,16367.07,1056.61
0.23,7252.00,61.00,21.00,3.00,40.00,16.00,3.00,18044.34,1204.97
0.24,7236.00,67.00,23.00,3.00,47.00,17.00,3.00,19870.66,1355.44
0.24,7223.00,69.00,25.00,5.00,50.00,20.00,4.00,21832.57,1537.88
0.25,7210.00,72.00,29.00,5.00,51.00,25.00,4.00,24218.28,1779.55
0.26,7194.00,76.00,30.00,5.00,60.00,26.00,5.00,26538.85,2015.19
0.26,7176.00,81.00,32.00,5.00,69.00,27.00,6.00,28950.38,2245.34
0.27,7159.00,89.00,31.00,6.00,75.00,29.00,7.00,30993.98,2485.50
0.28,7138.00,94.00,34.00,7.00,86.00,28.00,9.00,33303.78,2689.72
0.28,7121.00,101.00,32.00,9.00,94.00,29.00,10.00,35104.59,2891.18
0.29,7111.00,99.00,34.00,9.00,102.00,31.00,10.00,37043.29,3105.14
0.30,7091.00,105.00,36.00,9.00,110.00,35.00,10.00,39107.43,3360.57
0.31,7075.00,110.00,37.00,9.00,114.00,41.00,10.00,41135.46,3683.89
0.31,7065.00,117.00,37.00,10.00,115.00,42.00,10.00,42980.40,3994.08
0.32,7052.00,119.00,37.00,11.00,123.00,44.00,10.00,44658.79,4307.31
0.33,7035.00,122.00,40.00,11.00,130.00,47.00,11.00,46636.35,4638.34
0.33,7012.00,125.00,42.00,11.00,146.00,49.00,11.00,48735.84,4970.58
0.34,6988.00,127.00,49.00,11.00,157.00,52.00,12.00,51697.41,5318.97
0.35,6964.00,125.00,53.00,12.00,171.00,57.00,14.00,54992.55,5712.13
0.35,6949.00,130.00,55.00,13.00,177.00,55.00,17.00,58290.67,6041.01
0.36,6935.00,131.00,61.00,13.00,177.00,60.00,19.00,62192.43,6416.37
0.37,6909.00,134.00,69.00,13.00,187.00,63.00,21.00,66943.80,6804.12
0.38,6892.00,137.00,73.00,14.00,188.00,70.00,22.00,71867.15,7263.26
0.38,6873.00,144.00,74.00,16.00,192.00,73.00,24.00,76496.26,7727.49
0.39,6851.00,150.00,74.00,19.00,201.00,76.00,25.00,80707.47,8196.37
0.40,6825.00,160.00,77.00,20.00,208.00,79.00,27.00,84989.19,8669.49
0.40,6797.00,160.00,82.00,22.00,226.00,80.00,29.00,89635.53,9116.44
0.41,6767.00,164.00,90.00,24.00,238.00,84.00,29.00,95064.26,9584.56
0.42,6744.00,169.00,92.00,27.00,243.00,91.00,30.00,100303.35,10117.08
0.42,6713.00,176.00,97.00,28.00,255.00,97.00,30.00,105820.63,10693.37
0.43,6685.00,180.00,102.00,28.00,268.00,103.00,30.00,111590.98,11309.61
0.44,6658.00,183.00,105.00,30.00,282.00,105.00,33.00,117291.08,11902.24
0.44,6619.00,193.00,111.00,31.00,292.00,115.00,35.00,123377.99,12593.50
0.45,6577.00,203.00,119.00,31.00,307.00,119.00,40.00,130117.23,13284.66
0.46,6540.00,208.00,125.00,34.00,323.00,125.00,41.00,137149.45,14005.78
0.47,6503.00,214.00,131.00,36.00,335.00,133.00,44.00,144448.21,14784.29
0.47,6472.00,217.00,139.00,38.00,341.00,144.00,45.00,152289.91,15660.26
0.48,6426.00,225.00,148.00,40.00,360.00,149.00,48.00,160775.75,16535.07
0.49,6390.00,224.00,159.00,40.00,377.00,158.00,48.00,170148.06,17468.92
0.49,6359.00,233.00,161.00,42.00,389.00,162.00,50.00,178974.72,18381.54
0.50,6322.00,240.00,173.00,43.00,396.00,167.00,55.00,188807.30,19289.81
0.51,6281.00,248.00,184.00,45.00,405.00,175.00,58.00,199404.77,20239.18
0.51,6250.00,255.00,188.00,46.00,411.00,184.00,62.00,209646.44,21241.09
0.52,6202.00,265.00,193.00,50.00,429.00,192.00,65.00,219714.68,22275.94
0.53,6167.00,274.00,198.00,53.00,434.00,202.00,68.00,229625.13,23370.91
0.53,6131.00,285.00,200.00,58.00,440.00,211.00,71.00,238941.36,24505.75
0.54,6093.00,296.00,200.00,63.00,451.00,221.00,72.00,247416.53,25691.99
0.55,6047.00,301.00,208.00,67.00,470.00,229.00,74.00,256328.44,26895.13
0.56,6009.00,307.00,215.00,68.00,479.00,239.00,79.00,265487.42,28143.74
0.56,5965.00,311.00,219.00,75.00,492.00,250.00,84.00,274420.47,29448.88
0.57,5919.00,321.00,223.00,79.00,507.00,262.00,85.00,283147.99,30820.65
0.58,5860.00,329.00,227.00,86.00,537.00,268.00,89.00,291688.54,32163.10
0.58,5825.00,330.00,232.00,88.00,551.00,277.00,93.00,300209.22,33523.88
0.59,5779.00,329.00,243.00,91.00,569.00,287.00,98.00,309613.21,34916.39
0.60,5732.00,331.00,251.00,93.00,591.00,296.00,102.00,319370.09,36322.85
0.60,5696.00,338.00,256.00,95.00,597.00,310.00,104.00,328997.29,37817.17
0.61,5653.00,340.00,267.00,99.00,603.00,326.00,108.00,339407.92,39421.74
0.62,5601.00,349.00,281.00,101.00,609.00,344.00,111.00,350981.93,41157.01
0.62,5553.00,362.00,281.00,105.00,621.00,361.00,113.00,361511.07,42996.57
0.63,5511.00,371.00,288.00,107.00,625.00,376.00,118.00,372141.29,44901.30
