Time,U,AI1,AI2,AD,BI2,BI2,BD,VA,VB
0.00,7392.00,2.00,0.00,0.00,2.00,0.00,0.00,75.00,75.00
0.01,7391.00,3.00,0.00,0.00,2.00,0.00,0.00,68.52,68.47
0.01,7390.00,3.00,1.00,0.00,2.00,0.00,0.00,212.84,62.51
0.02,7388.00,5.00,1.00,0.00,2.00,0.00,0.00,344.70,57.06
0.03,7378.00,13.00,1.00,0.00,4.00,0.00,0.00,465.17,52.10
0.03,7375.00,16.00,1.00,0.00,4.00,0.00,0.00,575.24,47.56
0.04,7375.00,16.00,1.00,0.00,4.00,0.00,0.00,675.81,43.42
0.05,7363.00,26.00,3.00,0.00,4.00,0.00,0.00,1068.16,39.64
0.06,7354.00,34.00,4.00,0.00,4.00,0.00,0.00,1576.86,36.19
0.06,7335.00,50.00,6.00,1.00,4.00,0.00,0.00,2342.11,33.03
0.07,7298.00,86.00,7.00,1.00,4.00,0.00,0.00,3191.53,30.16
0.08,7270.00,111.00,9.00,1.00,5.00,0.00,0.00,4268.07,27.53
0.08,7228.00,147.00,14.00,2.00,5.00,0.00,0.00,6002.83,25.13
0.09,7174.00,190.00,24.00,2.00,6.00,0.00,0.00,9090.13,22.95
0.10,7081.00,273.00,34.00,2.00,6.00,0.00,0.00,13413.20,20.95
0.10,6960.00,385.00,39.00,5.00,7.00,0.00,0.00,18114.21,19.12
0.11,6785.00,542.00,56.00,6.00,7.00,0.00,0.00,24963.28,17.46
0.12,6585.00,720.00,76.00,7.00,7.00,1.00,0.00,34225.67,30.96
0.12,6303.00,969.00,108.00,8.00,7.00,1.00,0.00,47495.80,43.29
0.13,5963.00,1281.00,133.00,11.00,7.00,1.00,0.00,63376.05,54.54
0.14,5513.00,1688.00,172.00,14.00,8.00,1.00,0.00,83744.30,64.82
0.15,5115.00,2022.00,231.00,16.00,10.00,2.00,0.00,111217.73,89.22
0.15,4583.00,2481.00,298.00,21.00,11.00,2.00,0.00,146384.75,111.50
0.16,3965.00,3009.00,384.00,25.00,11.00,2.00,0.00,191435.54,131.83
0.17,3303.00,3557.00,492.00,31.00,10.00,3.00,0.00,248821.88,165.42
0.17,2638.00,4101.00,609.00,34.00,10.00,4.00,0.00,318830.87,211.11
0.18,1927.00,4658.00,757.00,40.00,10.00,4.00,0.00,405029.91,252.82
0.19,1294.00,5148.00,895.00,45.00,9.00,5.00,0.00,504518.93,305.92
0.19,831.00,5478.00,1025.00,48.00,9.00,5.00,0.00,614948.69,354.40
0.20,488.00,5680.00,1165.00,49.00,9.00,5.00,0.00,736876.95,398.66
0.21,255.00,5753.00,1321.00,53.00,9.00,5.00,0.00,871714.69,439.06
0.22,120.00,5751.00,1448.00,63.00,9.00,4.00,1.00,1013990.65,460.92
0.22,54.00,5661.00,1599.00,68.00,9.00,4.00,1.00,1166668.23,480.88
0.23,22.00,5527.00,1758.00,75.00,8.00,5.00,1.00,1330051.25,514.12
0.24,8.00,5362.00,1929.00,83.00,8.00,5.00,1.00,1505018.25,544.47
0.24,4.00,5232.00,2056.00,90.00,7.00,6.00,1.00,1683958.93,587.20
0.25,1.00,5093.00,2191.00,97.00,7.00,6.00,1.00,1867732.10,626.20
0.26,0.00,4952.00,2325.00,105.00,7.00,6.00,1.00,2055770.30,661.82
0.26,0.00,4797.00,2470.00,115.00,7.00,6.00,1.00,2249357.88,694.33
0.27,0.00,4673.00,2590.00,119.00,7.00,6.00,1.00,2444259.93,724.01
0.28,0.00,4519.00,2742.00,121.00,7.00,6.00,1.00,2645170.35,751.10
0.28,0.00,4389.00,2865.00,128.00,7.00,6.00,1.00,2847213.74,775.84
0.29,0.00,4270.00,2979.00,133.00,7.00,6.00,1.00,3048940.19,798.42
0.30,0.00,4141.00,3102.00,139.00,7.00,6.00,1.00,3251729.13,819.03
0.31,0.00,4042.00,3200.00,140.00,7.00,6.00,1.00,3451733.10,837.85
0.31,0.00,3930.00,3306.00,146.00,7.00,6.00,1.00,3650394.37,855.04
0.32,0.00,3831.00,3395.00,156.00,7.00,6.00,1.00,3845274.91,870.72
0.33,0.00,3725.00,3496.00,161.00,7.00,6.00,1.00,4038503.93,885.04
0.33,0.00,3612.00,3601.00,169.00,7.00,6.00,1.00,4230824.93,898.11
0.34,0.00,3525.00,3684.00,173.00,7.00,5.00,2.00,4419011.19,895.03
0.35,0.00,3413.00,3789.00,180.00,7.00,5.00,2.00,4606724.80,892.21
0.35,0.00,3322.00,3871.00,189.00,7.00,4.00,3.00,4790551.23,874.61
0.36,0.00,3229.00,3950.00,203.00,7.00,4.00,3.00,4970375.32,858.54
0.37,0.00,3129.00,4040.00,213.00,7.00,3.00,4.00,5148195.21,828.85
0.38,0.00,3053.00,4109.00,220.00,6.00,4.00,4.00,5321029.05,816.77
0.38,0.00,2965.00,4193.00,224.00,6.00,4.00,4.00,5491560.83,805.75
0.39,0.00,2875.00,4272.00,235.00,6.00,3.00,5.00,5659238.11,780.65
0.40,0.00,2781.00,4363.00,238.00,6.00,3.00,5.00,5826110.12,757.75
