Time,U,AI1,AI2,AD,BI2,BI2,BD,VA,VB
0.00,7396.00,0.00,0.00,0.00,0.00,0.00,0.00,75.00,75.00
0.01,7394.00,2.00,0.00,0.00,0.00,0.00,0.00,68.23,68.47
0.01,7391.00,3.00,0.00,0.00,2.00,0.00,0.00,62.07,62.51
0.02,7390.00,4.00,0.00,0.00,2.00,0.00,0.00,56.47,57.06
0.03,7388.00,5.00,0.00,0.00,2.00,1.00,0.00,51.37,67.12
0.03,7387.00,6.00,0.00,0.00,2.00,1.00,0.00,46.73,76.30
0.04,7387.00,6.00,0.00,0.00,2.00,1.00,0.00,42.51,84.68
0.05,7385.00,7.00,0.00,0.00,3.00,1.00,0.00,38.67,92.33
0.06,7385.00,7.00,0.00,0.00,3.00,1.00,0.00,35.18,99.31
0.06,7382.00,7.00,0.00,0.00,6.00,1.00,0.00,32.01,105.69
0.07,7382.00,7.00,0.00,0.00,6.00,1.00,0.00,29.12,111.51
0.08,7382.00,6.00,1.00,0.00,6.00,1.00,0.00,41.51,116.82
0.08,7381.00,7.00,1.00,0.00,6.00,1.00,0.00,52.79,121.67
0.09,7381.00,7.00,1.00,0.00,6.00,1.00,0.00,63.04,126.10
0.10,7378.00,8.00,2.00,0.00,7.00,1.00,0.00,87.40,130.14
0.10,7376.00,7.00,3.00,0.00,8.00,2.00,0.00,124.58,148.86
0.11,7375.00,7.00,3.00,0.00,9.00,2.00,0.00,158.40,165.94
0.12,7374.00,7.00,3.00,0.00,10.00,1.00,1.00,189.17,166.51
0.12,7371.00,8.00,3.00,0.00,11.00,2.00,1.00,217.16,182.06
0.13,7370.00,7.00,5.00,0.00,11.00,2.00,1.00,272.67,196.25
0.14,7368.00,6.00,6.00,0.00,13.00,2.00,1.00,338.20,209.21
0.15,7364.00,6.00,6.00,0.00,17.00,2.00,1.00,397.80,221.04
0.15,7357.00,10.00,6.00,0.00,20.00,2.00,1.00,452.03,231.84
0.16,7357.00,10.00,4.00,2.00,17.00,5.00,1.00,471.31,286.77
0.17,7351.00,12.00,4.00,2.00,21.00,5.00,1.00,488.86,336.91
0.17,7350.00,11.00,5.00,2.00,21.00,5.00,2.00,519.84,382.69
0.18,7345.00,12.00,5.00,2.00,23.00,7.00,2.00,548.03,454.53
0.19,7342.00,13.00,5.00,2.00,25.00,7.00,2.00,573.67,520.11
0.19,7333.00,18.00,5.00,2.00,29.00,7.00,2.00,596.99,579.99
0.20,7331.00,19.00,5.00,2.00,28.00,9.00,2.00,618.21,664.69
0.21,7327.00,20.00,4.00,3.00,29.00,10.00,3.00,622.49,757.04
0.22,7319.00,20.00,4.00,3.00,36.00,10.00,4.00,626.39,841.35
0.22,7309.00,22.00,6.00,3.00,41.00,11.00,4.00,659.98,933.35
0.23,7305.00,20.00,8.00,3.00,43.00,13.00,4.00,720.58,1047.38
0.24,7303.00,20.00,8.00,3.00,43.00,15.00,4.00,775.72,1181.52
0.24,7297.00,19.00,9.00,3.00,49.00,15.00,4.00,840.89,1303.99
0.25,7291.00,18.00,11.00,3.00,52.00,16.00,5.00,930.23,1430.81
0.26,7284.00,16.00,13.00,3.00,58.00,16.00,6.00,1041.56,1546.59
0.26,7278.00,16.00,14.00,3.00,59.00,20.00,6.00,1157.85,1712.38
0.27,7271.00,16.00,14.00,3.00,65.00,21.00,6.00,1263.65,1878.76
0.28,7252.00,19.00,14.00,3.00,79.00,23.00,6.00,1359.89,2060.70
0.28,7247.00,21.00,13.00,4.00,80.00,25.00,6.00,1432.42,2256.84
0.29,7236.00,24.00,13.00,4.00,86.00,27.00,6.00,1498.41,2465.95
0.30,7223.00,23.00,14.00,4.00,97.00,29.00,6.00,1573.46,2686.89
0.31,7210.00,25.00,14.00,4.00,106.00,31.00,6.00,1641.73,2918.65
0.31,7196.00,24.00,15.00,5.00,118.00,30.00,8.00,1718.87,3115.20
0.32,7183.00,24.00,18.00,5.00,125.00,33.00,8.00,1834.11,3339.70
0.33,7177.00,25.00,17.00,6.00,126.00,37.00,8.00,1923.92,3604.75
0.33,7159.00,31.00,16.00,7.00,137.00,37.00,9.00,1990.61,3846.72
0.34,7138.00,36.00,17.00,7.00,151.00,37.00,10.00,2066.29,4067.62
0.35,7129.00,37.00,17.00,8.00,156.00,39.00,10.00,2135.15,4299.33
0.35,7115.00,37.00,18.00,8.00,162.00,45.00,11.00,2212.81,4601.00
0.36,7099.00,40.00,18.00,9.00,173.00,46.00,11.00,2283.45,4891.43
0.37,7078.00,39.00,19.00,9.00,186.00,53.00,12.00,2362.75,5261.73
0.38,7064.00,39.00,17.00,11.00,197.00,56.00,12.00,2404.84,5644.85
