Time,U,AI1,AI2,AD,BI2,BI2,BD,VA,VB
0.00,7394.00,2.00,0.00,0.00,0.00,0.00,0.00,75.00,75.00
0.01,7390.00,4.00,0.00,0.00,2.00,0.00,0.00,68.52,68.47
0.01,7389.00,5.00,0.00,0.00,2.00,0.00,0.00,62.61,62.51
0.02,7387.00,6.00,0.00,0.00,3.00,0.00,0.00,57.20,57.06
0.03,7386.00,7.00,0.00,0.00,3.00,0.00,0.00,52.26,52.10
0.03,7386.00,7.00,0.00,0.00,3.00,0.00,0.00,47.75,47.56
0.04,7386.00,7.00,0.00,0.00,3.00,0.00,0.00,43.63,43.42
0.05,7386.00,7.00,0.00,0.00,3.00,0.00,0.00,39.86,39.64
0.06,7385.00,7.00,0.00,0.00,4.00,0.00,0.00,36.42,36.19
0.06,7384.00,7.00,0.00,0.00,5.00,0.00,0.00,33.28,33.03
0.07,7384.00,7.00,0.00,0.00,4.00,1.00,0.00,30.40,45.18
0.08,7382.00,6.00,2.00,0.00,5.00,1.00,0.00,28.08,56.27
0.08,7380.00,7.00,2.00,0.00,6.00,1.00,0.00,25.96,66.39
0.09,7380.00,7.00,2.00,0.00,5.00,2.00,0.00,24.02,90.66
0.10,7380.00,7.00,2.00,0.00,5.00,2.00,0.00,22.24,112.81
0.10,7378.00,7.00,2.00,0.00,6.00,2.00,1.00,20.62,133.03
0.11,7378.00,7.00,2.00,0.00,5.00,3.00,1.00,19.14,166.52
0.12,7375.00,7.00,3.00,0.00,7.00,3.00,1.00,17.94,197.09
0.12,7373.00,7.00,3.00,0.00,9.00,3.00,1.00,16.84,225.00
0.13,7372.00,6.00,4.00,0.00,9.00,4.00,1.00,15.99,265.50
0.14,7370.00,5.00,5.00,0.00,11.00,4.00,1.00,15.36,302.47
0.15,7369.00,6.00,4.00,1.00,11.00,3.00,2.00,14.64,321.20
0.15,7365.00,7.00,4.00,1.00,12.00,5.00,2.00,13.97,368.35
0.16,7362.00,7.00,4.00,1.00,15.00,5.00,2.00,13.37,411.39
0.17,7359.00,7.00,4.00,1.00,18.00,4.00,3.00,12.81,435.66
0.17,7355.00,7.00,5.00,1.00,20.00,5.00,3.00,12.46,472.84
0.18,7352.00,8.00,5.00,1.00,21.00,6.00,3.00,12.13,521.81
0.19,7348.00,8.00,5.00,1.00,25.00,6.00,3.00,11.84,566.51
0.19,7346.00,8.00,5.00,1.00,26.00,7.00,3.00,11.57,622.34
0.20,7345.00,8.00,5.00,1.00,27.00,7.00,3.00,11.32,673.31
0.21,7342.00,8.00,5.00,1.00,29.00,8.00,3.00,11.09,734.87
0.22,7339.00,7.00,6.00,1.00,30.00,9.00,4.00,11.04,806.09
0.22,7332.00,7.00,6.00,1.00,35.00,11.00,4.00,10.99,901.15
0.23,7325.00,7.00,6.00,1.00,40.00,12.00,5.00,10.94,1002.96
0.24,7317.00,7.00,6.00,1.00,45.00,15.00,5.00,10.90,1140.97
0.24,7309.00,9.00,6.00,1.00,51.00,14.00,6.00,10.86,1251.94
0.25,7303.00,9.00,5.00,2.00,57.00,14.00,6.00,10.67,1353.25
0.26,7298.00,9.00,5.00,2.00,58.00,17.00,7.00,10.50,1490.81
0.26,7296.00,9.00,5.00,2.00,56.00,21.00,7.00,10.34,1676.48
0.27,7288.00,8.00,6.00,2.00,63.00,20.00,9.00,10.35,1830.96
0.28,7282.00,7.00,7.00,2.00,66.00,23.00,9.00,10.51,2017.06
0.28,7276.00,7.00,7.00,2.00,69.00,25.00,10.00,10.66,2217.00
0.29,7270.00,6.00,7.00,3.00,74.00,26.00,10.00,10.79,2414.56
0.30,7260.00,6.00,7.00,3.00,82.00,28.00,10.00,10.91,2624.95
0.31,7257.00,6.00,7.00,3.00,84.00,29.00,10.00,11.02,2832.06
0.31,7248.00,6.00,7.00,3.00,91.00,30.00,11.00,11.12,3036.14
0.32,7238.00,6.00,7.00,3.00,97.00,31.00,14.00,11.21,3237.49
0.33,7232.00,6.00,7.00,3.00,102.00,32.00,14.00,11.29,3436.32
0.33,7219.00,6.00,7.00,3.00,112.00,33.00,16.00,11.37,3632.86
0.34,7208.00,6.00,7.00,3.00,120.00,35.00,17.00,11.44,3842.34
0.35,7203.00,6.00,7.00,3.00,125.00,34.00,18.00,11.50,4018.55
0.35,7197.00,6.00,7.00,3.00,129.00,36.00,18.00,11.56,4209.46
0.36,7190.00,6.00,7.00,3.00,133.00,39.00,18.00,11.62,4428.82
0.37,7178.00,7.00,7.00,3.00,141.00,41.00,19.00,11.66,4659.12
0.38,7165.00,7.00,7.00,3.00,149.00,44.00,21.00,11.71,4914.44
0.38,7160.00,8.00,7.00,3.00,148.00,49.00,21.00,11.75,5222.65
0.39,7148.00,8.00,7.00,3.00,158.00,51.00,21.00,11.79,5534.06
0.40,7141.00,8.00,7.00,3.00,161.00,55.00,21.00,11.82,5878.45
0.40,7133.00,8.00,7.00,3.00,163.00,60.00,22.00,11.85,6267.96
0.41,7122.00,8.00,7.00,3.00,168.00,66.00,22.00,11.88,6713.70
0.42,7109.00,8.00,7.00,3.00,173.00,72.00,24.00,11.91,7210.76
0.42,7099.00,8.00,6.00,4.00,179.00,75.00,25.00,11.78,7709.61
0.43,7090.00,8.00,6.00,4.00,184.00,78.00,26.00,11.66,8210.09
0.44,7078.00,8.00,6.00,4.00,191.00,80.00,29.00,11.56,8697.04
0.44,7064.00,7.00,7.00,4.00,198.00,85.00,31.00,11.61,9216.70
0.45,7054.00,6.00,8.00,4.00,199.00,90.00,35.00,11.81,9766.23
0.46,7042.00,5.00,9.00,4.00,204.00,95.00,37.00,12.14,10343.02
0.47,7018.00,6.00,9.00,4.00,220.00,101.00,38.00,12.45,10959.73
0.47,7005.00,6.00,10.00,4.00,225.00,108.00,38.00,12.88,11627.90
0.48,6988.00,6.00,10.00,4.00,236.00,114.00,38.00,13.27,12328.02
0.49,6968.00,6.00,9.00,5.00,248.00,122.00,38.00,13.47,13087.37
0.49,6948.00,7.00,9.00,5.00,259.00,122.00,46.00,13.66,13780.60
0.50,6932.00,7.00,9.00,5.00,268.00,128.00,47.00,13.83,14503.60
0.51,6914.00,7.00,9.00,5.00,280.00,131.00,50.00,13.99,15208.71
0.51,6899.00,7.00,8.00,6.00,285.00,140.00,51.00,13.99,15987.64
0.52,6880.00,7.00,8.00,6.00,297.00,144.00,54.00,13.98,16758.83
0.53,6862.00,7.00,8.00,6.00,307.00,150.00,56.00,13.98,17553.00
0.53,6846.00,7.00,8.00,6.00,313.00,158.00,58.00,13.97,18398.21
0.54,6835.00,7.00,8.00,6.00,315.00,163.00,62.00,13.97,19244.94
0.55,6818.00,7.00,8.00,6.00,319.00,173.00,65.00,13.96,20168.17
0.56,6797.00,6.00,9.00,6.00,328.00,185.00,65.00,14.11,21191.28
0.56,6778.00,6.00,9.00,6.00,334.00,193.00,70.00,14.24,22245.49
0.57,6759.00,6.00,8.00,7.00,342.00,197.00,77.00,14.22,23268.00
0.58,6736.00,6.00,8.00,7.00,354.00,206.00,79.00,14.19,24336.68
0.58,6716.00,6.00,7.00,8.00,365.00,207.00,87.00,14.02,25327.33
0.59,6702.00,5.00,8.00,8.00,369.00,211.00,93.00,14.01,26291.80
0.60,6681.00,6.00,7.00,9.00,376.00,221.00,96.00,13.85,27322.53
0.60,6661.00,6.00,7.00,9.00,384.00,230.00,99.00,13.71,28398.71
0.61,6644.00,5.00,8.00,9.00,387.00,240.00,103.00,13.72,29531.41
0.62,6622.00,5.00,8.00,9.00,397.00,250.00,105.00,13.74,30715.72
0.62,6605.00,5.00,8.00,9.00,397.00,261.00,111.00,13.76,31962.15
0.63,6580.00,5.00,8.00,9.00,410.00,266.00,118.00,13.77,33175.17
0.64,6554.00,6.00,8.00,9.00,419.00,280.00,120.00,13.78,34492.88
0.65,6521.00,6.00,8.00,9.00,444.00,285.00,123.00,13.80,35770.97
0.65,6495.00,6.00,8.00,9.00,460.00,291.00,127.00,13.81,37027.91
0.66,6475.00,6.00,7.00,10.00,469.00,296.00,133.00,13.67,38250.51
0.67,6447.00,6.00,6.00,11.00,490.00,298.00,138.00,13.39,39396.70
0.67,6416.00,6.00,6.00,11.00,501.00,316.00,140.00,13.13,40713.50
0.68,6398.00,6.00,5.00,12.00,504.00,328.00,143.00,12.75,42095.91
0.69,6362.00,6.00,5.00,12.00,524.00,342.00,145.00,12.40,43568.28
0.69,6340.00,6.00,5.00,12.00,533.00,351.00,149.00,12.08,45047.64
0.70,6308.00,6.00,5.00,12.00,547.00,364.00,154.00,11.79,46593.49
0.71,6274.00,6.00,5.00,12.00,566.00,374.00,159.00,11.52,48154.97
0.72,6249.00,6.00,5.00,12.00,583.00,379.00,162.00,11.28,49655.59
0.72,6221.00,6.00,5.00,12.00,590.00,397.00,165.00,11.06,51295.96
0.73,6198.00,6.00,5.00,12.00,603.00,404.00,168.00,10.85,52898.65
0.74,6168.00,6.00,5.00,12.00,615.00,418.00,172.00,10.67,54572.12
0.74,6139.00,6.00,5.00,12.00,624.00,435.00,175.00,10.50,56355.25
0.75,6115.00,6.00,4.00,13.00,630.00,450.00,178.00,10.19,58208.47
0.76,6092.00,6.00,4.00,13.00,635.00,465.00,181.00,9.91,60125.66
0.76,6065.00,6.00,4.00,13.00,639.00,482.00,187.00,9.66,62131.30
0.77,6037.00,7.00,4.00,13.00,647.00,497.00,191.00,9.43,64187.65
0.78,6011.00,7.00,3.00,14.00,660.00,505.00,196.00,9.06,66185.13
0.78,5988.00,7.00,3.00,14.00,669.00,515.00,200.00,8.73,68158.90
0.79,5960.00,7.00,3.00,14.00,675.00,531.00,206.00,8.43,70201.17
0.80,5927.00,7.00,3.00,14.00,688.00,548.00,209.00,8.15,72321.01
0.81,5902.00,7.00,3.00,14.00,696.00,561.00,213.00,7.90,74451.56
0.81,5859.00,6.00,4.00,14.00,710.00,587.00,216.00,7.82,76787.18
0.82,5823.00,5.00,5.00,14.00,722.00,610.00,217.00,7.89,79264.97
0.83,5789.00,4.00,5.00,15.00,727.00,635.00,221.00,7.96,81902.58
0.83,5754.00,4.00,5.00,15.00,732.00,657.00,229.00,8.03,84641.02
0.84,5722.00,4.00,5.00,15.00,745.00,672.00,233.00,8.08,87366.36
0.85,5684.00,4.00,5.00,15.00,764.00,687.00,237.00,8.14,90079.73
0.85,5648.00,4.00,4.00,16.00,777.00,703.00,244.00,8.04,92797.20
0.86,5622.00,4.00,4.00,16.00,785.00,715.00,250.00,7.94,95458.33
0.87,5585.00,4.00,4.00,16.00,803.00,732.00,252.00,7.86,98143.13
0.88,5565.00,3.00,5.00,16.00,791.00,757.00,259.00,7.93,100969.72
0.88,5541.00,3.00,5.00,16.00,792.00,771.00,268.00,8.00,103760.51
0.89,5513.00,3.00,5.00,16.00,796.00,792.00,271.00,8.06,106623.77
0.90,5461.00,3.00,4.00,17.00,828.00,805.00,278.00,7.96,109433.01
0.90,5422.00,3.00,4.00,17.00,843.00,820.00,287.00,7.88,112222.99
0.91,5384.00,2.00,5.00,17.00,856.00,842.00,290.00,7.95,115100.53
0.92,5354.00,2.00,5.00,17.00,865.00,854.00,299.00,8.01,117907.78
0.92,5309.00,2.00,5.00,17.00,884.00,878.00,301.00,8.07,120831.14
0.93,5272.00,2.00,5.00,17.00,893.00,899.00,308.00,8.13,123815.44
0.94,5243.00,3.00,5.00,17.00,891.00,924.00,313.00,8.18,126915.45
0.94,5203.00,3.00,5.00,17.00,902.00,948.00,318.00,8.22,130106.08
0.95,5155.00,3.00,5.00,17.00,924.00,968.00,324.00,8.26,133319.35
0.96,5121.00,3.00,5.00,17.00,935.00,983.00,332.00,8.30,136478.16
0.97,5082.00,3.00,5.00,17.00,951.00,997.00,341.00,8.34,139572.24
0.97,5044.00,3.00,5.00,17.00,960.00,1014.00,353.00,8.37,142652.30
0.98,4999.00,3.00,5.00,17.00,986.00,1024.00,362.00,8.40,145614.38
0.99,4964.00,3.00,5.00,17.00,984.00,1056.00,367.00,8.42,148799.28
0.99,4925.00,3.00,5.00,17.00,997.00,1070.00,379.00,8.45,151917.18
1.00,4889.00,3.00,5.00,17.00,1001.00,1093.00,388.00,8.47,155109.11
1.01,4858.00,3.00,5.00,17.00,999.00,1121.00,393.00,8.49,158443.75
1.01,4822.00,3.00,5.00,17.00,1012.00,1136.00,401.00,8.51,161713.37
1.02,4772.00,3.00,5.00,17.00,1033.00,1160.00,406.00,8.52,165058.84
1.03,4727.00,3.00,5.00,17.00,1051.00,1184.00,409.00,8.54,168473.55
1.03,4695.00,3.00,5.00,17.00,1065.00,1197.00,414.00,8.55,171786.23
1.04,4657.00,4.00,5.00,17.00,1079.00,1217.00,417.00,8.57,175110.91
