Time,U,AI1,AI2,AD,BI2,BI2,BD,VA,VB
0.00,7396.00,0.00,0.00,0.00,0.00,0.00,0.00,75.00,75.00
0.01,7395.00,1.00,0.00,0.00,0.00,0.00,0.00,68.23,68.47
0.01,7394.00,2.00,0.00,0.00,0.00,0.00,0.00,62.07,62.51
0.02,7394.00,2.00,0.00,0.00,0.00,0.00,0.00,56.47,57.06
0.03,7392.00,4.00,0.00,0.00,0.00,0.00,0.00,51.37,52.10
0.03,7391.00,4.00,0.00,0.00,1.00,0.00,0.00,46.73,47.56
0.04,7388.00,5.00,0.00,1.00,2.00,0.00,0.00,42.51,43.42
0.05,7388.00,5.00,0.00,1.00,2.00,0.00,0.00,38.67,39.64
0.06,7388.00,5.00,0.00,1.00,2.00,0.00,0.00,35.18,36.19
0.06,7388.00,5.00,0.00,1.00,2.00,0.00,0.00,32.01,33.03
0.07,7388.00,5.00,0.00,1.00,2.00,0.00,0.00,29.12,30.16
0.08,7387.00,5.00,0.00,1.00,3.00,0.00,0.00,26.49,27.53
0.08,7386.00,5.00,0.00,1.00,4.00,0.00,0.00,24.10,25.13
0.09,7385.00,6.00,0.00,1.00,4.00,0.00,0.00,21.92,22.95
0.10,7385.00,6.00,0.00,1.00,4.00,0.00,0.00,19.94,20.95
0.10,7385.00,6.00,0.00,1.00,3.00,1.00,0.00,18.14,34.15
0.11,7385.00,6.00,0.00,1.00,3.00,1.00,0.00,16.50,46.20
0.12,7385.00,6.00,0.00,1.00,3.00,1.00,0.00,15.01,57.20
0.12,7385.00,6.00,0.00,1.00,1.00,3.00,0.00,13.66,97.29
0.13,7384.00,6.00,0.00,1.00,2.00,3.00,0.00,12.43,133.88
0.14,7383.00,6.00,0.00,1.00,3.00,2.00,1.00,11.30,152.27
0.15,7383.00,6.00,0.00,1.00,3.00,1.00,2.00,10.28,154.04
0.15,7381.00,6.00,0.00,1.00,3.00,3.00,2.00,9.36,185.69
0.16,7377.00,6.00,0.00,1.00,7.00,3.00,2.00,8.51,214.59
0.17,7374.00,6.00,0.00,1.00,10.00,3.00,2.00,7.74,240.98
0.17,7373.00,6.00,0.00,1.00,11.00,3.00,2.00,7.04,265.06
0.18,7372.00,6.00,0.00,1.00,12.00,3.00,2.00,6.41,287.05
0.19,7370.00,6.00,0.00,1.00,13.00,4.00,2.00,5.83,322.15
0.19,7369.00,6.00,0.00,1.00,12.00,5.00,3.00,5.30,369.21
0.20,7369.00,4.00,2.00,1.00,11.00,6.00,3.00,305.29,427.20
0.21,7368.00,4.00,2.00,1.00,11.00,7.00,3.00,578.19,495.16
0.22,7365.00,4.00,2.00,1.00,13.00,8.00,3.00,826.45,572.23
0.22,7359.00,4.00,2.00,1.00,17.00,10.00,3.00,1052.31,672.64
0.23,7358.00,4.00,2.00,1.00,17.00,11.00,3.00,1257.77,779.32
0.24,7355.00,4.00,2.00,1.00,20.00,11.00,3.00,1444.68,876.71
0.24,7349.00,4.00,3.00,1.00,24.00,12.00,3.00,1764.95,980.65
0.25,7345.00,4.00,3.00,1.00,28.00,12.00,3.00,2056.31,1075.54
0.26,7336.00,6.00,3.00,1.00,34.00,12.00,4.00,2321.37,1162.16
0.26,7330.00,6.00,2.00,2.00,37.00,15.00,4.00,2412.26,1286.31
0.27,7325.00,7.00,2.00,2.00,41.00,15.00,4.00,2494.95,1399.65
0.28,7324.00,7.00,2.00,2.00,41.00,16.00,4.00,2570.18,1518.15
0.28,7320.00,8.00,2.00,2.00,44.00,16.00,4.00,2638.61,1626.32
0.29,7314.00,9.00,2.00,2.00,46.00,19.00,4.00,2700.86,1770.15
0.30,7309.00,10.00,2.00,2.00,47.00,22.00,4.00,2757.50,1946.52
0.31,7301.00,12.00,2.00,2.00,49.00,26.00,4.00,2809.02,2167.63
0.31,7299.00,12.00,2.00,2.00,50.00,26.00,5.00,2855.89,2369.48
0.32,7288.00,13.00,2.00,2.00,58.00,28.00,5.00,2898.53,2583.80
0.33,7284.00,14.00,2.00,2.00,60.00,29.00,5.00,2937.32,2794.49
0.33,7278.00,14.00,2.00,3.00,63.00,31.00,5.00,2972.61,3016.87
0.34,7276.00,14.00,2.00,3.00,62.00,34.00,5.00,3004.71,3264.96
0.35,7272.00,13.00,3.00,3.00,64.00,33.00,8.00,3184.15,3476.42
0.35,7266.00,13.00,3.00,3.00,69.00,34.00,8.00,3347.38,3684.50
0.36,7261.00,13.00,3.00,3.00,71.00,36.00,9.00,3495.88,3904.50
0.37,7257.00,13.00,4.00,3.00,72.00,38.00,9.00,3781.21,4135.39
0.38,7252.00,12.00,5.00,3.00,76.00,38.00,10.00,4191.00,4346.17
0.38,7243.00,13.00,4.00,4.00,83.00,36.00,13.00,4413.58,4508.56
0.39,7234.00,13.00,4.00,4.00,91.00,37.00,13.00,4616.05,4671.83
0.40,7228.00,12.00,5.00,4.00,93.00,40.00,14.00,4950.48,4865.95
0.40,7224.00,12.00,5.00,4.00,96.00,39.00,16.00,5254.72,5028.14
0.41,7214.00,13.00,6.00,4.00,102.00,41.00,16.00,5681.72,5206.26
0.42,7204.00,14.00,5.00,5.00,109.00,42.00,17.00,5919.95,5383.89
0.42,7196.00,14.00,5.00,5.00,114.00,44.00,18.00,6136.66,5576.10
0.43,7185.00,13.00,8.00,5.00,117.00,49.00,19.00,6784.51,5826.69
0.44,7175.00,14.00,9.00,5.00,121.00,51.00,21.00,7524.10,6085.50
0.44,7163.00,13.00,10.00,5.00,129.00,54.00,22.00,8347.16,6366.85
0.45,7152.00,15.00,10.00,5.00,136.00,55.00,23.00,9095.91,6638.72
0.46,7142.00,16.00,10.00,5.00,141.00,59.00,23.00,9777.06,6947.01
0.47,7131.00,19.00,10.00,5.00,143.00,63.00,25.00,10396.72,7288.55
0.47,7122.00,19.00,11.00,5.00,145.00,69.00,25.00,11110.68,7690.49
0.48,7112.00,19.00,11.00,5.00,149.00,74.00,26.00,11760.17,8132.54
0.49,7093.00,22.00,11.00,5.00,161.00,78.00,26.00,12351.04,8596.20
0.49,7080.00,23.00,12.00,5.00,166.00,84.00,26.00,13038.79,9109.62
0.50,7073.00,23.00,13.00,5.00,164.00,92.00,26.00,13814.68,9698.52
0.51,7061.00,23.00,11.00,7.00,173.00,94.00,27.00,14220.07,10266.18
0.51,7051.00,23.00,11.00,7.00,178.00,96.00,30.00,14588.86,10814.47
0.52,7032.00,23.00,11.00,8.00,189.00,102.00,31.00,14924.35,11405.14
0.53,7014.00,21.00,14.00,8.00,205.00,100.00,34.00,15680.25,11914.34
0.53,6999.00,21.00,14.00,8.00,217.00,100.00,37.00,16367.91,12379.20
0.54,6988.00,22.00,16.00,8.00,219.00,106.00,37.00,17293.96,12893.72
0.55,6980.00,23.00,16.00,8.00,219.00,111.00,39.00,18136.40,13438.55
0.56,6966.00,24.00,14.00,10.00,231.00,110.00,41.00,18602.32,13920.92
0.56,6947.00,26.00,12.00,12.00,243.00,115.00,41.00,18725.72,14436.40
0.57,6933.00,28.00,13.00,12.00,248.00,117.00,45.00,18988.21,14937.04
0.58,6915.00,28.00,13.00,12.00,263.00,118.00,47.00,19227.01,15409.12
0.58,6902.00,29.00,13.00,12.00,268.00,125.00,47.00,19444.24,15945.24
0.59,6890.00,29.00,14.00,12.00,270.00,131.00,50.00,19792.10,16524.82
0.60,6861.00,32.00,14.00,12.00,284.00,141.00,52.00,20108.55,17204.17
0.60,6850.00,32.00,14.00,12.00,289.00,141.00,58.00,20396.43,17824.36
0.61,6826.00,32.00,14.00,13.00,306.00,143.00,62.00,20658.33,18420.59
0.62,6808.00,34.00,14.00,13.00,307.00,156.00,64.00,20896.58,19160.21
0.62,6793.00,35.00,14.00,14.00,307.00,165.00,68.00,21113.32,19970.63
0.63,6777.00,36.00,15.00,14.00,312.00,173.00,69.00,21460.72,20830.67
0.64,6754.00,35.00,17.00,14.00,328.00,175.00,73.00,22077.23,21645.86
0.65,6747.00,33.00,18.00,15.00,323.00,181.00,79.00,22788.31,22480.21
0.65,6733.00,31.00,20.00,15.00,327.00,190.00,80.00,23735.66,23377.12
0.66,6712.00,33.00,20.00,15.00,331.00,201.00,84.00,24597.48,24361.18
0.67,6687.00,33.00,19.00,16.00,347.00,210.00,84.00,25231.27,25394.76
0.67,6670.00,34.00,19.00,16.00,352.00,217.00,88.00,25807.84,26443.51
0.68,6646.00,36.00,19.00,16.00,365.00,224.00,90.00,26332.36,27506.09
0.69,6624.00,36.00,19.00,17.00,376.00,231.00,93.00,26809.53,28581.31
0.69,6608.00,35.00,19.00,18.00,381.00,239.00,96.00,27243.62,29683.09
0.70,6579.00,35.00,20.00,19.00,388.00,257.00,98.00,27788.76,30959.35
0.71,6550.00,38.00,21.00,19.00,402.00,265.00,101.00,28434.91,32244.66
0.72,6521.00,40.00,20.00,20.00,414.00,275.00,106.00,28872.49,33568.29
0.72,6508.00,41.00,19.00,22.00,415.00,281.00,110.00,29120.34,34866.79
0.73,6491.00,41.00,19.00,23.00,421.00,287.00,114.00,29345.82,36142.37
0.74,6471.00,39.00,20.00,24.00,432.00,294.00,116.00,29701.17,37412.03
0.74,6445.00,40.00,20.00,24.00,441.00,308.00,118.00,30024.44,38781.47
0.75,6417.00,39.00,24.00,24.00,455.00,311.00,126.00,30919.45,40076.72
0.76,6388.00,39.00,22.00,26.00,471.00,319.00,131.00,31433.20,41379.38
0.76,6365.00,39.00,22.00,27.00,473.00,335.00,135.00,31900.57,42808.97
0.77,6337.00,42.00,23.00,27.00,485.00,344.00,138.00,32475.98,44249.29
0.78,6299.00,46.00,23.00,27.00,505.00,353.00,143.00,32999.44,45699.41
0.78,6270.00,49.00,23.00,27.00,516.00,366.00,145.00,33475.65,47218.55
0.79,6245.00,49.00,22.00,28.00,527.00,377.00,148.00,33758.63,48770.66
0.80,6208.00,51.00,21.00,29.00,550.00,385.00,152.00,33865.83,50307.81
0.81,6188.00,52.00,23.00,29.00,543.00,404.00,157.00,34263.82,51996.55
0.81,6159.00,51.00,22.00,31.00,559.00,412.00,162.00,34475.65,53658.43
0.82,6129.00,49.00,24.00,31.00,569.00,427.00,167.00,34968.81,55400.94
0.83,6102.00,48.00,26.00,31.00,581.00,436.00,172.00,35717.92,57126.93
0.83,6076.00,47.00,27.00,31.00,588.00,451.00,176.00,36549.63,58927.97
0.84,6049.00,48.00,26.00,32.00,596.00,466.00,179.00,37156.03,60797.54
0.85,6013.00,48.00,25.00,33.00,619.00,473.00,185.00,37557.45,62609.47
