Time,U,AI1,AI2,AD,BI2,BI2,BD,VA,VB
0.00,7395.00,1.00,0.00,0.00,0.00,0.00,0.00,75.00,75.00
0.01,7392.00,4.00,0.00,0.00,0.00,0.00,0.00,68.23,68.47
0.01,7388.00,7.00,0.00,0.00,1.00,0.00,0.00,62.07,62.51
0.02,7387.00,7.00,0.00,0.00,2.00,0.00,0.00,56.47,57.06
0.03,7386.00,7.00,1.00,0.00,2.00,0.00,0.00,51.52,52.10
0.03,7385.00,7.00,1.00,0.00,3.00,0.00,0.00,47.02,47.56
0.04,7383.00,7.00,1.00,0.00,5.00,0.00,0.00,42.92,43.42
0.05,7383.00,7.00,1.00,0.00,5.00,0.00,0.00,39.20,39.64
0.06,7382.00,8.00,1.00,0.00,5.00,0.00,0.00,35.81,36.19
0.06,7382.00,8.00,1.00,0.00,5.00,0.00,0.00,32.73,33.03
0.07,7382.00,8.00,1.00,0.00,5.00,0.00,0.00,29.92,30.16
0.08,7379.00,8.00,1.00,0.00,8.00,0.00,0.00,27.37,27.53
0.08,7378.00,8.00,1.00,0.00,9.00,0.00,0.00,25.05,25.13
0.09,7378.00,8.00,1.00,0.00,9.00,0.00,0.00,22.94,22.95
0.10,7376.00,9.00,1.00,0.00,10.00,0.00,0.00,21.02,20.95
0.10,7376.00,9.00,1.00,0.00,9.00,1.00,0.00,19.27,34.15
0.11,7376.00,9.00,1.00,0.00,9.00,1.00,0.00,17.68,46.20
0.12,7375.00,10.00,1.00,0.00,8.00,2.00,0.00,16.24,72.22
0.12,7374.00,10.00,0.00,1.00,9.00,2.00,0.00,14.77,95.98
0.13,7373.00,9.00,1.00,1.00,9.00,3.00,0.00,13.59,132.69
0.14,7372.00,9.00,1.00,1.00,10.00,2.00,1.00,12.51,151.18
0.15,7367.00,8.00,2.00,1.00,15.00,2.00,1.00,11.68,168.06
0.15,7366.00,8.00,2.00,1.00,16.00,2.00,1.00,10.93,183.48
0.16,7365.00,8.00,2.00,1.00,17.00,2.00,1.00,10.24,197.55
0.17,7365.00,7.00,3.00,1.00,16.00,3.00,1.00,9.77,225.41
0.17,7364.00,7.00,3.00,1.00,17.00,3.00,1.00,9.34,250.86
0.18,7362.00,8.00,3.00,1.00,18.00,3.00,1.00,8.94,274.08
0.19,7362.00,6.00,5.00,1.00,18.00,3.00,1.00,8.89,295.28
0.19,7362.00,6.00,4.00,2.00,17.00,4.00,1.00,8.69,329.66
0.20,7357.00,5.00,5.00,2.00,20.00,6.00,1.00,8.65,391.10
0.21,7355.00,5.00,4.00,3.00,21.00,7.00,1.00,8.47,462.20
0.22,7354.00,5.00,4.00,3.00,22.00,7.00,1.00,8.31,527.12
0.22,7352.00,5.00,4.00,3.00,24.00,7.00,1.00,8.16,586.38
0.23,7345.00,5.00,4.00,3.00,30.00,8.00,1.00,8.02,655.51
0.24,7343.00,5.00,4.00,3.00,32.00,8.00,1.00,7.90,718.61
0.24,7339.00,5.00,4.00,3.00,36.00,8.00,1.00,7.79,776.22
0.25,7332.00,5.00,4.00,3.00,42.00,9.00,1.00,7.69,843.84
0.26,7324.00,6.00,4.00,3.00,49.00,9.00,1.00,7.59,905.57
0.26,7318.00,6.00,4.00,3.00,53.00,11.00,1.00,7.51,991.97
0.27,7312.00,6.00,3.00,4.00,57.00,13.00,1.00,7.28,1100.90
0.28,7307.00,6.00,3.00,4.00,62.00,12.00,2.00,7.07,1185.31
0.28,7301.00,5.00,4.00,4.00,68.00,12.00,2.00,7.04,1262.38
0.29,7293.00,5.00,4.00,4.00,73.00,14.00,3.00,7.00,1362.78
0.30,7285.00,5.00,3.00,5.00,76.00,18.00,4.00,6.82,1514.53
0.31,7276.00,5.00,3.00,5.00,84.00,19.00,4.00,6.66,1668.09
0.31,7274.00,5.00,3.00,5.00,83.00,22.00,4.00,6.51,1853.35
0.32,7266.00,5.00,3.00,5.00,89.00,23.00,5.00,6.37,2037.50
0.33,7260.00,3.00,4.00,6.00,94.00,24.00,5.00,6.40,2220.64
0.33,7255.00,3.00,4.00,6.00,95.00,28.00,5.00,6.42,2447.92
0.34,7245.00,3.00,4.00,6.00,103.00,29.00,6.00,6.44,2670.43
0.35,7236.00,3.00,4.00,6.00,108.00,33.00,6.00,6.46,2933.67
0.35,7226.00,3.00,4.00,6.00,114.00,37.00,6.00,6.48,3234.07
0.36,7214.00,2.00,5.00,6.00,124.00,38.00,7.00,6.64,3523.34
0.37,7207.00,2.00,5.00,6.00,129.00,40.00,7.00,6.80,3817.47
0.38,7190.00,2.00,4.00,7.00,142.00,44.00,7.00,6.78,4146.07
0.38,7183.00,2.00,4.00,7.00,145.00,47.00,8.00,6.77,4491.14
0.39,7174.00,1.00,5.00,7.00,150.00,49.00,10.00,6.91,4836.20
0.40,7155.00,1.00,5.00,7.00,158.00,57.00,13.00,7.04,5271.40
0.40,7134.00,1.00,5.00,7.00,170.00,66.00,13.00,7.15,5803.92
0.41,7123.00,1.00,5.00,7.00,174.00,73.00,13.00,7.26,6395.22
0.42,7112.00,1.00,5.00,7.00,178.00,77.00,16.00,7.36,6995.13
0.42,7102.00,1.00,5.00,7.00,184.00,78.00,19.00,7.44,7557.83
0.43,7083.00,1.00,5.00,7.00,200.00,80.00,20.00,7.52,8101.57
0.44,7069.00,1.00,5.00,7.00,206.00,88.00,20.00,7.59,8718.16
0.44,7052.00,1.00,5.00,7.00,214.00,96.00,21.00,7.66,9401.23
0.45,7033.00,1.00,5.00,7.00,227.00,102.00,21.00,7.72,10114.97
0.46,7018.00,1.00,5.00,7.00,233.00,110.00,22.00,7.77,10886.74
0.47,6994.00,1.00,5.00,7.00,253.00,111.00,25.00,7.82,11606.34
0.47,6976.00,1.00,5.00,7.00,267.00,115.00,25.00,7.87,12323.36
0.48,6956.00,1.00,5.00,7.00,277.00,124.00,26.00,7.91,13113.16
0.49,6944.00,1.00,5.00,7.00,282.00,126.00,31.00,7.95,13864.23
0.49,6923.00,1.00,5.00,7.00,294.00,133.00,33.00,7.98,14655.07
0.50,6903.00,1.00,5.00,7.00,310.00,135.00,35.00,8.01,15407.08
0.51,6887.00,1.00,5.00,7.00,317.00,142.00,37.00,8.04,16198.78
0.51,6866.00,1.00,5.00,7.00,329.00,147.00,41.00,8.06,16996.66
0.52,6843.00,1.00,5.00,7.00,340.00,157.00,43.00,8.09,17875.29
0.53,6821.00,1.00,5.00,7.00,355.00,160.00,47.00,8.11,18722.48
0.53,6803.00,1.00,5.00,7.00,367.00,164.00,49.00,8.13,19555.99
