Time,U,AI1,AI2,AD,BI2,BI2,BD,VA,VB
0.00,7395.00,0.00,0.00,0.00,1.00,0.00,0.00,75.00,75.00
0.01,7394.00,0.00,0.00,0.00,2.00,0.00,0.00,68.23,68.47
0.01,7391.00,2.00,0.00,0.00,3.00,0.00,0.00,62.07,62.51
0.02,7388.00,3.00,0.00,0.00,5.00,0.00,0.00,56.47,57.06
0.03,7385.00,5.00,0.00,0.00,6.00,0.00,0.00,51.37,52.10
0.03,7384.00,6.00,0.00,0.00,5.00,1.00,0.00,46.73,62.58
0.04,7383.00,6.00,0.00,0.00,6.00,1.00,0.00,42.51,72.16
0.05,7383.00,6.00,0.00,0.00,6.00,1.00,0.00,38.67,80.90
0.06,7382.00,7.00,0.00,0.00,6.00,1.00,0.00,35.18,88.88
0.06,7382.00,7.00,0.00,0.00,6.00,1.00,0.00,32.01,96.16
0.07,7381.00,7.00,0.00,0.00,7.00,1.00,0.00,29.12,102.81
0.08,7381.00,7.00,0.00,0.00,7.00,1.00,0.00,26.49,108.88
0.08,7381.00,7.00,0.00,0.00,7.00,1.00,0.00,24.10,114.42
0.09,7377.00,7.00,0.00,0.00,10.00,2.00,0.00,21.92,134.51
0.10,7375.00,8.00,0.00,0.00,11.00,2.00,0.00,19.94,152.84
0.10,7373.00,9.00,0.00,0.00,12.00,2.00,0.00,18.14,169.58
0.11,7373.00,9.00,0.00,0.00,11.00,3.00,0.00,16.50,199.88
0.12,7372.00,9.00,0.00,0.00,12.00,3.00,0.00,15.01,227.54
0.12,7368.00,10.00,0.00,0.00,14.00,4.00,0.00,13.66,267.82
0.13,7367.00,10.00,0.00,0.00,14.00,5.00,0.00,12.43,319.62
0.14,7365.00,9.00,1.00,0.00,15.00,6.00,0.00,12.81,381.93
0.15,7364.00,9.00,1.00,0.00,15.00,7.00,0.00,13.15,453.83
0.15,7362.00,9.00,1.00,0.00,16.00,7.00,1.00,13.47,519.48
0.16,7358.00,9.00,1.00,0.00,18.00,9.00,1.00,13.75,609.45
0.17,7354.00,9.00,1.00,0.00,21.00,10.00,1.00,14.01,706.61
0.17,7352.00,9.00,1.00,0.00,23.00,10.00,1.00,14.25,795.31
0.18,7344.00,10.00,1.00,0.00,30.00,9.00,2.00,14.47,861.27
0.19,7338.00,10.00,1.00,0.00,35.00,10.00,2.00,14.66,936.51
0.19,7336.00,10.00,1.00,0.00,36.00,11.00,2.00,14.84,1020.21
0.20,7334.00,10.00,1.00,0.00,38.00,10.00,3.00,15.00,1081.61
0.21,7325.00,10.00,1.00,0.00,44.00,13.00,3.00,15.15,1182.73
0.22,7320.00,10.00,2.00,0.00,47.00,14.00,3.00,16.79,1290.06
0.22,7312.00,10.00,2.00,0.00,54.00,15.00,3.00,18.28,1403.08
0.23,7305.00,9.00,3.00,0.00,60.00,15.00,4.00,21.13,1506.25
0.24,7301.00,8.00,4.00,0.00,62.00,17.00,4.00,25.24,1630.48
0.24,7292.00,8.00,4.00,0.00,70.00,17.00,5.00,28.97,1743.90
0.25,7285.00,7.00,5.00,0.00,76.00,18.00,5.00,33.86,1862.47
0.26,7279.00,7.00,5.00,0.00,80.00,18.00,7.00,38.32,1970.71
0.26,7268.00,6.00,6.00,0.00,86.00,23.00,7.00,43.87,2144.64
0.27,7261.00,6.00,6.00,0.00,92.00,24.00,7.00,48.93,2318.45
0.28,7250.00,6.00,6.00,0.00,101.00,26.00,7.00,53.52,2507.17
0.28,7241.00,7.00,5.00,1.00,103.00,32.00,7.00,56.20,2769.59
0.29,7236.00,8.00,5.00,1.00,104.00,35.00,7.00,58.64,3054.24
0.30,7230.00,7.00,6.00,1.00,105.00,38.00,9.00,62.36,3359.16
0.31,7222.00,6.00,7.00,1.00,110.00,41.00,9.00,67.25,3682.61
0.31,7213.00,6.00,7.00,1.00,116.00,43.00,10.00,71.69,4007.94
0.32,7209.00,5.00,8.00,1.00,116.00,46.00,11.00,77.24,4350.01
0.33,7199.00,5.00,8.00,1.00,122.00,48.00,13.00,82.28,4692.34
0.33,7191.00,5.00,7.00,2.00,123.00,55.00,13.00,85.37,5110.02
0.34,7175.00,5.00,7.00,2.00,134.00,58.00,15.00,88.18,5536.40
0.35,7163.00,5.00,7.00,2.00,140.00,64.00,15.00,90.74,6015.79
0.35,7142.00,5.00,7.00,2.00,153.00,71.00,16.00,93.06,6558.60
0.36,7128.00,5.00,7.00,2.00,155.00,81.00,18.00,95.18,7204.38
0.37,7114.00,5.00,7.00,2.00,164.00,86.00,18.00,97.10,7869.04
0.38,7094.00,5.00,7.00,2.00,179.00,87.00,22.00,98.85,8490.85
0.38,7067.00,4.00,8.00,2.00,204.00,89.00,22.00,101.94,9088.56
0.39,7048.00,4.00,8.00,2.00,214.00,97.00,23.00,104.76,9754.40
0.40,7022.00,4.00,8.00,2.00,233.00,100.00,27.00,107.32,10407.34
