Time,U,AI1,AI2,AD,BI2,BI2,BD,VA,VB
0.00,7394.00,1.00,0.00,0.00,1.00,0.00,0.00,75.00,75.00
0.01,7392.00,2.00,0.00,0.00,1.00,1.00,0.00,68.52,83.49
0.01,7389.00,4.00,0.00,0.00,2.00,1.00,0.00,62.61,91.25
0.02,7388.00,4.00,0.00,0.00,2.00,2.00,0.00,57.20,113.35
0.03,7386.00,5.00,0.00,0.00,3.00,2.00,0.00,52.26,133.52
0.03,7383.00,5.00,0.00,0.00,6.00,2.00,0.00,47.75,151.94
0.04,7377.00,7.00,0.00,0.00,10.00,2.00,0.00,43.63,168.76
0.05,7375.00,7.00,0.00,0.00,12.00,2.00,0.00,39.86,184.11
0.06,7373.00,7.00,0.00,0.00,14.00,2.00,0.00,36.42,198.12
0.06,7369.00,8.00,0.00,0.00,17.00,2.00,0.00,33.28,210.92
0.07,7365.00,8.00,1.00,0.00,20.00,2.00,0.00,45.43,222.60
0.08,7364.00,8.00,1.00,0.00,21.00,2.00,0.00,56.53,233.26
0.08,7361.00,9.00,0.00,1.00,23.00,2.00,0.00,51.65,243.00
0.09,7360.00,9.00,0.00,1.00,23.00,3.00,0.00,47.19,266.91
0.10,7358.00,9.00,0.00,1.00,25.00,3.00,0.00,43.12,288.74
0.10,7357.00,9.00,0.00,1.00,25.00,4.00,0.00,39.39,323.69
0.11,7356.00,8.00,1.00,1.00,25.00,5.00,0.00,51.02,370.62
0.12,7351.00,11.00,2.00,1.00,26.00,5.00,0.00,76.66,413.46
0.12,7346.00,12.00,3.00,1.00,29.00,5.00,0.00,115.11,452.57
0.13,7342.00,13.00,3.00,1.00,30.00,6.00,1.00,150.24,503.30
0.14,7335.00,15.00,2.00,2.00,35.00,6.00,1.00,167.32,549.62
0.15,7331.00,16.00,3.00,2.00,34.00,9.00,1.00,197.94,636.97
0.15,7325.00,17.00,4.00,3.00,35.00,10.00,2.00,240.94,731.73
0.16,7322.00,17.00,4.00,3.00,35.00,13.00,2.00,280.23,863.32
0.17,7317.00,20.00,5.00,3.00,36.00,13.00,2.00,331.16,983.44
0.17,7310.00,21.00,6.00,3.00,40.00,14.00,2.00,392.70,1108.13
0.18,7303.00,25.00,6.00,3.00,43.00,14.00,2.00,448.94,1221.97
0.19,7293.00,28.00,7.00,3.00,46.00,16.00,3.00,515.34,1355.93
0.19,7283.00,30.00,10.00,3.00,50.00,17.00,3.00,621.08,1493.26
0.20,7266.00,37.00,11.00,3.00,56.00,19.00,4.00,732.72,1648.67
0.21,7247.00,49.00,10.00,4.00,62.00,20.00,4.00,819.69,1805.57
0.22,7229.00,57.00,11.00,4.00,69.00,21.00,5.00,914.18,1963.84
0.22,7214.00,65.00,13.00,4.00,73.00,22.00,5.00,1030.55,2123.34
0.23,7193.00,77.00,13.00,5.00,77.00,26.00,5.00,1136.88,2329.05
0.24,7173.00,88.00,15.00,5.00,83.00,26.00,6.00,1264.08,2516.85
0.24,7147.00,102.00,18.00,5.00,87.00,30.00,7.00,1425.36,2748.38
0.25,7123.00,113.00,22.00,5.00,90.00,35.00,8.00,1632.81,3034.88
0.26,7095.00,126.00,26.00,5.00,99.00,37.00,8.00,1882.44,3326.47
0.26,7069.00,136.00,31.00,7.00,105.00,39.00,9.00,2185.64,3622.71
0.27,7036.00,148.00,33.00,7.00,122.00,39.00,11.00,2492.71,3893.16
0.28,7002.00,167.00,38.00,7.00,126.00,43.00,13.00,2848.38,4200.16
0.28,6957.00,196.00,41.00,8.00,133.00,45.00,16.00,3218.42,4510.46
0.29,6916.00,217.00,48.00,9.00,141.00,48.00,17.00,3661.67,4838.82
0.30,6868.00,248.00,52.00,10.00,150.00,49.00,19.00,4126.74,5153.61
0.31,6807.00,286.00,57.00,12.00,163.00,52.00,19.00,4626.78,5486.06
0.31,6764.00,306.00,71.00,14.00,165.00,57.00,19.00,5293.97,5864.67
0.32,6695.00,354.00,76.00,16.00,177.00,57.00,21.00,5978.68,6210.32
0.33,6629.00,399.00,81.00,17.00,190.00,58.00,22.00,6679.39,6540.89
0.33,6539.00,456.00,94.00,20.00,202.00,62.00,23.00,7514.90,6902.77
0.34,6448.00,513.00,109.00,20.00,212.00,68.00,26.00,8503.63,7323.28
