Time,U,AI1,AI2,AD,BI2,BI2,BD,VA,VB
0.00,7396.00,0.00,0.00,0.00,0.00,0.00,0.00,75.00,75.00
0.01,7396.00,0.00,0.00,0.00,0.00,0.00,0.00,68.23,68.47
0.01,7393.00,2.00,0.00,0.00,0.00,1.00,0.00,62.07,77.53
0.02,7392.00,3.00,0.00,0.00,0.00,1.00,0.00,56.47,85.80
0.03,7392.00,3.00,0.00,0.00,0.00,1.00,0.00,51.37,93.35
0.03,7391.00,4.00,0.00,0.00,0.00,1.00,0.00,46.73,100.25
0.04,7391.00,4.00,0.00,0.00,0.00,1.00,0.00,42.51,106.54
0.05,7390.00,4.00,0.00,0.00,1.00,1.00,0.00,38.67,112.29
0.06,7388.00,5.00,0.00,0.00,2.00,1.00,0.00,35.18,117.53
0.06,7385.00,6.00,0.00,0.00,4.00,1.00,0.00,32.01,122.32
0.07,7385.00,5.00,1.00,0.00,4.00,1.00,0.00,29.27,126.69
0.08,7382.00,6.00,1.00,0.00,6.00,1.00,0.00,26.78,130.69
0.08,7382.00,6.00,1.00,0.00,6.00,1.00,0.00,24.51,134.33
0.09,7380.00,6.00,1.00,0.00,8.00,1.00,0.00,22.45,137.66
0.10,7380.00,6.00,1.00,0.00,8.00,1.00,0.00,20.57,140.69
0.10,7380.00,6.00,1.00,0.00,8.00,1.00,0.00,18.86,143.46
0.11,7379.00,6.00,1.00,0.00,9.00,1.00,0.00,17.31,145.99
0.12,7376.00,8.00,1.00,0.00,9.00,2.00,0.00,15.90,163.33
0.12,7375.00,7.00,2.00,0.00,9.00,3.00,0.00,14.76,194.18
0.13,7375.00,6.00,3.00,0.00,9.00,3.00,0.00,13.88,222.34
0.14,7373.00,6.00,3.00,0.00,11.00,3.00,0.00,13.08,248.05
0.15,7372.00,6.00,3.00,0.00,12.00,3.00,0.00,12.35,271.52
0.15,7370.00,5.00,4.00,0.00,13.00,4.00,0.00,11.83,307.97
0.16,7369.00,5.00,4.00,0.00,14.00,4.00,0.00,11.37,341.24
0.17,7367.00,5.00,4.00,0.00,15.00,4.00,1.00,10.94,371.62
0.17,7365.00,5.00,4.00,0.00,17.00,4.00,1.00,10.56,399.35
0.18,7361.00,5.00,4.00,0.00,20.00,5.00,1.00,10.20,439.70
0.19,7361.00,5.00,4.00,0.00,20.00,5.00,1.00,9.88,476.52
0.19,7360.00,5.00,4.00,0.00,20.00,6.00,1.00,9.59,525.17
0.20,7355.00,5.00,3.00,1.00,25.00,6.00,1.00,9.18,569.58
0.21,7352.00,5.00,3.00,1.00,27.00,7.00,1.00,8.80,625.14
0.22,7349.00,5.00,3.00,1.00,29.00,8.00,1.00,8.46,690.89
0.22,7340.00,5.00,2.00,2.00,36.00,10.00,1.00,7.99,780.96
0.23,7336.00,5.00,2.00,2.00,39.00,11.00,1.00,7.57,878.22
